Time,GC Util
0,0
0,0
19,0
19,0
47,12
47,12
59,14
59,14
311,0
311,0
543,0
543,0
750,0
750,0
924,0
924,0
1181,0
1181,0
1458,0
1458,0
1733,0
1733,0
1932,0
1932,0
2135,0
2135,0
2147,6
2147,6
2168,2
2168,2
2192,3
2192,3
2233,1
2233,1
2266,2
2266,2
2310,2
2310,2
2342,3
2342,3
2378,16
2378,16
5103,0
5103,0
5147,13
5147,13
5208,9
5208,9
5269,8
5269,8
5323,10
5323,10
5357,19
5357,19
5369,45
5369,45
5437,8
5437,8
5501,8
5501,8
5570,5
5570,5
5622,6
5622,6
5668,6
5668,6
5713,7
5713,7
5754,6
5754,6
5791,9
5791,9
5823,15
5823,15
5865,9
5865,9
5865,9
5897,15
5897,15
5949,5
5957,184
5957,184
5975,14
5975,14
5989,26
5989,26
6005,17
6005,17
6066,5
6066,5
6077,139
6077,139
6133,48
6133,48
6141,48
6141,48
6149,33
6149,33
6149,33
6163,27
6210,229
6210,229
6240,10
6240,10
6255,35
6255,35
6279,16
6279,16
6316,13
6316,13
6326,49
6326,49
6338,41
6338,41
6338,41
6368,12
6368,12
6411,9
6419,185
6419,185
6435,14
6435,14
6448,21
6448,21
6472,15
6472,15
6524,9
6524,9
6591,5
6591,5
6591,5
6627,16
6627,16
6669,6
6669,6
6689,26
6697,170
6697,170
6735,6
6735,6
6770,13
6770,13
6809,10
6809,10
6847,9
6847,9
6862,26
6862,26
6877,28
6877,28
6906,20
6906,20
6936,18
6936,18
6949,17
6949,17
6974,13
6974,13
6998,10
6998,10
7013,22
7013,22
7043,13
7043,13
7065,11
7065,11
7087,13
7087,13
7106,9
7106,9
7140,10
7140,10
7164,8
7164,8
7188,14
7188,14
7205,20
7205,20
7228,15
7228,15
7306,5
7306,5
7349,8
7349,8
7468,2
7468,2
7468,2
7547,5
7559,156
7559,156
7616,5
7616,5
7663,12
7663,12
7695,24
7695,24
7729,21
7729,21
7729,21
7779,17
7792,230
7792,230
7828,15
7828,15
7866,19
7866,19
7906,20
7906,20
7948,18
7948,18
7948,18
8008,13
8017,215
8017,215
8061,7
8061,7
8104,20
8104,20
8150,20
8150,20
8223,13
8223,13
8223,13
8284,16
8295,230
8295,230
8388,5
8388,5
8480,8
8480,8
8571,5
8571,5
9693,0
9693,0
9700,24
9700,24
9708,23
9708,23
9714,23
9714,23
9721,22
9721,22
9728,33
9728,33
9735,17
9735,17
9741,23
9741,23
9747,17
9747,17
9753,17
9753,17
9759,17
9759,17
9766,17
9766,17
9772,17
9772,17
9778,17
9778,17
9784,17
9784,17
9790,16
9790,16
9795,14
9795,14
9802,22
9802,22
9808,21
9808,21
9814,15
9814,15
9820,15
