Time,GC Util
0,0
0,0
616,75
616,75
620,47
621,97
623,74
624,64
626,76
627,66
629,78
630,83
633,1
633,1
1262,78
1262,78
1401,83
1449,4
1457,86
1480,4
1483,41
1483,41
1515,48
1515,48
1550,72
1550,72
1575,144
1575,144
1609,84
1609,84
1625,87
1625,87
1649,80
1649,80
1665,83
1665,83
1692,138
1692,138
1739,181
1739,181
1784,136
1784,136
1823,324
1857,7
1862,288
1883,9
1887,317
1895,49
1895,49
1903,160
1903,160
1922,224
1922,224
1946,194
1946,194
1988,272
1988,272
2010,269
2010,269
2010,269
2010,269
2029,221
2029,221
2029,221
2029,221
2058,262
2058,262
2086,151
2086,151
2117,212
2117,212
2149,217
2149,217
2254,144
2254,144
2381,215
2381,215
2516,109
