Time,GC Util
0,0
0,0
257,89
257,89
433,94
433,94
580,96
580,96
703,84
703,84
766,88
766,88
825,81
825,81
892,97
892,97
953,150
953,150
1012,172
1012,172
1072,164
1072,164
1140,165
1140,165
1214,173
1214,173
1278,173
1278,173
1343,144
1343,144
1398,142
1398,142
1435,148
1435,148
1448,145
1448,145
1459,171
1459,171
1469,152
1469,152
1488,167
1488,167
1504,148
1504,148
1519,150
1519,150
1537,150
1537,150
1552,149
1552,149
1569,151
1569,151
1581,157
1581,157
1595,150
1595,150
1609,155
1609,155
1622,164
1622,164
1632,164
1632,164
1643,175
1643,175
1657,174
1657,174
1673,162
1673,162
1688,136
1688,136
1701,148
1701,148
1713,170
1713,170
1728,96
1728,96
1755,175
1755,175
1769,161
1769,161
1787,109
1787,109
1813,178
1813,178
1827,144
1827,144
1840,164
1840,164
1855,161
1855,161
1874,186
1874,186
1886,254
1886,254
1898,160
1898,160
1914,239
1914,239
1928,167
1928,167
1946,258
1946,258
1958,228
1958,228
1972,256
1972,256
1985,167
1985,167
2002,222
2002,222
2015,165
2015,165
2033,255
2033,255
2044,252
2044,252
2057,152
2057,152
2072,200
2072,200
2084,246
2084,246
2097,153
2097,153
2113,225
2113,225
2125,234
2125,234
2139,143
2139,143
2154,246
2154,246
2164,228
2164,228
2177,152
2177,152
2191,255
2191,255
2203,251
2203,251
2216,156
2216,156
2230,247
2230,247
2242,133
2242,133
2257,255
2257,255
2268,176
2268,176
2281,214
2281,214
2289,250
2289,250
2298,159
2298,159
2311,249
2311,249
2320,258
2320,258
2330,178
2330,178
2343,244
2343,244
2350,222
2350,222
2359,167
2359,167
2371,219
2371,219
2378,218
2378,218
2387,126
2387,126
2399,256
2399,256
2407,257
2407,257
2416,248
2416,248
2425,138
2425,138
2437,250
2437,250
2445,256
2445,256
2454,162
2454,162
2466,258
2466,258
2473,196
2473,196
2481,19
2481,19
2492,257
2492,257
2500,225
2500,225
2510,257
2510,257
2519,19
2519,19
2533,250
2533,250
2542,203
2542,203
2551,256
2551,256
2559,18
2559,18
2571,211
2571,211
2579,234
2579,234
2590,213
2590,213
2597,16
2597,16
2608,220
2608,220
2616,227
2616,227
2623,227
2623,227
2635,242
2635,242
2643,258
2643,258
2651,252
2651,252
2662,259
2662,259
2672,257
2672,257
2681,245
2681,245
2689,251
2689,251
2697,223
2697,223
2716,234
2716,234
2729,244
2729,244
2740,256
2740,256
2752,241
2752,241
2766,253
2766,253
2777,257
2777,257
2789,232
2789,232
2804,256
2804,256
2816,251
2816,251
2828,257
2828,257
2841,235
2841,235
2853,248
2853,248
2870,262
2870,262
2886,127
2886,127
2909,267
2909,267
2927,252
2927,252
2946,146
2946,146
2969,246
2969,246
2984,147
2984,147
3004,254
3004,254
3019,253
3019,253
3038,140
3038,140
3057,232
3057,232
3071,250
3071,250
3087,167
3087,167
3108,199
3108,199
3120,237
3120,237
3132,155
3132,155
3149,242
3149,242
3161,256
3161,256
3173,153
3173,153
3188,257
3188,257
3199,170
3199,170
3218,203
3218,203
3228,177
3228,177
3243,256
3243,256
3253,254
3253,254
3263,145
3263,145
3278,254
3278,254
3290,181
3290,181
3307,192
3307,192
3316,228
3316,228
3323,242
3323,242
3333,167
3333,167
3348,252
3348,252
3356,262
3356,262
3365,170
3365,170
3377,239
3377,239
3385,259
3385,259
3394,168
3394,168
3406,255
3406,255
3414,236
3414,236
3424,22
3424,22
3435,259
3435,259
3442,252
3442,252
3451,169
3451,169
3463,256
3463,256
3469,257
3469,257
3479,174
3479,174
3490,259
3490,259
3497,258
3497,258
3504,259
3504,259
3510,257
3510,257
3517,239
3517,239
3524,245
3524,245
3531,254
3531,254
3538,261
3538,261
3545,247
3545,247
3557,157
3557,157
3574,250
3574,250
3588,257
3588,257
3599,256
3599,256
3608,17
3608,17
3620,251
3620,251
3628,243
3628,243
3637,256
3637,256
3647,159
3647,159
3661,255
3661,255
3670,246
3670,246
3679,253
3679,253
3691,173
3691,173
3704,259
3704,259
3715,183
3715,183
3730,234
3730,234
3739,149
3739,149
3751,255
3751,255
3759,246
3759,246
3771,170
3771,170
3783,252
3783,252
3791,259
3791,259
3800,256
3800,256
3806,248
3806,248
3815,255
3815,255
3825,210
3825,210
3840,256
3840,256
3857,256
3857,256
3872,168
3872,168
3894,244
3894,244
3907,250
3907,250
3922,258
3922,258
3936,247
3936,247
3955,255
3955,255
3972,259
3972,259
3989,162
3989,162
4004,245
4004,245
4013,244
4013,244
4023,147
4023,147
4036,248
4036,248
4045,251
4045,251
4054,244
4054,244
4063,207
4063,207
4070,247
4070,247
4079,255
4079,255
4087,256
4087,256
4096,258
4096,258
4104,255
4104,255
4114,243
4114,243
4124,159
4124,159
4138,193
4138,193
4151,244
4151,244
4163,147
4163,147
4177,241
4177,241
4186,244
4186,244
4193,215
4193,215
4201,138
4201,138
4212,180
4212,180
4221,167
4221,167
4231,223
4231,223
4237,216
4237,216
4244,253
4244,253
4252,251
4252,251
4260,257
4260,257
4266,212
4266,212
4273,237
4273,237
4281,248
4281,248
4288,252
4288,252
4295,255
4295,255
4302,199
4302,199
4309,240
4309,240
4315,230
4315,230
4322,224
4322,224
4329,252
4329,252
4339,235
4339,235
4352,145
4352,145
4369,250
4369,250
4378,246
4378,246
4388,93
4388,93
4408,245
4408,245
4420,249
4420,249
4436,144
