Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,100
0.0,0.0,100,100,100
684.0,20.0,100,100.0,100
684.0,20.0,100,100.0,100
696.0,11.0,100,100.0,100
696.0,11.0,100,100.0,100
708.0,10.0,100,100.0,100
708.0,10.0,100,100.0,100
714.0,23.0,100,100.0,100
714.0,23.0,100,100.0,100
719.0,77.0,100,100.0,100
719.0,77.0,100,100.0,100
731.0,68.0,100,100.0,100
731.0,68.0,100,100.0,100
744.0,84.0,100,100.0,100
744.0,84.0,100,100.0,100
749.0,99.0,100,100.0,100
749.0,99.0,100,100.0,100
755.0,116.0,100,100.0,100
755.0,116.0,100,100.0,100
770.0,97.0,100,100.0,100
770.0,97.0,100,100.0,100
776.0,106.0,100,100.0,100
776.0,106.0,100,100.0,100
781.0,116.0,100,100.0,100
781.0,116.0,100,100.0,100
795.0,76.0,100,100.0,100
795.0,76.0,100,100.0,100
800.0,105.0,100,100.0,100
800.0,105.0,100,100.0,100
807.0,85.0,100,100.0,100
807.0,85.0,100,100.0,100
817.0,68.0,100,100.0,100
817.0,68.0,100,100.0,100
827.0,67.0,100,100.0,100
827.0,67.0,100,100.0,100
832.0,102.0,100,100.0,100
832.0,102.0,100,100.0,100
837.0,113.0,100,100.0,100
837.0,113.0,100,100.0,100
847.0,67.0,100,100.0,100
847.0,67.0,100,100.0,100
858.0,66.0,100,100.0,100
858.0,66.0,100,100.0,100
862.0,112.0,100,100.0,100
862.0,112.0,100,100.0,100
867.0,111.0,100,100.0,100
867.0,111.0,100,100.0,100
879.0,67.0,100,100.0,100
879.0,67.0,100,100.0,100
889.0,87.0,100,100.0,100
889.0,87.0,100,100.0,100
893.0,107.0,100,100.0,100
893.0,107.0,100,100.0,100
898.0,113.0,100,100.0,100
898.0,113.0,100,100.0,100
910.0,67.0,100,100.0,100
910.0,67.0,100,100.0,100
920.0,89.0,100,100.0,100
920.0,89.0,100,100.0,100
925.0,21.0,100,100.0,100
925.0,21.0,100,100.0,100
931.0,111.0,100,100.0,100
931.0,111.0,100,100.0,100
943.0,88.0,100,100.0,100
943.0,88.0,100,100.0,100
953.0,72.0,100,100.0,100
953.0,72.0,100,100.0,100
957.0,112.0,100,100.0,100
957.0,112.0,100,100.0,100
965.0,85.0,100,100.0,100
965.0,85.0,100,100.0,100
977.0,87.0,100,100.0,100
977.0,87.0,100,100.0,100
988.0,68.0,100,100.0,100
988.0,68.0,100,100.0,100
993.0,99.0,100,100.0,100
993.0,99.0,100,100.0,100
1000.0,86.0,100,100.0,100
1000.0,86.0,100,100.0,100
1010.0,92.0,100,100.0,100
1010.0,92.0,100,100.0,100
1015.0,96.0,100,100.0,100
1015.0,96.0,100,100.0,100
1021.0,86.0,100,100.0,100
1021.0,86.0,100,100.0,100
1554.0,27.0,100,100.0,100
1554.0,27.0,100,100.0,100
2655.0,25.0,100,100.0,100
2655.0,25.0,100,100.0,100
2730.0,86.0,100,100.0,100
2730.0,86.0,100,100.0,100
2831.0,33.0,100,100.0,100
2831.0,33.0,100,100.0,100
2948.0,37.0,100,100.0,100
2948.0,37.0,100,100.0,100
2967.0,168.0,100,100.0,100
2967.0,168.0,100,100.0,100
2997.0,117.0,100,100.0,100
2997.0,117.0,100,100.0,100
3075.0,38.0,100,100.0,100
3075.0,38.0,100,100.0,100
3167.0,100.0,100,100.0,100
3167.0,100.0,100,100.0,100
3229.0,34.0,100,100.0,100
3229.0,34.0,100,100.0,100
3309.0,55.0,100,100.0,100
3309.0,55.0,100,100.0,100
3384.0,39.0,100,100.0,100
3384.0,39.0,100,100.0,100
3461.0,37.0,100,100.0,100
3461.0,37.0,100,100.0,100
3495.0,53.0,100,100.0,100
3495.0,53.0,100,100.0,100
3528.0,170.0,100,100.0,100
3528.0,170.0,100,100.0,100
3544.0,115.0,100,100.0,100
3544.0,115.0,100,100.0,100
3576.0,88.0,100,100.0,100
3576.0,88.0,100,100.0,100
3613.0,70.0,100,100.0,100
3613.0,70.0,100,100.0,100
3693.0,65.0,100,100.0,100
3693.0,65.0,100,100.0,100
3769.0,82.0,100,100.0,100
3769.0,82.0,100,100.0,100
3838.0,78.0,100,100.0,100
3838.0,78.0,100,100.0,100
3886.0,83.0,100,100.0,100
3886.0,83.0,100,100.0,100
3944.0,77.0,100,100.0,100
3944.0,77.0,100,100.0,100
4011.0,77.0,100,100.0,100
4011.0,77.0,100,100.0,100
4066.0,85.0,100,100.0,100
4066.0,85.0,100,100.0,100
4120.0,75.0,100,100.0,100
4120.0,75.0,100,100.0,100
4161.0,86.0,100,100.0,100
4161.0,86.0,100,100.0,100
4196.0,74.0,100,100.0,100
4196.0,74.0,100,100.0,100
4283.0,81.0,100,100.0,100
4283.0,81.0,100,100.0,100
4366.0,83.0,100,100.0,100
4366.0,83.0,100,100.0,100
4457.0,90.0,100,100.0,100
4457.0,90.0,100,100.0,100
4543.0,80.0,100,100.0,100
4543.0,80.0,100,100.0,100
4619.0,83.0,100,100.0,100
4619.0,83.0,100,100.0,100
