Time,GC Util
0,0
0,0
704,70
704,70
2908,89
2908,89
3061,90
3061,90
3667,171
3667,171
6224,181
6224,181
8583,172
8583,172
10822,169
10822,169
12814,178
12814,178
14728,174
14728,174
16729,172
16729,172
18576,160
18576,160
20543,159
20543,159
22385,149
22385,149
24314,264
24314,264
26381,248
26381,248
28065,250
28065,250
29796,259
29796,259
31639,248
31639,248
33616,229
33616,229
35441,239
35441,239
37421,255
37421,255
39378,244
39378,244
41137,336
41137,336
43031,338
43031,338
44857,270
44857,270
46793,321
46793,321
48938,343
48938,343
51050,299
51050,299
53084,326
53084,326
54931,314
54931,314
56974,299
56974,299
58974,328
58974,328
60947,294
60947,294
62960,326
62960,326
65178,309
65178,309
67226,336
67226,336
69340,326
69340,326
71310,340
71310,340
73444,328
73444,328
75540,340
75540,340
77591,324
77591,324
79392,332
79392,332
81467,336
81467,336
83309,273
83309,273
85523,315
85523,315
87279,270
87279,270
89463,321
89463,321
91546,309
91546,309
93794,327
93794,327
95932,332
95932,332
97744,315
97744,315
99693,247
99693,247
101567,298
101567,298
103644,308
103644,308
105649,311
105649,311
107667,324
107667,324
109445,291
109445,291
111659,319
111659,319
113532,344
113532,344
115600,340
115600,340
117596,333
117596,333
119630,345
119630,345
121215,334
121215,334
123104,301
123104,301
124981,344
124981,344
126992,342
126992,342
128955,333
128955,333
130868,342
130868,342
133079,326
133079,326
135442,340
135442,340
137494,324
137494,324
139868,331
139868,331
142055,343
142055,343
144202,318
144202,318
146415,338
146415,338
148801,302
148801,302
151122,335
151122,335
153214,319
153214,319
155345,313
155345,313
157727,345
157727,345
159863,353
159863,353
162131,339
162131,339
164463,292
164463,292
166678,341
166678,341
169128,343
169128,343
171593,340
171593,340
173793,336
173793,336
175982,357
175982,357
178288,320
178288,320
180619,327
180619,327
182882,326
182882,326
185098,324
