Run,Time,JVM
1,722,JDKD
2,726,JDKD
3,702,JDKD
4,823,JDKD
5,706,JDKD
6,723,JDKD
7,756,JDKD
8,772,JDKD
9,721,JDKD
10,750,JDKD
11,747,JDKD
12,731,JDKD
13,676,JDKD
14,672,JDKD
15,701,JDKD
16,761,JDKD
1,714,JDKI
2,727,JDKI
3,758,JDKI
4,718,JDKI
5,740,JDKI
6,724,JDKI
7,740,JDKI
8,665,JDKI
9,736,JDKI
10,784,JDKI
11,725,JDKI
12,740,JDKI
13,747,JDKI
14,697,JDKI
15,723,JDKI
16,671,JDKI
1,1257,JDKR
2,1046,JDKR
3,1102,JDKR
4,861,JDKR
5,888,JDKR
6,978,JDKR
7,830,JDKR
8,787,JDKR
9,931,JDKR
10,1035,JDKR
11,865,JDKR
12,900,JDKR
13,725,JDKR
14,808,JDKR
15,808,JDKR
16,821,JDKR
1,741,JDKA
2,742,JDKA
3,757,JDKA
4,680,JDKA
5,728,JDKA
6,742,JDKA
7,734,JDKA
8,752,JDKA
9,750,JDKA
10,693,JDKA
11,694,JDKA
12,830,JDKA
13,713,JDKA
14,750,JDKA
15,773,JDKA
16,735,JDKA
1,810,JDKE
2,800,JDKE
3,871,JDKE
4,860,JDKE
5,819,JDKE
6,846,JDKE
7,897,JDKE
8,881,JDKE
9,874,JDKE
10,829,JDKE
11,786,JDKE
12,826,JDKE
13,865,JDKE
14,1299,JDKE
15,845,JDKE
16,768,JDKE
1,696,JDKB
2,694,JDKB
3,780,JDKB
4,923,JDKB
5,749,JDKB
6,684,JDKB
7,855,JDKB
8,779,JDKB
9,752,JDKB
10,699,JDKB
11,779,JDKB
12,721,JDKB
13,751,JDKB
14,709,JDKB
15,797,JDKB
16,726,JDKB
1,704,JDKP
2,774,JDKP
3,713,JDKP
4,705,JDKP
5,699,JDKP
6,755,JDKP
7,686,JDKP
8,872,JDKP
9,763,JDKP
10,738,JDKP
11,774,JDKP
12,760,JDKP
13,779,JDKP
14,719,JDKP
15,737,JDKP
16,823,JDKP
1,1155,JDKG
2,797,JDKG
3,1195,JDKG
4,915,JDKG
5,835,JDKG
6,877,JDKG
7,916,JDKG
8,864,JDKG
9,973,JDKG
10,890,JDKG
11,768,JDKG
12,1084,JDKG
13,889,JDKG
14,980,JDKG
15,877,JDKG
16,820,JDKG
