Run,Time,JVM
1,540,JDKD
2,498,JDKD
3,538,JDKD
4,444,JDKD
5,423,JDKD
6,386,JDKD
7,462,JDKD
8,396,JDKD
9,501,JDKD
10,434,JDKD
11,477,JDKD
12,488,JDKD
13,439,JDKD
14,472,JDKD
15,461,JDKD
16,411,JDKD
1,637,JDKG
2,624,JDKG
3,722,JDKG
4,678,JDKG
5,888,JDKG
6,927,JDKG
7,643,JDKG
8,672,JDKG
9,777,JDKG
10,654,JDKG
11,828,JDKG
12,626,JDKG
13,791,JDKG
14,3099,JDKG
15,644,JDKG
16,753,JDKG
1,453,JDKB
2,426,JDKB
3,626,JDKB
4,468,JDKB
5,1076,JDKB
6,403,JDKB
7,454,JDKB
8,413,JDKB
9,420,JDKB
10,394,JDKB
11,463,JDKB
12,483,JDKB
13,453,JDKB
14,456,JDKB
15,415,JDKB
16,432,JDKB
1,494,JDKA
2,437,JDKA
3,493,JDKA
4,445,JDKA
5,420,JDKA
6,558,JDKA
7,436,JDKA
8,408,JDKA
9,419,JDKA
10,547,JDKA
11,444,JDKA
12,444,JDKA
13,423,JDKA
14,400,JDKA
15,484,JDKA
16,443,JDKA
1,488,JDKP
2,635,JDKP
3,451,JDKP
4,465,JDKP
5,546,JDKP
6,540,JDKP
7,442,JDKP
8,469,JDKP
9,429,JDKP
10,449,JDKP
11,427,JDKP
12,465,JDKP
13,434,JDKP
14,416,JDKP
15,404,JDKP
16,421,JDKP
1,424,JDKE
2,488,JDKE
3,451,JDKE
4,561,JDKE
5,482,JDKE
6,654,JDKE
7,565,JDKE
8,768,JDKE
9,533,JDKE
10,633,JDKE
11,520,JDKE
12,661,JDKE
13,499,JDKE
14,554,JDKE
15,538,JDKE
16,563,JDKE
1,505,JDKI
2,449,JDKI
3,535,JDKI
4,402,JDKI
5,429,JDKI
6,402,JDKI
7,438,JDKI
8,404,JDKI
9,563,JDKI
10,443,JDKI
11,504,JDKI
12,451,JDKI
13,416,JDKI
14,464,JDKI
15,548,JDKI
16,432,JDKI
1,613,JDKR
2,513,JDKR
3,603,JDKR
4,501,JDKR
5,511,JDKR
6,630,JDKR
7,592,JDKR
8,554,JDKR
9,716,JDKR
10,818,JDKR
11,490,JDKR
12,498,JDKR
13,591,JDKR
14,527,JDKR
15,622,JDKR
16,675,JDKR
