Run,Time,JVM
1,1244,JDKP
2,1342,JDKP
3,1432,JDKP
4,1433,JDKP
5,1366,JDKP
6,1310,JDKP
7,1356,JDKP
8,1320,JDKP
9,1317,JDKP
10,1306,JDKP
11,1378,JDKP
12,1339,JDKP
13,1279,JDKP
14,1240,JDKP
15,1289,JDKP
16,1316,JDKP
1,1552,JDKE
2,1519,JDKE
3,1615,JDKE
4,1608,JDKE
5,1456,JDKE
6,1488,JDKE
7,1684,JDKE
8,1649,JDKE
9,1375,JDKE
10,1704,JDKE
11,1456,JDKE
12,1491,JDKE
13,1428,JDKE
14,1497,JDKE
15,1504,JDKE
16,1363,JDKE
1,1213,JDKB
2,1363,JDKB
3,1439,JDKB
4,1350,JDKB
5,1275,JDKB
6,1404,JDKB
7,1249,JDKB
8,1403,JDKB
9,1397,JDKB
10,1395,JDKB
11,1186,JDKB
12,1244,JDKB
13,1219,JDKB
14,1466,JDKB
15,1432,JDKB
16,1347,JDKB
1,1312,JDKD
2,1397,JDKD
3,1382,JDKD
4,1263,JDKD
5,1228,JDKD
6,1479,JDKD
7,1343,JDKD
8,1304,JDKD
9,1388,JDKD
10,1422,JDKD
11,1439,JDKD
12,1364,JDKD
13,1293,JDKD
14,1298,JDKD
15,1398,JDKD
16,1346,JDKD
1,1419,JDKA
2,1427,JDKA
3,1536,JDKA
4,1420,JDKA
5,1432,JDKA
6,1407,JDKA
7,1595,JDKA
8,1419,JDKA
9,1325,JDKA
10,1429,JDKA
11,1350,JDKA
12,1409,JDKA
13,1380,JDKA
14,1427,JDKA
15,1410,JDKA
16,1434,JDKA
1,1470,JDKG
2,1502,JDKG
3,1410,JDKG
4,1542,JDKG
5,1573,JDKG
6,1447,JDKG
7,1568,JDKG
8,1348,JDKG
9,1523,JDKG
10,1892,JDKG
11,1482,JDKG
12,1511,JDKG
13,1601,JDKG
14,1537,JDKG
15,1558,JDKG
16,1571,JDKG
1,1480,JDKI
2,1495,JDKI
3,1532,JDKI
4,1385,JDKI
5,1494,JDKI
6,1412,JDKI
7,1405,JDKI
8,1470,JDKI
9,1472,JDKI
10,1330,JDKI
11,1452,JDKI
12,1368,JDKI
13,1432,JDKI
14,1427,JDKI
15,1457,JDKI
16,1340,JDKI
1,1527,JDKR
2,1803,JDKR
3,1563,JDKR
4,1409,JDKR
5,1794,JDKR
6,1453,JDKR
7,1474,JDKR
8,1493,JDKR
9,1808,JDKR
10,1550,JDKR
11,1475,JDKR
12,1318,JDKR
13,1496,JDKR
14,1535,JDKR
15,2278,JDKR
16,1493,JDKR
