Run,Time,JVM
1,816,JDKI
2,467,JDKI
3,833,JDKI
4,322,JDKI
5,356,JDKI
6,465,JDKI
7,757,JDKI
8,354,JDKI
9,789,JDKI
10,568,JDKI
11,340,JDKI
12,432,JDKI
13,383,JDKI
14,498,JDKI
15,425,JDKI
16,324,JDKI
1,510,JDKA
2,523,JDKA
3,367,JDKA
4,354,JDKA
5,414,JDKA
6,412,JDKA
7,852,JDKA
8,841,JDKA
9,369,JDKA
10,407,JDKA
11,457,JDKA
12,379,JDKA
13,421,JDKA
14,511,JDKA
15,393,JDKA
16,462,JDKA
1,339,JDKP
2,374,JDKP
3,543,JDKP
4,337,JDKP
5,531,JDKP
6,514,JDKP
7,298,JDKP
8,372,JDKP
9,790,JDKP
10,426,JDKP
11,450,JDKP
12,310,JDKP
13,414,JDKP
14,292,JDKP
15,361,JDKP
16,786,JDKP
1,926,JDKG
2,472,JDKG
3,470,JDKG
4,363,JDKG
5,628,JDKG
6,596,JDKG
7,440,JDKG
8,846,JDKG
9,510,JDKG
10,882,JDKG
11,930,JDKG
12,468,JDKG
13,1655,JDKG
14,573,JDKG
15,437,JDKG
16,484,JDKG
1,265,JDKB
2,381,JDKB
3,355,JDKB
4,786,JDKB
5,760,JDKB
6,341,JDKB
7,794,JDKB
8,788,JDKB
9,320,JDKB
10,278,JDKB
11,379,JDKB
12,649,JDKB
13,508,JDKB
14,289,JDKB
15,367,JDKB
16,363,JDKB
1,352,JDKD
2,556,JDKD
3,729,JDKD
4,770,JDKD
5,284,JDKD
6,300,JDKD
7,449,JDKD
8,407,JDKD
9,484,JDKD
10,283,JDKD
11,842,JDKD
12,604,JDKD
13,272,JDKD
14,453,JDKD
15,258,JDKD
16,306,JDKD
1,650,JDKE
2,483,JDKE
3,435,JDKE
4,371,JDKE
5,558,JDKE
6,538,JDKE
7,413,JDKE
8,632,JDKE
9,386,JDKE
10,550,JDKE
11,869,JDKE
12,840,JDKE
13,399,JDKE
14,393,JDKE
15,749,JDKE
16,431,JDKE
1,580,JDKR
2,719,JDKR
3,918,JDKR
4,318,JDKR
5,545,JDKR
6,925,JDKR
7,506,JDKR
8,618,JDKR
9,683,JDKR
10,492,JDKR
11,598,JDKR
12,479,JDKR
13,436,JDKR
14,688,JDKR
15,785,JDKR
16,611,JDKR
