Run,Time,JVM
1,847,JDKE
2,1122,JDKE
3,748,JDKE
4,793,JDKE
5,842,JDKE
6,847,JDKE
7,813,JDKE
8,1202,JDKE
9,880,JDKE
10,1075,JDKE
11,876,JDKE
12,926,JDKE
13,848,JDKE
14,896,JDKE
15,885,JDKE
16,1049,JDKE
1,760,JDKA
2,825,JDKA
3,785,JDKA
4,786,JDKA
5,869,JDKA
6,796,JDKA
7,797,JDKA
8,855,JDKA
9,776,JDKA
10,793,JDKA
11,717,JDKA
12,779,JDKA
13,969,JDKA
14,772,JDKA
15,794,JDKA
16,764,JDKA
1,1223,JDKR
2,1085,JDKR
3,978,JDKR
4,857,JDKR
5,890,JDKR
6,1108,JDKR
7,1027,JDKR
8,812,JDKR
9,953,JDKR
10,911,JDKR
11,837,JDKR
12,903,JDKR
13,869,JDKR
14,950,JDKR
15,949,JDKR
16,1126,JDKR
1,785,JDKI
2,800,JDKI
3,738,JDKI
4,783,JDKI
5,743,JDKI
6,755,JDKI
7,809,JDKI
8,748,JDKI
9,746,JDKI
10,753,JDKI
11,776,JDKI
12,776,JDKI
13,766,JDKI
14,853,JDKI
15,783,JDKI
16,735,JDKI
1,871,JDKD
2,799,JDKD
3,793,JDKD
4,758,JDKD
5,811,JDKD
6,757,JDKD
7,776,JDKD
8,784,JDKD
9,755,JDKD
10,729,JDKD
11,836,JDKD
12,784,JDKD
13,848,JDKD
14,819,JDKD
15,782,JDKD
16,785,JDKD
1,890,JDKG
2,812,JDKG
3,865,JDKG
4,902,JDKG
5,1147,JDKG
6,991,JDKG
7,834,JDKG
8,915,JDKG
9,845,JDKG
10,1037,JDKG
11,929,JDKG
12,904,JDKG
13,844,JDKG
14,949,JDKG
15,1004,JDKG
16,853,JDKG
1,858,JDKP
2,830,JDKP
3,839,JDKP
4,828,JDKP
5,799,JDKP
6,946,JDKP
7,758,JDKP
8,800,JDKP
9,945,JDKP
10,794,JDKP
11,809,JDKP
12,897,JDKP
13,841,JDKP
14,867,JDKP
15,748,JDKP
16,750,JDKP
1,808,JDKB
2,900,JDKB
3,855,JDKB
4,787,JDKB
5,928,JDKB
6,814,JDKB
7,768,JDKB
8,737,JDKB
9,814,JDKB
10,923,JDKB
11,851,JDKB
12,755,JDKB
13,772,JDKB
14,751,JDKB
15,840,JDKB
16,802,JDKB
