Time,GC Util
0,0
0,0
21,0
21,0
40,19
40,19
214,1
214,1
332,1
332,1
455,1
455,1
525,0
525,0
606,0
606,0
697,0
697,0
701,68
701,68
751,2
751,2
801,1
801,1
1155,0
1155,0
1244,2
1244,2
1262,11
1262,11
1395,1
1395,1
1563,1
1563,1
1685,1
1685,1
2086,0
2086,0
2409,0
2409,0
2814,0
2814,0
3374,0
3374,0
3933,0
3933,0
4549,0
4549,0
5168,0
5168,0
5725,0
5725,0
6245,0
6245,0
6797,0
6797,0
7401,0
7401,0
7978,0
7978,0
8624,0
8624,0
9164,0
9164,0
9860,0
9860,0
10422,0
10422,0
11055,0
11055,0
11637,0
11637,0
12287,0
12287,0
12934,0
12934,0
13658,0
13658,0
14223,0
14223,0
14814,0
14814,0
15428,0
15428,0
16051,0
16051,0
16051,0
16594,0
16606,93
16606,93
17364,0
17364,0
18085,0
18085,0
18813,0
18813,0
19613,0
19613,0
20350,0
20350,0
21119,0
21119,0
21884,0
21884,0
22633,0
22633,0
23362,0
23362,0
24082,0
24082,0
24784,0
24784,0
25556,0
