Run,Time,JVM
1,703,JDK5-6-7
2,1525,JDK5-6-7
3,873,JDK5-6-7
4,697,JDK5-6-7
5,900,JDK5-6-7
6,781,JDK5-6-7
7,719,JDK5-6-7
8,772,JDK5-6-7
9,730,JDK5-6-7
10,672,JDK5-6-7
11,823,JDK5-6-7
12,759,JDK5-6-7
13,688,JDK5-6-7
14,742,JDK5-6-7
15,1002,JDK5-6-7
16,724,JDK5-6-7
1,705,JDK3-2-3
2,708,JDK3-2-3
3,678,JDK3-2-3
4,795,JDK3-2-3
5,719,JDK3-2-3
6,815,JDK3-2-3
7,743,JDK3-2-3
8,704,JDK3-2-3
9,710,JDK3-2-3
10,895,JDK3-2-3
11,670,JDK3-2-3
12,864,JDK3-2-3
13,1169,JDK3-2-3
14,675,JDK3-2-3
15,679,JDK3-2-3
16,726,JDK3-2-3
1,747,JDK2-3-2
2,900,JDK2-3-2
3,709,JDK2-3-2
4,749,JDK2-3-2
5,775,JDK2-3-2
6,668,JDK2-3-2
7,777,JDK2-3-2
8,775,JDK2-3-2
9,829,JDK2-3-2
10,717,JDK2-3-2
11,1414,JDK2-3-2
12,710,JDK2-3-2
13,803,JDK2-3-2
14,726,JDK2-3-2
15,881,JDK2-3-2
16,757,JDK2-3-2
1,848,JDK1-1-3
2,755,JDK1-1-3
3,798,JDK1-1-3
4,863,JDK1-1-3
5,713,JDK1-1-3
6,752,JDK1-1-3
7,832,JDK1-1-3
8,886,JDK1-1-3
9,738,JDK1-1-3
10,699,JDK1-1-3
11,768,JDK1-1-3
12,732,JDK1-1-3
13,728,JDK1-1-3
14,835,JDK1-1-3
15,771,JDK1-1-3
16,773,JDK1-1-3
1,954,JDK2-2-1
2,772,JDK2-2-1
3,692,JDK2-2-1
4,865,JDK2-2-1
5,774,JDK2-2-1
6,683,JDK2-2-1
7,668,JDK2-2-1
8,823,JDK2-2-1
9,786,JDK2-2-1
10,753,JDK2-2-1
11,754,JDK2-2-1
12,739,JDK2-2-1
13,706,JDK2-2-1
14,701,JDK2-2-1
15,723,JDK2-2-1
16,694,JDK2-2-1
1,1157,JDKF
2,1318,JDKF
3,1290,JDKF
4,1249,JDKF
5,1234,JDKF
6,1176,JDKF
7,1253,JDKF
8,1198,JDKF
9,1278,JDKF
10,1233,JDKF
11,1282,JDKF
12,1218,JDKF
13,1228,JDKF
14,1191,JDKF
15,1152,JDKF
16,1196,JDKF
1,778,JDK2-2-2
2,919,JDK2-2-2
3,760,JDK2-2-2
4,816,JDK2-2-2
5,1015,JDK2-2-2
6,781,JDK2-2-2
7,801,JDK2-2-2
8,725,JDK2-2-2
9,741,JDK2-2-2
10,914,JDK2-2-2
11,719,JDK2-2-2
12,800,JDK2-2-2
13,741,JDK2-2-2
14,746,JDK2-2-2
15,1236,JDK2-2-2
16,891,JDK2-2-2
1,712,JDK8-9-9
2,680,JDK8-9-9
3,802,JDK8-9-9
4,763,JDK8-9-9
5,760,JDK8-9-9
6,717,JDK8-9-9
7,729,JDK8-9-9
8,1892,JDK8-9-9
9,720,JDK8-9-9
10,745,JDK8-9-9
11,751,JDK8-9-9
12,727,JDK8-9-9
13,767,JDK8-9-9
14,730,JDK8-9-9
15,780,JDK8-9-9
16,1030,JDK8-9-9
1,736,JDKE
2,724,JDKE
3,819,JDKE
4,761,JDKE
5,737,JDKE
6,769,JDKE
7,679,JDKE
8,765,JDKE
9,708,JDKE
10,701,JDKE
11,738,JDKE
12,719,JDKE
13,719,JDKE
14,675,JDKE
15,731,JDKE
16,677,JDKE
1,764,JDK3-2-1
2,719,JDK3-2-1
3,735,JDK3-2-1
4,740,JDK3-2-1
5,703,JDK3-2-1
6,710,JDK3-2-1
7,713,JDK3-2-1
8,718,JDK3-2-1
9,785,JDK3-2-1
10,801,JDK3-2-1
11,724,JDK3-2-1
12,759,JDK3-2-1
13,686,JDK3-2-1
14,742,JDK3-2-1
15,746,JDK3-2-1
16,697,JDK3-2-1
1,732,JDK5-4-4
2,783,JDK5-4-4
3,812,JDK5-4-4
4,720,JDK5-4-4
5,786,JDK5-4-4
6,729,JDK5-4-4
7,742,JDK5-4-4
8,760,JDK5-4-4
9,817,JDK5-4-4
10,744,JDK5-4-4
11,767,JDK5-4-4
12,1486,JDK5-4-4
13,763,JDK5-4-4
14,713,JDK5-4-4
15,686,JDK5-4-4
16,776,JDK5-4-4
