Run,Time,JVM
1,2365,JDKF
2,3023,JDKF
3,2983,JDKF
4,2518,JDKF
5,2450,JDKF
6,2714,JDKF
7,2610,JDKF
8,2684,JDKF
9,2187,JDKF
10,2371,JDKF
11,2907,JDKF
12,2853,JDKF
13,2780,JDKF
14,2752,JDKF
15,2136,JDKF
16,2856,JDKF
1,1951,JDK8-9-9
2,2039,JDK8-9-9
3,2082,JDK8-9-9
4,1921,JDK8-9-9
5,2083,JDK8-9-9
6,2325,JDK8-9-9
7,2029,JDK8-9-9
8,1968,JDK8-9-9
9,2351,JDK8-9-9
10,2179,JDK8-9-9
11,2181,JDK8-9-9
12,2291,JDK8-9-9
13,2152,JDK8-9-9
14,2124,JDK8-9-9
15,1896,JDK8-9-9
16,2078,JDK8-9-9
1,2173,JDK2-2-2
2,2182,JDK2-2-2
3,2015,JDK2-2-2
4,2214,JDK2-2-2
5,2179,JDK2-2-2
6,2102,JDK2-2-2
7,2190,JDK2-2-2
8,2566,JDK2-2-2
9,2159,JDK2-2-2
10,2117,JDK2-2-2
11,2071,JDK2-2-2
12,2186,JDK2-2-2
13,2076,JDK2-2-2
14,2346,JDK2-2-2
15,2183,JDK2-2-2
16,2115,JDK2-2-2
1,2246,JDK3-2-3
2,1905,JDK3-2-3
3,2194,JDK3-2-3
4,2246,JDK3-2-3
5,1967,JDK3-2-3
6,2212,JDK3-2-3
7,2026,JDK3-2-3
8,1933,JDK3-2-3
9,2087,JDK3-2-3
10,2275,JDK3-2-3
11,1983,JDK3-2-3
12,2126,JDK3-2-3
13,2433,JDK3-2-3
14,2135,JDK3-2-3
15,2154,JDK3-2-3
16,2104,JDK3-2-3
1,2140,JDK5-6-7
2,2129,JDK5-6-7
3,2006,JDK5-6-7
4,2516,JDK5-6-7
5,2053,JDK5-6-7
6,2133,JDK5-6-7
7,2189,JDK5-6-7
8,2140,JDK5-6-7
9,2049,JDK5-6-7
10,2046,JDK5-6-7
11,2074,JDK5-6-7
12,2040,JDK5-6-7
13,2136,JDK5-6-7
14,2414,JDK5-6-7
15,1976,JDK5-6-7
16,2240,JDK5-6-7
1,2074,JDK5-4-4
2,2032,JDK5-4-4
3,1964,JDK5-4-4
4,2083,JDK5-4-4
5,2065,JDK5-4-4
6,2004,JDK5-4-4
7,2010,JDK5-4-4
8,2067,JDK5-4-4
9,2246,JDK5-4-4
10,2334,JDK5-4-4
11,2028,JDK5-4-4
12,2065,JDK5-4-4
13,2220,JDK5-4-4
14,2032,JDK5-4-4
15,2033,JDK5-4-4
16,1921,JDK5-4-4
1,2148,JDK1-1-3
2,2138,JDK1-1-3
3,2243,JDK1-1-3
4,2311,JDK1-1-3
5,2117,JDK1-1-3
6,2314,JDK1-1-3
7,2276,JDK1-1-3
8,2342,JDK1-1-3
9,2567,JDK1-1-3
10,2293,JDK1-1-3
11,2066,JDK1-1-3
12,2325,JDK1-1-3
13,2341,JDK1-1-3
14,2308,JDK1-1-3
15,2486,JDK1-1-3
16,2544,JDK1-1-3
1,2187,JDKE
2,2018,JDKE
3,2117,JDKE
4,2259,JDKE
5,2099,JDKE
6,1843,JDKE
7,2039,JDKE
8,1910,JDKE
9,1990,JDKE
10,1913,JDKE
11,1934,JDKE
12,1967,JDKE
13,2083,JDKE
14,2100,JDKE
15,2020,JDKE
16,1926,JDKE
1,2742,JDK3-2-1
2,1930,JDK3-2-1
3,2049,JDK3-2-1
4,2366,JDK3-2-1
5,2118,JDK3-2-1
6,2405,JDK3-2-1
7,2450,JDK3-2-1
8,2122,JDK3-2-1
9,2247,JDK3-2-1
10,2090,JDK3-2-1
11,2065,JDK3-2-1
12,2145,JDK3-2-1
13,2059,JDK3-2-1
14,2442,JDK3-2-1
15,2372,JDK3-2-1
16,2110,JDK3-2-1
1,2172,JDK2-3-2
2,2073,JDK2-3-2
3,2254,JDK2-3-2
4,2044,JDK2-3-2
5,2086,JDK2-3-2
6,2430,JDK2-3-2
7,2121,JDK2-3-2
8,2130,JDK2-3-2
9,2241,JDK2-3-2
10,2044,JDK2-3-2
11,2073,JDK2-3-2
12,2062,JDK2-3-2
13,2154,JDK2-3-2
14,2050,JDK2-3-2
15,2404,JDK2-3-2
16,2146,JDK2-3-2
1,2067,JDK2-2-1
2,2022,JDK2-2-1
3,2558,JDK2-2-1
4,2283,JDK2-2-1
5,2072,JDK2-2-1
6,1996,JDK2-2-1
7,2028,JDK2-2-1
8,2470,JDK2-2-1
9,2096,JDK2-2-1
10,2151,JDK2-2-1
11,2413,JDK2-2-1
12,2022,JDK2-2-1
13,2502,JDK2-2-1
14,2363,JDK2-2-1
15,2372,JDK2-2-1
16,1965,JDK2-2-1
