Run,Time,JVM
1,15978,JDK2-2-1
2,15897,JDK2-2-1
3,15530,JDK2-2-1
4,15985,JDK2-2-1
5,16457,JDK2-2-1
6,15688,JDK2-2-1
7,15603,JDK2-2-1
8,15973,JDK2-2-1
9,15905,JDK2-2-1
10,16039,JDK2-2-1
11,15381,JDK2-2-1
12,16354,JDK2-2-1
13,16120,JDK2-2-1
14,15898,JDK2-2-1
15,15713,JDK2-2-1
16,15928,JDK2-2-1
1,16305,JDK3-2-1
2,15851,JDK3-2-1
3,15818,JDK3-2-1
4,15564,JDK3-2-1
5,15913,JDK3-2-1
6,15987,JDK3-2-1
7,15706,JDK3-2-1
8,16048,JDK3-2-1
9,15669,JDK3-2-1
10,15895,JDK3-2-1
11,17006,JDK3-2-1
12,16959,JDK3-2-1
13,15673,JDK3-2-1
14,16107,JDK3-2-1
15,15878,JDK3-2-1
16,15690,JDK3-2-1
1,22823,JDK1-1-3
2,22342,JDK1-1-3
3,24576,JDK1-1-3
4,23901,JDK1-1-3
5,26727,JDK1-1-3
6,23172,JDK1-1-3
7,22138,JDK1-1-3
8,23294,JDK1-1-3
9,26331,JDK1-1-3
10,25884,JDK1-1-3
11,23926,JDK1-1-3
12,23495,JDK1-1-3
13,23342,JDK1-1-3
14,22767,JDK1-1-3
15,24983,JDK1-1-3
16,24866,JDK1-1-3
1,14935,JDK5-4-4
2,16123,JDK5-4-4
3,13994,JDK5-4-4
4,15057,JDK5-4-4
5,14377,JDK5-4-4
6,14761,JDK5-4-4
7,14344,JDK5-4-4
8,14771,JDK5-4-4
9,14587,JDK5-4-4
10,14302,JDK5-4-4
11,15127,JDK5-4-4
12,15123,JDK5-4-4
13,14195,JDK5-4-4
14,13968,JDK5-4-4
15,14205,JDK5-4-4
16,14079,JDK5-4-4
1,13214,JDK8-9-9
2,14042,JDK8-9-9
3,13647,JDK8-9-9
4,13583,JDK8-9-9
5,13978,JDK8-9-9
6,13000,JDK8-9-9
7,13317,JDK8-9-9
8,13175,JDK8-9-9
9,14236,JDK8-9-9
10,13587,JDK8-9-9
11,14233,JDK8-9-9
12,13741,JDK8-9-9
13,13719,JDK8-9-9
14,14003,JDK8-9-9
15,13923,JDK8-9-9
16,14366,JDK8-9-9
1,14628,JDK5-6-7
2,14335,JDK5-6-7
3,14182,JDK5-6-7
4,14780,JDK5-6-7
5,14381,JDK5-6-7
6,14203,JDK5-6-7
7,15535,JDK5-6-7
8,14148,JDK5-6-7
9,14457,JDK5-6-7
10,15300,JDK5-6-7
11,14476,JDK5-6-7
12,14951,JDK5-6-7
13,14631,JDK5-6-7
14,14432,JDK5-6-7
15,14076,JDK5-6-7
16,14031,JDK5-6-7
1,15258,JDK2-3-2
2,16313,JDK2-3-2
3,15879,JDK2-3-2
4,15714,JDK2-3-2
5,16259,JDK2-3-2
6,15477,JDK2-3-2
7,15015,JDK2-3-2
8,15768,JDK2-3-2
9,15206,JDK2-3-2
10,15751,JDK2-3-2
11,15582,JDK2-3-2
12,16023,JDK2-3-2
13,15497,JDK2-3-2
14,15441,JDK2-3-2
15,16505,JDK2-3-2
16,15864,JDK2-3-2
1,18673,JDK2-2-2
2,19352,JDK2-2-2
3,20254,JDK2-2-2
4,19218,JDK2-2-2
5,20133,JDK2-2-2
6,18667,JDK2-2-2
7,18805,JDK2-2-2
8,18725,JDK2-2-2
9,19602,JDK2-2-2
10,18700,JDK2-2-2
11,19874,JDK2-2-2
12,19350,JDK2-2-2
13,20846,JDK2-2-2
14,19902,JDK2-2-2
15,19203,JDK2-2-2
16,18146,JDK2-2-2
1,8022,JDKF
2,7631,JDKF
3,8014,JDKF
4,8025,JDKF
5,8400,JDKF
6,7515,JDKF
7,8479,JDKF
8,8500,JDKF
9,8084,JDKF
10,7733,JDKF
11,7997,JDKF
12,8145,JDKF
13,7619,JDKF
14,7812,JDKF
15,7596,JDKF
16,7944,JDKF
1,9755,JDKE
2,9751,JDKE
3,10062,JDKE
4,9713,JDKE
5,10075,JDKE
6,9568,JDKE
7,9723,JDKE
8,9847,JDKE
9,9829,JDKE
10,10411,JDKE
11,9958,JDKE
12,11007,JDKE
13,10045,JDKE
14,10682,JDKE
15,9327,JDKE
16,9938,JDKE
1,15095,JDK3-2-3
2,15474,JDK3-2-3
3,16310,JDK3-2-3
4,15375,JDK3-2-3
5,16662,JDK3-2-3
6,15153,JDK3-2-3
7,16050,JDK3-2-3
8,15811,JDK3-2-3
9,16293,JDK3-2-3
10,15319,JDK3-2-3
11,16299,JDK3-2-3
12,16099,JDK3-2-3
13,15557,JDK3-2-3
14,15466,JDK3-2-3
15,15951,JDK3-2-3
16,15826,JDK3-2-3
