Run,Time,JVM
1,179913,JDK5-6-7
2,183051,JDK5-6-7
3,179931,JDK5-6-7
4,180189,JDK5-6-7
5,185766,JDK5-6-7
6,178648,JDK5-6-7
7,178562,JDK5-6-7
8,187436,JDK5-6-7
9,179682,JDK5-6-7
10,179622,JDK5-6-7
11,183026,JDK5-6-7
12,186293,JDK5-6-7
13,185638,JDK5-6-7
14,179369,JDK5-6-7
15,179317,JDK5-6-7
16,178628,JDK5-6-7
1,184424,JDK2-3-2
2,180979,JDK2-3-2
3,179168,JDK2-3-2
4,182362,JDK2-3-2
5,180118,JDK2-3-2
6,180753,JDK2-3-2
7,179112,JDK2-3-2
8,179762,JDK2-3-2
9,177611,JDK2-3-2
10,180026,JDK2-3-2
11,181114,JDK2-3-2
12,178874,JDK2-3-2
13,180353,JDK2-3-2
14,179843,JDK2-3-2
15,178850,JDK2-3-2
16,180359,JDK2-3-2
1,181530,JDK5-4-4
2,180810,JDK5-4-4
3,186099,JDK5-4-4
4,179385,JDK5-4-4
5,179658,JDK5-4-4
6,181314,JDK5-4-4
7,186003,JDK5-4-4
8,179173,JDK5-4-4
9,180420,JDK5-4-4
10,186341,JDK5-4-4
11,179542,JDK5-4-4
12,184794,JDK5-4-4
13,179068,JDK5-4-4
14,185012,JDK5-4-4
15,185643,JDK5-4-4
16,186814,JDK5-4-4
1,181675,JDKF
2,188238,JDKF
3,179319,JDKF
4,189393,JDKF
5,181810,JDKF
6,180995,JDKF
7,181663,JDKF
8,179622,JDKF
9,181160,JDKF
10,180068,JDKF
11,181459,JDKF
12,188299,JDKF
13,185048,JDKF
14,188164,JDKF
15,180003,JDKF
16,187546,JDKF
1,182558,JDK3-2-3
2,178416,JDK3-2-3
3,184910,JDK3-2-3
4,179053,JDK3-2-3
5,179085,JDK3-2-3
6,186922,JDK3-2-3
7,181179,JDK3-2-3
8,185057,JDK3-2-3
9,180364,JDK3-2-3
10,180667,JDK3-2-3
11,178906,JDK3-2-3
12,181715,JDK3-2-3
13,178946,JDK3-2-3
14,188211,JDK3-2-3
15,179371,JDK3-2-3
16,177948,JDK3-2-3
1,173098,JDK1-1-3
2,178247,JDK1-1-3
3,174627,JDK1-1-3
4,172545,JDK1-1-3
5,173459,JDK1-1-3
6,178387,JDK1-1-3
7,172325,JDK1-1-3
8,178023,JDK1-1-3
9,173980,JDK1-1-3
10,177886,JDK1-1-3
11,172800,JDK1-1-3
12,173152,JDK1-1-3
13,174623,JDK1-1-3
14,172776,JDK1-1-3
15,174273,JDK1-1-3
16,179756,JDK1-1-3
1,177784,JDK2-2-2
2,177243,JDK2-2-2
3,176382,JDK2-2-2
4,182510,JDK2-2-2
5,177127,JDK2-2-2
6,176139,JDK2-2-2
7,185729,JDK2-2-2
8,179248,JDK2-2-2
9,177183,JDK2-2-2
10,177393,JDK2-2-2
11,177008,JDK2-2-2
12,176896,JDK2-2-2
13,181650,JDK2-2-2
14,176734,JDK2-2-2
15,181181,JDK2-2-2
16,181537,JDK2-2-2
1,187918,JDK2-2-1
2,177926,JDK2-2-1
3,186973,JDK2-2-1
4,186391,JDK2-2-1
5,186255,JDK2-2-1
6,179067,JDK2-2-1
7,178170,JDK2-2-1
8,179467,JDK2-2-1
9,179035,JDK2-2-1
10,180318,JDK2-2-1
11,177035,JDK2-2-1
12,180683,JDK2-2-1
13,178511,JDK2-2-1
14,188668,JDK2-2-1
15,177937,JDK2-2-1
16,182635,JDK2-2-1
1,178645,JDK8-9-9
2,187717,JDK8-9-9
3,186609,JDK8-9-9
4,183005,JDK8-9-9
5,179137,JDK8-9-9
6,182708,JDK8-9-9
7,178801,JDK8-9-9
8,181247,JDK8-9-9
9,182822,JDK8-9-9
10,181277,JDK8-9-9
11,180033,JDK8-9-9
12,186355,JDK8-9-9
13,179487,JDK8-9-9
14,178458,JDK8-9-9
15,178830,JDK8-9-9
16,179670,JDK8-9-9
1,186619,JDK3-2-1
2,186651,JDK3-2-1
3,186578,JDK3-2-1
4,178782,JDK3-2-1
5,179240,JDK3-2-1
6,180991,JDK3-2-1
7,185899,JDK3-2-1
8,180827,JDK3-2-1
9,179008,JDK3-2-1
10,180912,JDK3-2-1
11,178648,JDK3-2-1
12,179592,JDK3-2-1
13,179844,JDK3-2-1
14,185762,JDK3-2-1
15,179294,JDK3-2-1
16,186978,JDK3-2-1
1,178539,JDKE
2,180171,JDKE
3,187681,JDKE
4,178304,JDKE
5,181012,JDKE
6,180167,JDKE
7,179086,JDKE
8,187536,JDKE
9,185918,JDKE
10,176746,JDKE
11,176963,JDKE
12,180381,JDKE
13,179033,JDKE
14,187444,JDKE
15,186922,JDKE
16,178003,JDKE
