Run,Time,JVM
1,10244,JDK3-2-1
2,10179,JDK3-2-1
3,10973,JDK3-2-1
4,10554,JDK3-2-1
5,10516,JDK3-2-1
6,10622,JDK3-2-1
7,10157,JDK3-2-1
8,11080,JDK3-2-1
9,10210,JDK3-2-1
10,10387,JDK3-2-1
11,10322,JDK3-2-1
12,11094,JDK3-2-1
13,11167,JDK3-2-1
14,10758,JDK3-2-1
15,10307,JDK3-2-1
16,10163,JDK3-2-1
1,9853,JDK2-2-1
2,10124,JDK2-2-1
3,10070,JDK2-2-1
4,10394,JDK2-2-1
5,10734,JDK2-2-1
6,10127,JDK2-2-1
7,10668,JDK2-2-1
8,9885,JDK2-2-1
9,10604,JDK2-2-1
10,10978,JDK2-2-1
11,10721,JDK2-2-1
12,9733,JDK2-2-1
13,10783,JDK2-2-1
14,10486,JDK2-2-1
15,10904,JDK2-2-1
16,10092,JDK2-2-1
1,10629,JDK3-2-3
2,10933,JDK3-2-3
3,10335,JDK3-2-3
4,9928,JDK3-2-3
5,9518,JDK3-2-3
6,10082,JDK3-2-3
7,10533,JDK3-2-3
8,9824,JDK3-2-3
9,9537,JDK3-2-3
10,9786,JDK3-2-3
11,10053,JDK3-2-3
12,10231,JDK3-2-3
13,10516,JDK3-2-3
14,10432,JDK3-2-3
15,10324,JDK3-2-3
16,10908,JDK3-2-3
1,9132,JDKE
2,8968,JDKE
3,8743,JDKE
4,9681,JDKE
5,8798,JDKE
6,8634,JDKE
7,9543,JDKE
8,9749,JDKE
9,9135,JDKE
10,8952,JDKE
11,8697,JDKE
12,8563,JDKE
13,8727,JDKE
14,8520,JDKE
15,8624,JDKE
16,9055,JDKE
1,6833,JDKF
2,7047,JDKF
3,6625,JDKF
4,6419,JDKF
5,7043,JDKF
6,6627,JDKF
7,6500,JDKF
8,6877,JDKF
9,6551,JDKF
10,6542,JDKF
11,6752,JDKF
12,6929,JDKF
13,6433,JDKF
14,6568,JDKF
15,7066,JDKF
16,6912,JDKF
1,13807,JDK2-2-2
2,13376,JDK2-2-2
3,12583,JDK2-2-2
4,13738,JDK2-2-2
5,13148,JDK2-2-2
6,13417,JDK2-2-2
7,13181,JDK2-2-2
8,13254,JDK2-2-2
9,12319,JDK2-2-2
10,12986,JDK2-2-2
11,12661,JDK2-2-2
12,12305,JDK2-2-2
13,12647,JDK2-2-2
14,12326,JDK2-2-2
15,13284,JDK2-2-2
16,12879,JDK2-2-2
1,10132,JDK2-3-2
2,9739,JDK2-3-2
3,10652,JDK2-3-2
4,10541,JDK2-3-2
5,10311,JDK2-3-2
6,10769,JDK2-3-2
7,10432,JDK2-3-2
8,10314,JDK2-3-2
9,9656,JDK2-3-2
10,10407,JDK2-3-2
11,10269,JDK2-3-2
12,9813,JDK2-3-2
13,10393,JDK2-3-2
14,10880,JDK2-3-2
15,10137,JDK2-3-2
16,11370,JDK2-3-2
1,9881,JDK5-6-7
2,9962,JDK5-6-7
3,9993,JDK5-6-7
4,9876,JDK5-6-7
5,10131,JDK5-6-7
6,9961,JDK5-6-7
7,9840,JDK5-6-7
8,9821,JDK5-6-7
9,10782,JDK5-6-7
10,10466,JDK5-6-7
11,9959,JDK5-6-7
12,9657,JDK5-6-7
13,10204,JDK5-6-7
14,9555,JDK5-6-7
15,9787,JDK5-6-7
16,10147,JDK5-6-7
1,9795,JDK5-4-4
2,9877,JDK5-4-4
3,9733,JDK5-4-4
4,9985,JDK5-4-4
5,10402,JDK5-4-4
6,10276,JDK5-4-4
7,10345,JDK5-4-4
8,10111,JDK5-4-4
9,10117,JDK5-4-4
10,10297,JDK5-4-4
11,10037,JDK5-4-4
12,10268,JDK5-4-4
13,9715,JDK5-4-4
14,10387,JDK5-4-4
15,10445,JDK5-4-4
16,10542,JDK5-4-4
1,10246,JDK8-9-9
2,9351,JDK8-9-9
3,9479,JDK8-9-9
4,9581,JDK8-9-9
5,10128,JDK8-9-9
6,10560,JDK8-9-9
7,10357,JDK8-9-9
8,9587,JDK8-9-9
9,9650,JDK8-9-9
10,10036,JDK8-9-9
11,9742,JDK8-9-9
12,9577,JDK8-9-9
13,9875,JDK8-9-9
14,10377,JDK8-9-9
15,10445,JDK8-9-9
16,9839,JDK8-9-9
1,13813,JDK1-1-3
2,13497,JDK1-1-3
3,13818,JDK1-1-3
4,13716,JDK1-1-3
5,13767,JDK1-1-3
6,13753,JDK1-1-3
7,14243,JDK1-1-3
8,14217,JDK1-1-3
9,13562,JDK1-1-3
10,13490,JDK1-1-3
11,13747,JDK1-1-3
12,12098,JDK1-1-3
13,14195,JDK1-1-3
14,13766,JDK1-1-3
15,13092,JDK1-1-3
16,12493,JDK1-1-3
