Run,Time,JVM
1,2935,JDKE
2,2826,JDKE
3,2906,JDKE
4,2981,JDKE
5,2859,JDKE
6,2786,JDKE
7,2956,JDKE
8,2952,JDKE
9,2821,JDKE
10,3009,JDKE
11,2925,JDKE
12,3049,JDKE
13,2866,JDKE
14,2825,JDKE
15,2873,JDKE
16,2921,JDKE
1,4083,JDK3-2-1
2,3989,JDK3-2-1
3,3896,JDK3-2-1
4,3863,JDK3-2-1
5,3846,JDK3-2-1
6,3930,JDK3-2-1
7,3915,JDK3-2-1
8,3847,JDK3-2-1
9,3822,JDK3-2-1
10,4043,JDK3-2-1
11,4010,JDK3-2-1
12,4085,JDK3-2-1
13,3990,JDK3-2-1
14,4060,JDK3-2-1
15,3855,JDK3-2-1
16,3980,JDK3-2-1
1,3790,JDK2-3-2
2,3853,JDK2-3-2
3,3844,JDK2-3-2
4,4024,JDK2-3-2
5,4029,JDK2-3-2
6,3662,JDK2-3-2
7,3965,JDK2-3-2
8,4151,JDK2-3-2
9,4065,JDK2-3-2
10,3910,JDK2-3-2
11,3849,JDK2-3-2
12,3957,JDK2-3-2
13,3761,JDK2-3-2
14,3969,JDK2-3-2
15,3966,JDK2-3-2
16,3795,JDK2-3-2
1,4023,JDK2-2-1
2,4096,JDK2-2-1
3,3763,JDK2-2-1
4,4220,JDK2-2-1
5,3978,JDK2-2-1
6,4363,JDK2-2-1
7,4058,JDK2-2-1
8,4034,JDK2-2-1
9,3874,JDK2-2-1
10,3989,JDK2-2-1
11,4411,JDK2-2-1
12,3996,JDK2-2-1
13,4134,JDK2-2-1
14,4028,JDK2-2-1
15,3847,JDK2-2-1
16,3911,JDK2-2-1
1,4136,JDK3-2-3
2,3963,JDK3-2-3
3,4092,JDK3-2-3
4,3992,JDK3-2-3
5,4132,JDK3-2-3
6,4157,JDK3-2-3
7,4006,JDK3-2-3
8,4051,JDK3-2-3
9,3960,JDK3-2-3
10,3762,JDK3-2-3
11,3845,JDK3-2-3
12,3898,JDK3-2-3
13,3884,JDK3-2-3
14,4026,JDK3-2-3
15,4113,JDK3-2-3
16,4012,JDK3-2-3
1,3657,JDK5-6-7
2,3716,JDK5-6-7
3,3568,JDK5-6-7
4,3653,JDK5-6-7
5,3486,JDK5-6-7
6,3407,JDK5-6-7
7,3569,JDK5-6-7
8,3415,JDK5-6-7
9,3533,JDK5-6-7
10,3700,JDK5-6-7
11,3829,JDK5-6-7
12,3492,JDK5-6-7
13,3386,JDK5-6-7
14,3553,JDK5-6-7
15,3584,JDK5-6-7
16,3473,JDK5-6-7
1,3360,JDK5-4-4
2,3471,JDK5-4-4
3,3603,JDK5-4-4
4,3488,JDK5-4-4
5,3253,JDK5-4-4
6,3508,JDK5-4-4
7,3706,JDK5-4-4
8,3754,JDK5-4-4
9,3279,JDK5-4-4
10,3581,JDK5-4-4
11,3465,JDK5-4-4
12,3425,JDK5-4-4
13,3685,JDK5-4-4
14,3717,JDK5-4-4
15,3591,JDK5-4-4
16,3481,JDK5-4-4
1,4353,JDK1-1-3
2,4839,JDK1-1-3
3,4635,JDK1-1-3
4,5048,JDK1-1-3
5,4571,JDK1-1-3
6,4411,JDK1-1-3
7,4638,JDK1-1-3
8,4861,JDK1-1-3
9,4924,JDK1-1-3
10,4450,JDK1-1-3
11,4586,JDK1-1-3
12,4562,JDK1-1-3
13,4292,JDK1-1-3
14,4806,JDK1-1-3
15,4355,JDK1-1-3
16,4738,JDK1-1-3
1,3324,JDKF
2,3254,JDKF
3,3094,JDKF
4,3238,JDKF
5,3139,JDKF
6,3036,JDKF
7,3278,JDKF
8,3171,JDKF
9,3299,JDKF
10,3615,JDKF
11,3329,JDKF
12,2986,JDKF
13,3241,JDKF
14,3130,JDKF
15,3097,JDKF
16,3783,JDKF
1,3107,JDK8-9-9
2,3284,JDK8-9-9
3,3064,JDK8-9-9
4,3177,JDK8-9-9
5,3293,JDK8-9-9
6,3310,JDK8-9-9
7,3146,JDK8-9-9
8,3126,JDK8-9-9
9,3278,JDK8-9-9
10,3116,JDK8-9-9
11,3091,JDK8-9-9
12,3222,JDK8-9-9
13,3274,JDK8-9-9
14,3174,JDK8-9-9
15,3242,JDK8-9-9
16,3067,JDK8-9-9
1,4127,JDK2-2-2
2,3913,JDK2-2-2
3,3919,JDK2-2-2
4,3793,JDK2-2-2
5,3642,JDK2-2-2
6,3807,JDK2-2-2
7,3781,JDK2-2-2
8,3833,JDK2-2-2
9,3620,JDK2-2-2
10,3877,JDK2-2-2
11,3993,JDK2-2-2
12,3707,JDK2-2-2
13,3799,JDK2-2-2
14,3668,JDK2-2-2
15,3863,JDK2-2-2
16,3479,JDK2-2-2
