Run,Time,JVM
1,4438,JDK2-2-1
2,3905,JDK2-2-1
3,4360,JDK2-2-1
4,4055,JDK2-2-1
5,4561,JDK2-2-1
6,4111,JDK2-2-1
7,3999,JDK2-2-1
8,4091,JDK2-2-1
9,4058,JDK2-2-1
10,4114,JDK2-2-1
11,4191,JDK2-2-1
12,4358,JDK2-2-1
13,4440,JDK2-2-1
14,4168,JDK2-2-1
15,4041,JDK2-2-1
16,4125,JDK2-2-1
1,4262,JDKF
2,4349,JDKF
3,4166,JDKF
4,4328,JDKF
5,4375,JDKF
6,4569,JDKF
7,4440,JDKF
8,4354,JDKF
9,4131,JDKF
10,4731,JDKF
11,4477,JDKF
12,4279,JDKF
13,4329,JDKF
14,4286,JDKF
15,4577,JDKF
16,4379,JDKF
1,3768,JDK2-2-2
2,4163,JDK2-2-2
3,4386,JDK2-2-2
4,3869,JDK2-2-2
5,4237,JDK2-2-2
6,3963,JDK2-2-2
7,4340,JDK2-2-2
8,4351,JDK2-2-2
9,4207,JDK2-2-2
10,4531,JDK2-2-2
11,4187,JDK2-2-2
12,4117,JDK2-2-2
13,4201,JDK2-2-2
14,4092,JDK2-2-2
15,6655,JDK2-2-2
16,4106,JDK2-2-2
1,4211,JDK5-6-7
2,4126,JDK5-6-7
3,4338,JDK5-6-7
4,4088,JDK5-6-7
5,4483,JDK5-6-7
6,3999,JDK5-6-7
7,4380,JDK5-6-7
8,3980,JDK5-6-7
9,4099,JDK5-6-7
10,4280,JDK5-6-7
11,4146,JDK5-6-7
12,4108,JDK5-6-7
13,4089,JDK5-6-7
14,4043,JDK5-6-7
15,4014,JDK5-6-7
16,3951,JDK5-6-7
1,4256,JDK3-2-3
2,4230,JDK3-2-3
3,4277,JDK3-2-3
4,4019,JDK3-2-3
5,4598,JDK3-2-3
6,4250,JDK3-2-3
7,4174,JDK3-2-3
8,4197,JDK3-2-3
9,4127,JDK3-2-3
10,4006,JDK3-2-3
11,4257,JDK3-2-3
12,4026,JDK3-2-3
13,4429,JDK3-2-3
14,4085,JDK3-2-3
15,4176,JDK3-2-3
16,4228,JDK3-2-3
1,3993,JDK2-3-2
2,4041,JDK2-3-2
3,4123,JDK2-3-2
4,3942,JDK2-3-2
5,4121,JDK2-3-2
6,4126,JDK2-3-2
7,4233,JDK2-3-2
8,4373,JDK2-3-2
9,3912,JDK2-3-2
10,4141,JDK2-3-2
11,4061,JDK2-3-2
12,4526,JDK2-3-2
13,4221,JDK2-3-2
14,4143,JDK2-3-2
15,4036,JDK2-3-2
16,4158,JDK2-3-2
1,4284,JDK1-1-3
2,4272,JDK1-1-3
3,4446,JDK1-1-3
4,4066,JDK1-1-3
5,4039,JDK1-1-3
6,4337,JDK1-1-3
7,4133,JDK1-1-3
8,4636,JDK1-1-3
9,4207,JDK1-1-3
10,4536,JDK1-1-3
11,4118,JDK1-1-3
12,4206,JDK1-1-3
13,4335,JDK1-1-3
14,4121,JDK1-1-3
15,4068,JDK1-1-3
16,3961,JDK1-1-3
1,4135,JDK3-2-1
2,4325,JDK3-2-1
3,4191,JDK3-2-1
4,4140,JDK3-2-1
5,4378,JDK3-2-1
6,4303,JDK3-2-1
7,4199,JDK3-2-1
8,4343,JDK3-2-1
9,3944,JDK3-2-1
10,4185,JDK3-2-1
11,4321,JDK3-2-1
12,3788,JDK3-2-1
13,4030,JDK3-2-1
14,4316,JDK3-2-1
15,4439,JDK3-2-1
16,4506,JDK3-2-1
1,4087,JDK5-4-4
2,4289,JDK5-4-4
3,4162,JDK5-4-4
4,4151,JDK5-4-4
5,3993,JDK5-4-4
6,4171,JDK5-4-4
7,4178,JDK5-4-4
8,4273,JDK5-4-4
9,4235,JDK5-4-4
10,4074,JDK5-4-4
11,4139,JDK5-4-4
12,4146,JDK5-4-4
13,3968,JDK5-4-4
14,4570,JDK5-4-4
15,4148,JDK5-4-4
16,4259,JDK5-4-4
1,4326,JDK8-9-9
2,4113,JDK8-9-9
3,3856,JDK8-9-9
4,4184,JDK8-9-9
5,4168,JDK8-9-9
6,4054,JDK8-9-9
7,4086,JDK8-9-9
8,4092,JDK8-9-9
9,4228,JDK8-9-9
10,3981,JDK8-9-9
11,4106,JDK8-9-9
12,4536,JDK8-9-9
13,4088,JDK8-9-9
14,4384,JDK8-9-9
15,4206,JDK8-9-9
16,4062,JDK8-9-9
1,3730,JDKE
2,3867,JDKE
3,3822,JDKE
4,3701,JDKE
5,3770,JDKE
6,3720,JDKE
7,3767,JDKE
8,3758,JDKE
9,3731,JDKE
10,3891,JDKE
11,4005,JDKE
12,3893,JDKE
13,3860,JDKE
14,3948,JDKE
15,3854,JDKE
16,3864,JDKE
