Run,Time,JVM
1,30819,JDK5-4-4
2,31342,JDK5-4-4
3,32122,JDK5-4-4
4,32505,JDK5-4-4
5,32032,JDK5-4-4
6,31469,JDK5-4-4
7,31569,JDK5-4-4
8,31509,JDK5-4-4
9,30719,JDK5-4-4
10,32360,JDK5-4-4
11,31459,JDK5-4-4
12,31651,JDK5-4-4
13,32027,JDK5-4-4
14,32382,JDK5-4-4
15,30847,JDK5-4-4
16,30811,JDK5-4-4
1,22561,JDKF
2,22626,JDKF
3,21985,JDKF
4,22430,JDKF
5,22320,JDKF
6,22674,JDKF
7,25816,JDKF
8,22218,JDKF
9,25357,JDKF
10,22177,JDKF
11,26423,JDKF
12,23075,JDKF
13,26005,JDKF
14,22493,JDKF
15,22041,JDKF
16,21943,JDKF
1,34261,JDK3-2-3
2,36111,JDK3-2-3
3,34079,JDK3-2-3
4,33879,JDK3-2-3
5,36504,JDK3-2-3
6,33532,JDK3-2-3
7,33741,JDK3-2-3
8,33839,JDK3-2-3
9,34091,JDK3-2-3
10,34151,JDK3-2-3
11,35737,JDK3-2-3
12,33654,JDK3-2-3
13,36540,JDK3-2-3
14,33349,JDK3-2-3
15,34627,JDK3-2-3
16,34795,JDK3-2-3
1,42582,JDK1-1-3
2,43154,JDK1-1-3
3,44741,JDK1-1-3
4,43973,JDK1-1-3
5,43141,JDK1-1-3
6,43433,JDK1-1-3
7,45461,JDK1-1-3
8,45321,JDK1-1-3
9,40927,JDK1-1-3
10,42401,JDK1-1-3
11,0,JDK1-1-3
12,0,JDK1-1-3
13,0,JDK1-1-3
14,0,JDK1-1-3
15,0,JDK1-1-3
16,0,JDK1-1-3
1,37328,JDK2-2-2
2,36914,JDK2-2-2
3,35902,JDK2-2-2
4,35837,JDK2-2-2
5,35670,JDK2-2-2
6,36349,JDK2-2-2
7,38487,JDK2-2-2
8,35753,JDK2-2-2
9,37934,JDK2-2-2
10,35915,JDK2-2-2
11,37980,JDK2-2-2
12,36012,JDK2-2-2
13,36940,JDK2-2-2
14,35951,JDK2-2-2
15,36582,JDK2-2-2
16,35084,JDK2-2-2
1,31526,JDK5-6-7
2,31939,JDK5-6-7
3,31103,JDK5-6-7
4,31313,JDK5-6-7
5,33177,JDK5-6-7
6,32183,JDK5-6-7
7,30941,JDK5-6-7
8,31031,JDK5-6-7
9,31772,JDK5-6-7
10,30898,JDK5-6-7
11,30995,JDK5-6-7
12,30860,JDK5-6-7
13,31970,JDK5-6-7
14,30453,JDK5-6-7
15,31118,JDK5-6-7
16,30905,JDK5-6-7
1,33916,JDK2-3-2
2,34063,JDK2-3-2
3,33130,JDK2-3-2
4,33453,JDK2-3-2
5,33315,JDK2-3-2
6,36355,JDK2-3-2
7,33659,JDK2-3-2
8,33269,JDK2-3-2
9,33307,JDK2-3-2
10,35010,JDK2-3-2
11,33450,JDK2-3-2
12,33849,JDK2-3-2
13,33472,JDK2-3-2
14,33548,JDK2-3-2
15,33768,JDK2-3-2
16,32920,JDK2-3-2
1,36262,JDK3-2-1
2,34150,JDK3-2-1
3,34308,JDK3-2-1
4,34841,JDK3-2-1
5,32963,JDK3-2-1
6,34404,JDK3-2-1
7,34145,JDK3-2-1
8,34653,JDK3-2-1
9,34265,JDK3-2-1
10,33756,JDK3-2-1
11,34201,JDK3-2-1
12,34280,JDK3-2-1
13,34459,JDK3-2-1
14,34625,JDK3-2-1
15,33501,JDK3-2-1
16,34301,JDK3-2-1
1,26150,JDKE
2,21680,JDKE
3,25752,JDKE
4,22470,JDKE
5,25767,JDKE
6,22842,JDKE
7,21626,JDKE
8,22123,JDKE
9,25746,JDKE
10,20816,JDKE
11,25691,JDKE
12,21507,JDKE
13,25099,JDKE
14,25508,JDKE
15,24159,JDKE
16,25391,JDKE
1,33990,JDK2-2-1
2,33862,JDK2-2-1
3,34361,JDK2-2-1
4,34571,JDK2-2-1
5,34709,JDK2-2-1
6,34808,JDK2-2-1
7,33674,JDK2-2-1
8,34239,JDK2-2-1
9,33904,JDK2-2-1
10,34501,JDK2-2-1
11,33781,JDK2-2-1
12,35862,JDK2-2-1
13,33856,JDK2-2-1
14,33478,JDK2-2-1
15,33522,JDK2-2-1
16,34383,JDK2-2-1
1,28351,JDK8-9-9
2,28282,JDK8-9-9
3,29406,JDK8-9-9
4,29071,JDK8-9-9
5,28157,JDK8-9-9
6,28799,JDK8-9-9
7,28882,JDK8-9-9
8,28818,JDK8-9-9
9,29457,JDK8-9-9
10,28822,JDK8-9-9
11,28256,JDK8-9-9
12,28089,JDK8-9-9
13,29082,JDK8-9-9
14,29260,JDK8-9-9
15,28924,JDK8-9-9
16,29246,JDK8-9-9
