Run,Time,JVM
1,27661,JDK1-1-3
2,30840,JDK1-1-3
3,26972,JDK1-1-3
4,28231,JDK1-1-3
5,27604,JDK1-1-3
6,26926,JDK1-1-3
7,27574,JDK1-1-3
8,26149,JDK1-1-3
9,27299,JDK1-1-3
10,27818,JDK1-1-3
11,26847,JDK1-1-3
12,27637,JDK1-1-3
13,27485,JDK1-1-3
14,27614,JDK1-1-3
15,26869,JDK1-1-3
16,27143,JDK1-1-3
1,27362,JDK8-9-9
2,27847,JDK8-9-9
3,27824,JDK8-9-9
4,27495,JDK8-9-9
5,27429,JDK8-9-9
6,28074,JDK8-9-9
7,27160,JDK8-9-9
8,26923,JDK8-9-9
9,27955,JDK8-9-9
10,27754,JDK8-9-9
11,27774,JDK8-9-9
12,27149,JDK8-9-9
13,27869,JDK8-9-9
14,26765,JDK8-9-9
15,27607,JDK8-9-9
16,27249,JDK8-9-9
1,27981,JDK5-4-4
2,26268,JDK5-4-4
3,27281,JDK5-4-4
4,26209,JDK5-4-4
5,25914,JDK5-4-4
6,27900,JDK5-4-4
7,26722,JDK5-4-4
8,27747,JDK5-4-4
9,26439,JDK5-4-4
10,27075,JDK5-4-4
11,27415,JDK5-4-4
12,26404,JDK5-4-4
13,27631,JDK5-4-4
14,25836,JDK5-4-4
15,26559,JDK5-4-4
16,26452,JDK5-4-4
1,27751,JDK5-6-7
2,28058,JDK5-6-7
3,27551,JDK5-6-7
4,28052,JDK5-6-7
5,27712,JDK5-6-7
6,27943,JDK5-6-7
7,27805,JDK5-6-7
8,26457,JDK5-6-7
9,27192,JDK5-6-7
10,28081,JDK5-6-7
11,27839,JDK5-6-7
12,26885,JDK5-6-7
13,26703,JDK5-6-7
14,27752,JDK5-6-7
15,26250,JDK5-6-7
16,28080,JDK5-6-7
1,27243,JDK2-3-2
2,27400,JDK2-3-2
3,26587,JDK2-3-2
4,26263,JDK2-3-2
5,26979,JDK2-3-2
6,26615,JDK2-3-2
7,26553,JDK2-3-2
8,26220,JDK2-3-2
9,25990,JDK2-3-2
10,26746,JDK2-3-2
11,26577,JDK2-3-2
12,26270,JDK2-3-2
13,26956,JDK2-3-2
14,26439,JDK2-3-2
15,26852,JDK2-3-2
16,26770,JDK2-3-2
1,27672,JDKF
2,26648,JDKF
3,26695,JDKF
4,26133,JDKF
5,26437,JDKF
6,27908,JDKF
7,27566,JDKF
8,27379,JDKF
9,27410,JDKF
10,27584,JDKF
11,27092,JDKF
12,27950,JDKF
13,26909,JDKF
14,27594,JDKF
15,27013,JDKF
16,26590,JDKF
1,27296,JDK2-2-2
2,26800,JDK2-2-2
3,28110,JDK2-2-2
4,28040,JDK2-2-2
5,27078,JDK2-2-2
6,27049,JDK2-2-2
7,26163,JDK2-2-2
8,26088,JDK2-2-2
9,31714,JDK2-2-2
10,26656,JDK2-2-2
11,33572,JDK2-2-2
12,27674,JDK2-2-2
13,27146,JDK2-2-2
14,27223,JDK2-2-2
15,28226,JDK2-2-2
16,26508,JDK2-2-2
1,26942,JDKE
2,26556,JDKE
3,27583,JDKE
4,26703,JDKE
5,27146,JDKE
6,27223,JDKE
7,26323,JDKE
8,26348,JDKE
9,26778,JDKE
10,27108,JDKE
11,26802,JDKE
12,26827,JDKE
13,26906,JDKE
14,27689,JDKE
15,27784,JDKE
16,27364,JDKE
1,26180,JDK3-2-3
2,26716,JDK3-2-3
3,27429,JDK3-2-3
4,26710,JDK3-2-3
5,26742,JDK3-2-3
6,26194,JDK3-2-3
7,26566,JDK3-2-3
8,27348,JDK3-2-3
9,27583,JDK3-2-3
10,26549,JDK3-2-3
11,27896,JDK3-2-3
12,26874,JDK3-2-3
13,27415,JDK3-2-3
14,27463,JDK3-2-3
15,28025,JDK3-2-3
16,27486,JDK3-2-3
1,26758,JDK2-2-1
2,27333,JDK2-2-1
3,26743,JDK2-2-1
4,26677,JDK2-2-1
5,27071,JDK2-2-1
6,26808,JDK2-2-1
7,26240,JDK2-2-1
8,26655,JDK2-2-1
9,26314,JDK2-2-1
10,26492,JDK2-2-1
11,27304,JDK2-2-1
12,26914,JDK2-2-1
13,26978,JDK2-2-1
14,27561,JDK2-2-1
15,27242,JDK2-2-1
16,26131,JDK2-2-1
1,26456,JDK3-2-1
2,27358,JDK3-2-1
3,26979,JDK3-2-1
4,27933,JDK3-2-1
5,27337,JDK3-2-1
6,26613,JDK3-2-1
7,26636,JDK3-2-1
8,26418,JDK3-2-1
9,27914,JDK3-2-1
10,27104,JDK3-2-1
11,26032,JDK3-2-1
12,27119,JDK3-2-1
13,27169,JDK3-2-1
14,27591,JDK3-2-1
15,27477,JDK3-2-1
16,27422,JDK3-2-1
