Run,Time,JVM
1,7066,JDK2-2-2
2,5860,JDK2-2-2
3,6845,JDK2-2-2
4,6935,JDK2-2-2
5,6428,JDK2-2-2
6,6201,JDK2-2-2
7,6618,JDK2-2-2
8,6606,JDK2-2-2
9,7266,JDK2-2-2
10,7434,JDK2-2-2
11,6999,JDK2-2-2
12,6778,JDK2-2-2
13,6947,JDK2-2-2
14,6919,JDK2-2-2
15,7115,JDK2-2-2
16,7368,JDK2-2-2
1,5861,JDKF
2,6167,JDKF
3,5629,JDKF
4,6194,JDKF
5,5103,JDKF
6,6110,JDKF
7,5853,JDKF
8,6237,JDKF
9,5698,JDKF
10,5211,JDKF
11,6128,JDKF
12,6109,JDKF
13,6169,JDKF
14,5455,JDKF
15,6109,JDKF
16,5932,JDKF
1,6464,JDKE
2,6768,JDKE
3,6488,JDKE
4,6766,JDKE
5,6074,JDKE
6,5867,JDKE
7,6195,JDKE
8,6363,JDKE
9,6649,JDKE
10,6355,JDKE
11,5757,JDKE
12,6496,JDKE
13,6361,JDKE
14,6842,JDKE
15,6584,JDKE
16,6330,JDKE
1,6937,JDK2-3-2
2,5734,JDK2-3-2
3,6076,JDK2-3-2
4,6720,JDK2-3-2
5,5803,JDK2-3-2
6,6114,JDK2-3-2
7,6458,JDK2-3-2
8,6977,JDK2-3-2
9,6376,JDK2-3-2
10,6792,JDK2-3-2
11,6670,JDK2-3-2
12,6356,JDK2-3-2
13,5827,JDK2-3-2
14,6294,JDK2-3-2
15,6266,JDK2-3-2
16,6368,JDK2-3-2
1,6561,JDK2-2-1
2,6697,JDK2-2-1
3,6829,JDK2-2-1
4,6186,JDK2-2-1
5,6337,JDK2-2-1
6,6925,JDK2-2-1
7,6306,JDK2-2-1
8,6258,JDK2-2-1
9,6351,JDK2-2-1
10,6894,JDK2-2-1
11,5538,JDK2-2-1
12,6361,JDK2-2-1
13,6482,JDK2-2-1
14,6740,JDK2-2-1
15,6799,JDK2-2-1
16,6631,JDK2-2-1
1,6225,JDK3-2-3
2,6602,JDK3-2-3
3,6260,JDK3-2-3
4,6864,JDK3-2-3
5,6905,JDK3-2-3
6,6234,JDK3-2-3
7,6808,JDK3-2-3
8,6686,JDK3-2-3
9,6091,JDK3-2-3
10,6435,JDK3-2-3
11,6248,JDK3-2-3
12,6686,JDK3-2-3
13,6375,JDK3-2-3
14,6876,JDK3-2-3
15,6358,JDK3-2-3
16,6689,JDK3-2-3
1,6680,JDK5-4-4
2,6268,JDK5-4-4
3,6426,JDK5-4-4
4,6708,JDK5-4-4
5,6568,JDK5-4-4
6,6347,JDK5-4-4
7,6884,JDK5-4-4
8,6494,JDK5-4-4
9,6516,JDK5-4-4
10,6971,JDK5-4-4
11,6606,JDK5-4-4
12,5759,JDK5-4-4
13,6048,JDK5-4-4
14,6447,JDK5-4-4
15,6645,JDK5-4-4
16,6726,JDK5-4-4
1,6017,JDK8-9-9
2,6357,JDK8-9-9
3,6633,JDK8-9-9
4,6567,JDK8-9-9
5,5956,JDK8-9-9
6,5544,JDK8-9-9
7,6032,JDK8-9-9
8,6093,JDK8-9-9
9,5899,JDK8-9-9
10,6401,JDK8-9-9
11,6532,JDK8-9-9
12,6406,JDK8-9-9
13,6293,JDK8-9-9
14,5865,JDK8-9-9
15,6603,JDK8-9-9
16,5911,JDK8-9-9
1,6423,JDK3-2-1
2,6683,JDK3-2-1
3,6459,JDK3-2-1
4,6631,JDK3-2-1
5,6916,JDK3-2-1
6,6849,JDK3-2-1
7,6538,JDK3-2-1
8,6845,JDK3-2-1
9,6796,JDK3-2-1
10,6796,JDK3-2-1
11,6956,JDK3-2-1
12,6256,JDK3-2-1
13,6922,JDK3-2-1
14,6505,JDK3-2-1
15,6053,JDK3-2-1
16,6316,JDK3-2-1
1,5961,JDK1-1-3
2,6679,JDK1-1-3
3,5666,JDK1-1-3
4,5694,JDK1-1-3
5,6045,JDK1-1-3
6,6498,JDK1-1-3
7,5689,JDK1-1-3
8,6198,JDK1-1-3
9,5872,JDK1-1-3
10,6373,JDK1-1-3
11,6231,JDK1-1-3
12,6133,JDK1-1-3
13,6274,JDK1-1-3
14,5728,JDK1-1-3
15,6622,JDK1-1-3
16,6155,JDK1-1-3
1,6444,JDK5-6-7
2,6586,JDK5-6-7
3,5293,JDK5-6-7
4,6054,JDK5-6-7
5,6789,JDK5-6-7
6,6604,JDK5-6-7
7,6524,JDK5-6-7
8,6391,JDK5-6-7
9,6447,JDK5-6-7
10,5615,JDK5-6-7
11,5791,JDK5-6-7
12,6053,JDK5-6-7
13,5833,JDK5-6-7
14,6262,JDK5-6-7
15,6533,JDK5-6-7
16,6603,JDK5-6-7
