Run,Time,JVM
1,9643,JDK2-3-2
2,9703,JDK2-3-2
3,9403,JDK2-3-2
4,9109,JDK2-3-2
5,9957,JDK2-3-2
6,9495,JDK2-3-2
7,9389,JDK2-3-2
8,9275,JDK2-3-2
9,9446,JDK2-3-2
10,9616,JDK2-3-2
11,9526,JDK2-3-2
12,9270,JDK2-3-2
13,8843,JDK2-3-2
14,9192,JDK2-3-2
15,9962,JDK2-3-2
16,9246,JDK2-3-2
1,9041,JDK5-6-7
2,9356,JDK5-6-7
3,9592,JDK5-6-7
4,9197,JDK5-6-7
5,9915,JDK5-6-7
6,9126,JDK5-6-7
7,9304,JDK5-6-7
8,10049,JDK5-6-7
9,9416,JDK5-6-7
10,9302,JDK5-6-7
11,8983,JDK5-6-7
12,9428,JDK5-6-7
13,8978,JDK5-6-7
14,9187,JDK5-6-7
15,9615,JDK5-6-7
16,9363,JDK5-6-7
1,9181,JDK5-4-4
2,9323,JDK5-4-4
3,9601,JDK5-4-4
4,9511,JDK5-4-4
5,9775,JDK5-4-4
6,9376,JDK5-4-4
7,9936,JDK5-4-4
8,9111,JDK5-4-4
9,9312,JDK5-4-4
10,8859,JDK5-4-4
11,8988,JDK5-4-4
12,9862,JDK5-4-4
13,9459,JDK5-4-4
14,9853,JDK5-4-4
15,9239,JDK5-4-4
16,9392,JDK5-4-4
1,10200,JDK8-9-9
2,9878,JDK8-9-9
3,9254,JDK8-9-9
4,10230,JDK8-9-9
5,9658,JDK8-9-9
6,11397,JDK8-9-9
7,9908,JDK8-9-9
8,9503,JDK8-9-9
9,8946,JDK8-9-9
10,9625,JDK8-9-9
11,9295,JDK8-9-9
12,9392,JDK8-9-9
13,9885,JDK8-9-9
14,9281,JDK8-9-9
15,9303,JDK8-9-9
16,9209,JDK8-9-9
1,12660,JDK1-1-3
2,13230,JDK1-1-3
3,13502,JDK1-1-3
4,12949,JDK1-1-3
5,13011,JDK1-1-3
6,12536,JDK1-1-3
7,14200,JDK1-1-3
8,12857,JDK1-1-3
9,12937,JDK1-1-3
10,12525,JDK1-1-3
11,13314,JDK1-1-3
12,14365,JDK1-1-3
13,12741,JDK1-1-3
14,12282,JDK1-1-3
15,12277,JDK1-1-3
16,12955,JDK1-1-3
1,9764,JDK3-2-3
2,9545,JDK3-2-3
3,9779,JDK3-2-3
4,9033,JDK3-2-3
5,9850,JDK3-2-3
6,10166,JDK3-2-3
7,10081,JDK3-2-3
8,9402,JDK3-2-3
9,9873,JDK3-2-3
10,9457,JDK3-2-3
11,10000,JDK3-2-3
12,9434,JDK3-2-3
13,9758,JDK3-2-3
14,10343,JDK3-2-3
15,9533,JDK3-2-3
16,9292,JDK3-2-3
1,9402,JDKE
2,9841,JDKE
3,9246,JDKE
4,9436,JDKE
5,9486,JDKE
6,9566,JDKE
7,9112,JDKE
8,10293,JDKE
9,9144,JDKE
10,9386,JDKE
11,9523,JDKE
12,9651,JDKE
13,9680,JDKE
14,10212,JDKE
15,9286,JDKE
16,9523,JDKE
1,12828,JDK2-2-2
2,13757,JDK2-2-2
3,13251,JDK2-2-2
4,12817,JDK2-2-2
5,12646,JDK2-2-2
6,13028,JDK2-2-2
7,12833,JDK2-2-2
8,12864,JDK2-2-2
9,12527,JDK2-2-2
10,12610,JDK2-2-2
11,12299,JDK2-2-2
12,12069,JDK2-2-2
13,12240,JDK2-2-2
14,12036,JDK2-2-2
15,12299,JDK2-2-2
16,12104,JDK2-2-2
1,7701,JDKF
2,7229,JDKF
3,7609,JDKF
4,7856,JDKF
5,7714,JDKF
6,7637,JDKF
7,7619,JDKF
8,7739,JDKF
9,7601,JDKF
10,7467,JDKF
11,7316,JDKF
12,7731,JDKF
13,7717,JDKF
14,10431,JDKF
15,7721,JDKF
16,7523,JDKF
1,9502,JDK2-2-1
2,9746,JDK2-2-1
3,9421,JDK2-2-1
4,9221,JDK2-2-1
5,8919,JDK2-2-1
6,10165,JDK2-2-1
7,9119,JDK2-2-1
8,9539,JDK2-2-1
9,9307,JDK2-2-1
10,8999,JDK2-2-1
11,9469,JDK2-2-1
12,9733,JDK2-2-1
13,9779,JDK2-2-1
14,9432,JDK2-2-1
15,9260,JDK2-2-1
16,9926,JDK2-2-1
1,9250,JDK3-2-1
2,8986,JDK3-2-1
3,9619,JDK3-2-1
4,9494,JDK3-2-1
5,10051,JDK3-2-1
6,9037,JDK3-2-1
7,9897,JDK3-2-1
8,10050,JDK3-2-1
9,9561,JDK3-2-1
10,9442,JDK3-2-1
11,9573,JDK3-2-1
12,9485,JDK3-2-1
13,9771,JDK3-2-1
14,9417,JDK3-2-1
15,9304,JDK3-2-1
16,10201,JDK3-2-1
