Time,GC Util
0,0
0,0
20,0
20,0
44,15
44,15
55,14
55,14
110,3
110,3
149,5
149,5
185,3
185,3
208,6
208,6
221,13
221,13
232,14
232,14
280,2
280,2
333,1
333,1
384,0
384,0
409,1
409,1
417,70
417,70
420,43
420,43
421,69
421,69
422,47
422,47
451,2
451,2
530,1
530,1
548,6
548,6
562,7
562,7
570,13
570,13
577,35
577,35
602,8
602,8
629,4
629,4
629,4
673,2
679,64
679,64
746,1
746,1
814,2
814,2
831,5
831,5
834,36
834,36
837,95
837,95
862,16
862,16
862,16
898,17
898,17
933,7
938,114
938,114
1010,3
1010,3
1055,4
1055,4
1091,4
1091,4
1101,16
1101,16
1108,28
1108,28
1112,32
1112,32
1116,34
1116,34
1121,37
1121,37
1126,64
1126,64
1136,77
1136,77
1142,34
1142,34
1148,33
1148,33
1156,39
1156,39
1164,41
1164,41
1171,38
1171,38
1179,62
1179,62
1186,61
1186,61
1194,82
1194,82
1194,82
1205,46
1205,46
1216,44
1220,116
1220,116
1229,36
1229,36
1239,46
1239,46
1246,24
1246,24
1255,22
1255,22
1264,19
1264,19
1273,25
1273,25
1282,28
1282,28
1292,29
1292,29
1309,28
1309,28
1321,48
1321,48
1333,47
1333,47
1346,41
1346,41
1359,33
1359,33
1372,46
1372,46
1384,61
1384,61
1398,57
1398,57
1398,57
1413,62
1413,62
1430,61
1436,341
1436,341
1454,7
1454,7
1469,56
1469,56
1487,44
1487,44
1505,48
1505,48
1525,42
1525,42
1540,47
1540,47
1564,32
1564,32
1577,67
1577,67
1592,58
1592,58
1607,82
1607,82
1622,62
1622,62
1622,62
1639,58
1645,311
1645,311
1659,15
1659,15
1674,65
1674,65
1690,65
1690,65
1707,65
1707,65
1725,64
1725,64
1744,69
1744,69
1766,70
1766,70
1786,32
1786,32
1805,45
1805,45
1823,45
1823,45
1848,40
1848,40
1848,40
1869,61
1869,61
1894,45
1902,276
1902,276
1925,15
1925,15
1951,41
1951,41
1976,45
1976,45
2005,44
2005,44
2032,50
2032,50
2064,23
2064,23
2098,32
2098,32
2130,24
2130,24
2170,25
2170,25
2201,28
2201,28
2201,28
2238,27
2238,27
2274,29
2279,313
2279,313
2308,6
2308,6
2338,34
2338,34
2368,39
2368,39
2400,40
2400,40
2436,24
2436,24
2468,26
2468,26
2498,41
2498,41
2528,46
2528,46
2528,46
2557,33
2557,33
2587,33
2593,310
2593,310
2618,14
2618,14
2646,31
2646,31
2675,31
2675,31
2711,26
2711,26
2753,17
2753,17
2797,16
2797,16
2840,20
2840,20
2880,28
2880,28
2921,36
2921,36
2965,24
2965,24
3009,19
3009,19
3054,21
3054,21
3054,21
3099,17
3105,301
3105,301
3144,7
3144,7
3187,23
3187,23
3226,25
3226,25
3263,36
3263,36
3300,29
3300,29
3338,31
3338,31
3375,33
3375,33
3412,33
3412,33
3447,33
3447,33
3480,39
3480,39
3512,41
3512,41
3543,41
3543,41
3577,42
3577,42
3611,41
3611,41
3647,44
3647,44
3684,43
3684,43
3726,31
3726,31
3759,37
3759,37
3791,40
3791,40
3791,40
3827,29
3834,304
3834,304
3865,9
3865,9
3896,31
3896,31
3933,29
3933,29
3986,24
3986,24
4025,27
4025,27
4067,32
4067,32
4110,31
4110,31
4151,29
4151,29
4195,38
4195,38
4195,38
4240,29
4240,29
4289,20
4289,20
4341,23
4341,23
4387,25
4387,25
4431,31
4431,31
4472,28
4472,28
4514,33
4521,309
4521,309
4554,11
4554,11
4587,42
4587,42
4620,41
