,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
1,13.0,100.0,JDKB,2.0,pmd,100.0,100.0
2,92.0,100.0,JDKB,267.0,pmd,100.0,100.0
3,99.0,100.0,JDKB,561.0,pmd,100.0,100.0
4,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
5,12.0,100.0,JDKB,3.0,pmd,100.0,100.0
6,12.0,100.0,JDKB,210.0,pmd,100.0,100.0
7,11.0,100.0,JDKB,409.0,pmd,100.0,100.0
8,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
9,10.0,100.0,JDKB,3.0,pmd,100.0,100.0
10,12.0,100.0,JDKB,210.0,pmd,100.0,100.0
11,7.0,100.0,JDKB,419.0,pmd,100.0,100.0
12,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
13,12.0,100.0,JDKB,2.0,pmd,100.0,100.0
14,10.0,100.0,JDKB,226.0,pmd,100.0,100.0
15,7.0,100.0,JDKB,410.0,pmd,100.0,100.0
16,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
17,12.0,100.0,JDKB,2.0,pmd,100.0,100.0
18,9.0,100.0,JDKB,205.0,pmd,100.0,100.0
19,10.0,100.0,JDKB,422.0,pmd,100.0,100.0
20,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
21,11.0,100.0,JDKB,2.0,pmd,100.0,100.0
22,10.0,100.0,JDKB,234.0,pmd,100.0,100.0
23,87.0,100.0,JDKB,483.0,pmd,100.0,100.0
24,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
25,15.0,100.0,JDKB,3.0,pmd,100.0,100.0
26,169.0,100.0,JDKB,294.0,pmd,100.0,100.0
27,145.0,100.0,JDKB,619.0,pmd,100.0,100.0
28,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
29,13.0,100.0,JDKB,3.0,pmd,100.0,100.0
30,10.0,100.0,JDKB,224.0,pmd,100.0,100.0
31,10.0,100.0,JDKB,463.0,pmd,100.0,100.0
32,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
33,9.0,100.0,JDKB,3.0,pmd,100.0,100.0
34,11.0,100.0,JDKB,209.0,pmd,100.0,100.0
35,10.0,100.0,JDKB,423.0,pmd,100.0,100.0
36,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
37,8.0,100.0,JDKB,3.0,pmd,100.0,100.0
38,13.0,100.0,JDKB,222.0,pmd,100.0,100.0
39,7.0,100.0,JDKB,421.0,pmd,100.0,100.0
40,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
41,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
42,13.0,100.0,JDKB,3.0,pmd,100.0,100.0
43,12.0,100.0,JDKB,211.0,pmd,100.0,100.0
44,8.0,100.0,JDKB,405.0,pmd,100.0,100.0
45,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
46,14.0,100.0,JDKB,2.0,pmd,100.0,100.0
47,11.0,100.0,JDKB,191.0,pmd,100.0,100.0
48,8.0,100.0,JDKB,389.0,pmd,100.0,100.0
49,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
50,15.0,100.0,JDKB,2.0,pmd,100.0,100.0
51,12.0,100.0,JDKB,209.0,pmd,100.0,100.0
52,11.0,100.0,JDKB,452.0,pmd,100.0,100.0
53,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
54,15.0,100.0,JDKB,2.0,pmd,100.0,100.0
55,11.0,100.0,JDKB,186.0,pmd,100.0,100.0
56,10.0,100.0,JDKB,426.0,pmd,100.0,100.0
57,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
58,13.0,100.0,JDKB,2.0,pmd,100.0,100.0
59,11.0,100.0,JDKB,215.0,pmd,100.0,100.0
60,7.0,100.0,JDKB,409.0,pmd,100.0,100.0
61,0.0,100.0,JDKB,0.0,pmd,100.0,100.0
62,12.0,100.0,JDKB,2.0,pmd,100.0,100.0
63,11.0,100.0,JDKB,206.0,pmd,100.0,100.0
64,10.0,100.0,JDKB,408.0,pmd,100.0,100.0
0,0.0,100.0,JDKI,0.0,pmd,100.0,100.0
1,12.0,100.0,JDKI,3.0,pmd,100.0,100.0
2,14.0,100.0,JDKI,223.0,pmd,100.0,25.0
3,31.0,100.0,JDKI,487.0,pmd,100.0,25.0
4,0.0,100.0,JDKI,0.0,pmd,100.0,100.0
5,10.0,100.0,JDKI,2.0,pmd,100.0,100.0
6,33.0,100.0,JDKI,215.0,pmd,100.0,25.0
7,30.0,100.0,JDKI,570.0,pmd,100.0,25.0
8,0.0,100.0,JDKI,0.0,pmd,100.0,100.0
9,12.0,100.0,JDKI,2.0,pmd,100.0,100.0
10,32.0,100.0,JDKI,223.0,pmd,100.0,25.0
11,29.0,100.0,JDKI,653.0,pmd,100.0,25.0
12,0.0,100.0,JDKI,0.0,pmd,100.0,100.0
13,12.0,100.0,JDKI,2.0,pmd,100.0,100.0
14,7.0,100.0,JDKI,246.0,pmd,100.0,50.0
15,6.0,100.0,JDKI,495.0,pmd,100.0,100.0
16,0.0,100.0,JDKI,0.0,pmd,100.0,100.0
