,GC Util,GCInterval,JVM,Time,benchmark,heapSize,numThreads
0,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
1,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
2,68.0,100.0,JDKD,15.0,pmd,100.0,100.0
3,68.0,100.0,JDKD,249.0,pmd,100.0,50.0
4,84.0,100.0,JDKD,536.0,pmd,100.0,75.0
5,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
6,27.0,100.0,JDKD,2.0,pmd,100.0,100.0
7,14.0,100.0,JDKD,242.0,pmd,100.0,50.0
8,8.0,100.0,JDKD,459.0,pmd,100.0,50.0
9,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
10,30.0,100.0,JDKD,2.0,pmd,100.0,100.0
11,16.0,100.0,JDKD,197.0,pmd,100.0,50.0
12,15.0,100.0,JDKD,413.0,pmd,100.0,75.0
13,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
14,24.0,100.0,JDKD,2.0,pmd,100.0,100.0
15,11.0,100.0,JDKD,197.0,pmd,100.0,50.0
16,73.0,100.0,JDKD,409.0,pmd,100.0,75.0
17,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
18,29.0,100.0,JDKD,3.0,pmd,100.0,100.0
19,13.0,100.0,JDKD,214.0,pmd,100.0,50.0
20,10.0,100.0,JDKD,405.0,pmd,100.0,50.0
21,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
22,21.0,100.0,JDKD,3.0,pmd,100.0,100.0
23,13.0,100.0,JDKD,222.0,pmd,100.0,50.0
24,12.0,100.0,JDKD,421.0,pmd,100.0,75.0
25,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
26,28.0,100.0,JDKD,2.0,pmd,100.0,100.0
27,9.0,100.0,JDKD,201.0,pmd,100.0,50.0
28,7.0,100.0,JDKD,444.0,pmd,100.0,50.0
29,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
30,22.0,100.0,JDKD,2.0,pmd,100.0,100.0
31,11.0,100.0,JDKD,222.0,pmd,100.0,50.0
32,12.0,100.0,JDKD,404.0,pmd,100.0,75.0
33,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
34,20.0,100.0,JDKD,2.0,pmd,100.0,100.0
35,16.0,100.0,JDKD,232.0,pmd,100.0,50.0
36,12.0,100.0,JDKD,623.0,pmd,100.0,75.0
37,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
38,22.0,100.0,JDKD,2.0,pmd,100.0,100.0
39,9.0,100.0,JDKD,205.0,pmd,100.0,50.0
40,12.0,100.0,JDKD,548.0,pmd,100.0,75.0
41,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
42,21.0,100.0,JDKD,2.0,pmd,100.0,100.0
43,12.0,100.0,JDKD,191.0,pmd,100.0,50.0
44,12.0,100.0,JDKD,400.0,pmd,100.0,75.0
45,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
46,20.0,100.0,JDKD,2.0,pmd,100.0,100.0
47,13.0,100.0,JDKD,196.0,pmd,100.0,50.0
48,12.0,100.0,JDKD,416.0,pmd,100.0,75.0
49,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
50,24.0,100.0,JDKD,2.0,pmd,100.0,100.0
51,16.0,100.0,JDKD,204.0,pmd,100.0,50.0
52,13.0,100.0,JDKD,403.0,pmd,100.0,75.0
53,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
54,32.0,100.0,JDKD,2.0,pmd,100.0,100.0
55,11.0,100.0,JDKD,196.0,pmd,100.0,50.0
56,12.0,100.0,JDKD,431.0,pmd,100.0,75.0
57,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
58,14.0,100.0,JDKD,3.0,pmd,100.0,100.0
59,12.0,100.0,JDKD,219.0,pmd,100.0,50.0
60,71.0,100.0,JDKD,463.0,pmd,100.0,75.0
61,0.0,100.0,JDKD,0.0,pmd,100.0,100.0
62,24.0,100.0,JDKD,2.0,pmd,100.0,100.0
63,14.0,100.0,JDKD,190.0,pmd,100.0,50.0
64,12.0,100.0,JDKD,395.0,pmd,100.0,75.0
0,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
1,23.0,100.0,JDKG,2.0,pmd,100.0,100.0
2,35.0,100.0,JDKG,333.0,pmd,100.0,100.0
3,84.0,100.0,JDKG,1014.0,pmd,100.0,100.0
4,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
5,29.0,100.0,JDKG,2.0,pmd,100.0,100.0
6,111.0,100.0,JDKG,378.0,pmd,100.0,100.0
7,61.0,100.0,JDKG,729.0,pmd,100.0,100.0
8,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
9,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
10,79.0,100.0,JDKG,15.0,pmd,100.0,100.0
11,13.0,100.0,JDKG,357.0,pmd,100.0,100.0
12,36.0,100.0,JDKG,657.0,pmd,100.0,100.0
13,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
14,17.0,100.0,JDKG,3.0,pmd,100.0,100.0
15,16.0,100.0,JDKG,444.0,pmd,100.0,100.0
16,37.0,100.0,JDKG,832.0,pmd,100.0,100.0
17,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
18,16.0,100.0,JDKG,3.0,pmd,100.0,100.0
19,36.0,100.0,JDKG,265.0,pmd,100.0,100.0
20,36.0,100.0,JDKG,2610.0,pmd,100.0,100.0
21,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
22,21.0,100.0,JDKG,2.0,pmd,100.0,100.0
23,89.0,100.0,JDKG,308.0,pmd,100.0,100.0
24,92.0,100.0,JDKG,624.0,pmd,100.0,100.0
25,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
26,15.0,100.0,JDKG,2.0,pmd,100.0,100.0
27,14.0,100.0,JDKG,330.0,pmd,100.0,100.0
28,57.0,100.0,JDKG,573.0,pmd,100.0,100.0
29,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
30,16.0,100.0,JDKG,2.0,pmd,100.0,100.0
31,35.0,100.0,JDKG,359.0,pmd,100.0,100.0
32,115.0,100.0,JDKG,1886.0,pmd,100.0,100.0
33,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
34,22.0,100.0,JDKG,3.0,pmd,100.0,100.0
35,33.0,100.0,JDKG,449.0,pmd,100.0,100.0
36,155.0,100.0,JDKG,3382.0,pmd,100.0,100.0
37,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
38,17.0,100.0,JDKG,2.0,pmd,100.0,100.0
39,34.0,100.0,JDKG,379.0,pmd,100.0,100.0
40,85.0,100.0,JDKG,3361.0,pmd,100.0,100.0
41,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
42,23.0,100.0,JDKG,2.0,pmd,100.0,100.0
43,34.0,100.0,JDKG,288.0,pmd,100.0,100.0
44,29.0,100.0,JDKG,1162.0,pmd,100.0,100.0
45,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
46,69.0,100.0,JDKG,15.0,pmd,100.0,100.0
47,155.0,100.0,JDKG,343.0,pmd,100.0,100.0
48,17.0,100.0,JDKG,613.0,pmd,100.0,100.0
49,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
50,15.0,100.0,JDKG,3.0,pmd,100.0,100.0
51,12.0,100.0,JDKG,380.0,pmd,100.0,100.0
52,6.0,100.0,JDKG,640.0,pmd,100.0,100.0
53,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
54,17.0,100.0,JDKG,2.0,pmd,100.0,100.0
55,15.0,100.0,JDKG,466.0,pmd,100.0,100.0
56,12.0,100.0,JDKG,772.0,pmd,100.0,100.0
57,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
58,58.0,100.0,JDKG,16.0,pmd,100.0,100.0
59,96.0,100.0,JDKG,389.0,pmd,100.0,100.0
60,147.0,100.0,JDKG,1590.0,pmd,100.0,100.0
61,0.0,100.0,JDKG,0.0,pmd,100.0,100.0
62,21.0,100.0,JDKG,2.0,pmd,100.0,100.0
63,14.0,100.0,JDKG,366.0,pmd,100.0,100.0
64,32.0,100.0,JDKG,653.0,pmd,100.0,100.0
0,0.0,100.0,JDKR,0.0,pmd,100.0,100.0
1,62.0,100.0,JDKR,16.0,pmd,100.0,100.0
2,93.0,100.0,JDKR,395.0,pmd,100.0,25.0
3,84.0,100.0,JDKR,2706.0,pmd,100.0,50.0
4,0.0,100.0,JDKR,0.0,pmd,100.0,100.0
5,19.0,100.0,JDKR,2.0,pmd,100.0,100.0
6,94.0,100.0,JDKR,443.0,pmd,100.0,25.0
7,75.0,100.0,JDKR,1204.0,pmd,100.0,50.0
8,0.0,100.0,JDKR,0.0,pmd,100.0,100.0
9,24.0,100.0,JDKR,2.0,pmd,100.0,100.0
10,18.0,100.0,JDKR,292.0,pmd,100.0,25.0
11,12.0,100.0,JDKR,586.0,pmd,100.0,25.0
12,0.0,100.0,JDKR,0.0,pmd,100.0,100.0
13,60.0,100.0,JDKR,15.0,pmd,100.0,100.0
14,116.0,100.0,JDKR,347.0,pmd,100.0,25.0
15,90.0,100.0,JDKR,732.0,pmd,100.0,25.0
16,0.0,100.0,JDKR,0.0,pmd,100.0,100.0
