Time,GC Util
0,0
0,0
287,13
287,13
424,61
424,61
585,13
585,13
683,81
793,14
828,1
828,1
932,14
932,14
1078,12
1078,12
1218,13
1218,13
1366,10
1366,10
1395,22
1395,22
1419,23
1419,23
1448,23
1448,23
1471,24
1471,24
1491,24
1491,24
1511,26
1511,26
1536,24
1536,24
1570,22
1570,22
1594,22
1594,22
1617,20
1617,20
1640,23
1640,23
1660,28
1660,28
1680,23
1680,23
1698,22
1698,22
1715,23
1715,23
1737,22
1737,22
1762,23
1762,23
1785,26
1785,26
1810,27
1810,27
1830,30
1830,30
1853,28
1853,28
1874,31
1874,31
1898,27
1898,27
1918,30
1918,30
1938,28
1938,28
1957,37
1957,37
1975,34
1975,34
1997,38
1997,38
2019,38
2019,38
2040,33
2040,33
2060,37
2060,37
2077,34
2077,34
2094,44
2094,44
2113,35
2113,35
2130,41
2130,41
2150,41
2150,41
2168,38
2168,38
2187,37
2187,37
2207,44
2207,44
2229,38
2229,38
2252,38
2252,38
2275,40
2275,40
2299,36
2299,36
2323,44
2323,44
2347,45
2347,45
2371,44
2371,44
2395,43
2395,43
2417,38
2417,38
2440,41
2440,41
2465,47
2465,47
2491,63
2491,63
2525,69
2525,69
2563,75
2563,75
2597,67
2597,67
2634,51
2634,51
2687,75
2687,75
2736,59
2736,59
2785,62
2785,62
2836,74
2836,74
2888,74
2888,74
2926,61
2926,61
2966,89
2966,89
3003,87
3003,87
3045,61
3045,61
3119,74
3119,74
3192,64
3192,64
3228,71
3228,71
3258,69
3258,69
3287,64
3287,64
3318,81
3318,81
3345,91
3345,91
3374,68
3374,68
3405,57
3405,57
3438,63
3438,63
3468,48
3468,48
3498,64
3498,64
3530,59
3530,59
3569,57
3569,57
3606,57
3606,57
3652,65
3652,65
3689,61
3689,61
3719,65
3719,65
3750,68
3750,68
3782,72
3782,72
3818,68
3818,68
3853,78
3853,78
3886,70
3886,70
3920,71
3920,71
3953,59
3953,59
3983,56
3983,56
4015,72
4015,72
4052,79
4052,79
4095,81
4095,81
4153,53
4153,53
4201,81
4201,81
4251,70
4251,70
4289,61
4289,61
4328,70
4328,70
4362,160
4362,160
4396,149
4396,149
4427,72
4427,72
4469,50
4469,50
4504,85
4504,85
4541,53
4541,53
4578,73
4578,73
4612,55
4612,55
4644,76
4644,76
4680,66
4680,66
4716,72
4716,72
4752,68
4752,68
4788,74
4788,74
4825,80
4825,80
4864,65
4864,65
4901,81
4901,81
4935,69
4935,69
4966,78
4966,78
4998,79
4998,79
5031,63
5031,63
5064,86
5064,86
5094,68
5094,68
5126,63
5126,63
5160,45
5160,45
5194,49
5194,49
5232,10
5232,10
5263,52
5263,52
5295,53
5295,53
5328,51
5328,51
5360,48
5360,48
5389,54
5389,54
5417,57
5417,57
5445,58
5445,58
5474,16
5474,16
5504,42
5504,42
5536,57
5536,57
5568,61
5568,61
5601,54
5601,54
5640,50
5640,50
5676,48
5676,48
5714,48
5714,48
5753,47
5753,47
5791,45
5791,45
5830,57
5830,57
5870,55
5870,55
5907,65
5907,65
5940,17
5940,17
5972,54
5972,54
6005,60
6005,60
6044,56
6044,56
6088,55
6088,55
6127,58
6127,58
6168,48
6168,48
6208,127
6208,127
6250,150
6250,150
6302,61
6302,61
6339,69
6339,69
6383,64
6383,64
6424,44
6424,44
6465,56
6465,56
6504,45
