Time,GC Util
0,0
0,0
262,69
382,2
385,5
385,5
539,152
646,1
649,143
738,1
740,133
821,1
825,153
856,5
858,22
858,22
907,106
907,106
983,126
983,126
1075,154
1165,2
1168,172
1236,1
1240,150
1306,3
1311,138
1343,6
1348,148
1364,11
1370,101
1370,101
1386,103
1386,103
1386,103
1403,11
1403,11
1403,11
1403,11
1426,104
1426,104
1426,104
1426,104
1447,142
1447,142
1472,137
1472,137
1497,140
1497,140
1497,140
1497,140
1520,175
1520,175
1547,182
1547,182
1569,252
1569,252
1594,177
1594,177
1615,173
1615,173
1615,173
1615,173
1635,173
1635,173
1635,173
1635,173
1653,148
1653,148
1669,242
1669,242
1685,161
1685,161
1700,178
1700,178
1715,171
1715,171
1728,164
1728,164
1728,164
1741,177
1741,177
1741,177
1741,177
1753,244
1753,244
1766,179
1766,179
1778,138
1778,138
1778,138
1778,138
1802,148
1802,148
1812,8
1812,8
1812,8
1812,8
1827,197
1827,197
1827,197
1827,197
1838,140
1838,140
1838,140
1838,140
1854,77
1854,77
1854,77
1854,77
1864,77
1864,77
1876,167
1876,167
1876,167
1894,197
1894,197
1894,197
1894,197
1904,194
1904,194
1916,110
1916,110
1916,110
1916,110
1932,190
1932,190
1932,190
1932,190
1945,188
1945,188
1960,99
1960,99
1960,99
1960,99
1977,207
1977,207
1977,207
1977,207
1988,189
1988,189
1999,144
1999,144
2014,152
2014,152
2014,152
2014,152
2030,189
2030,189
2030,189
2030,189
2040,193
2040,193
2053,169
2053,169
2064,108
2064,108
2064,108
2064,108
2079,182
2079,182
2090,153
2090,153
2102,177
2102,177
2114,135
2114,135
2114,135
2127,21
2127,21
2127,21
2127,21
2137,177
2137,177
2148,196
2148,196
2159,230
2165,31
2169,111
2169,111
2169,111
2169,111
2183,188
2183,188
2183,188
2183,188
2191,201
2191,201
2200,229
2200,229
2207,31
2207,31
2210,169
2210,169
2222,203
2222,203
2231,160
2231,160
2241,21
2241,21
2252,129
2252,129
2263,15
2263,15
2272,119
2272,119
2284,224
2284,224
2296,223
2296,223
2307,211
2307,211
2319,200
2319,200
2332,150
2332,150
2332,150
2332,150
2343,259
2343,259
2352,21
2352,21
2356,147
2356,147
2356,147
2356,147
2366,227
2366,227
2375,17
2375,17
2378,129
2378,129
2390,215
2390,215
2403,225
2403,225
2416,120
2416,120
2416,120
2416,120
2426,16
2426,16
2426,16
2426,16
2437,82
2437,82
2437,82
2437,82
2450,171
2450,171
2463,196
2463,196
2480,164
2480,164
2494,79
2494,79
2510,137
2510,137
2510,137
2510,137
2526,196
2526,196
2539,135
2539,135
2539,135
2554,82
2554,82
2554,82
2554,82
2566,178
2566,178
2578,176
2578,176
2588,121
