Time,GC Util
0,0
0,0
729,26
729,26
2937,20
2937,20
2990,97
3031,46
5287,181
5287,181
7698,40
7698,40
9093,142
10400,146
12498,53
12498,53
14390,132
14390,132
16054,116
17985,149
20544,39
20544,39
22608,148
22608,148
25919,162
28832,56
31154,29
31154,29
33748,102
33748,102
36731,159
39437,60
42059,89
42059,89
44373,96
44373,96
47729,205
50561,71
53023,100
53023,100
55503,100
55503,100
58453,202
61232,76
63934,38
63934,38
66499,85
66499,85
69823,190
72677,75
75316,83
75316,83
77860,99
77860,99
81013,243
83902,76
86308,29
86308,29
88850,88
88850,88
91992,171
94919,61
97301,40
97301,40
99980,99
99980,99
103300,167
106120,71
108630,41
108630,41
111254,99
111254,99
114425,231
117260,56
119179,87
119179,87
121376,80
121376,80
124873,201
127757,66
130588,96
130588,96
133643,96
133643,96
137193,205
140263,134
144497,259
144497,259
148677,138
148677,138
152605,184
156378,122
160418,0
164540,109
168863,124
168863,124
172295,113
172295,113
176667,216
180155,118
