Time,GC Util
0,0
0,0
430,77
430,77
627,68
630,52
633,3
633,3
704,44
800,3
803,58
865,5
869,105
940,4
945,119
1006,1
1009,155
1061,5
1064,165
1088,6
1091,123
1128,7
1131,164
1169,3
1173,198
1199,6
1202,148
1219,8
1221,163
1264,3
1267,116
1308,5
1311,159
1348,3
1353,153
1386,5
1388,159
1438,2
1440,158
1480,3
1480,3
1482,165
1482,165
1511,72
1511,72
1560,124
1560,124
1596,4
1596,4
1599,119
1599,119
1634,7
1634,7
1636,120
1636,120
1688,118
1688,118
1747,132
1773,6
1776,192
1776,192
1810,149
1810,149
1865,132
1865,132
1910,81
1910,81
1954,6
1954,6
1957,177
1957,177
2005,3
2005,3
2008,132
2008,132
2055,175
2055,175
2092,140
2092,140
2146,124
2146,124
2196,136
2196,136
2222,132
2270,3
2272,166
2272,166
2315,138
2339,10
2342,140
2342,140
2383,136
2383,136
2429,129
2429,129
2471,80
2471,80
2501,7
2501,7
2505,203
2505,203
2553,86
2553,86
2595,129
2595,129
2625,8
2625,8
2628,18
2628,18
2628,18
2628,18
2691,164
2691,164
2734,70
2734,70
2790,4
2790,4
2792,170
2792,170
2846,2
2846,2
2848,166
2848,166
2904,2
2904,2
2906,122
2906,122
2962,71
2962,71
3018,137
3018,137
3078,155
3078,155
3125,3
3125,3
3127,153
3127,153
3192,106
3192,106
3235,77
3235,77
3296,138
3296,138
3353,2
3353,2
3357,203
3357,203
3426,2
3426,2
3430,185
3430,185
3467,4
3467,4
3470,187
3470,187
3528,2
3528,2
3531,167
3572,3
3574,152
3574,152
3637,2
3637,2
3640,160
3688,3
3688,3
3692,179
3750,1
3750,1
3753,125
3753,125
3807,5
3807,5
3810,173
3856,3
3856,3
3859,178
3919,2
3919,2
3923,189
3923,189
3969,3
3969,3
3973,179
4033,2
4035,124
4035,124
4079,5
4079,5
4083,188
4083,188
4140,2
4140,2
4143,174
4143,174
4193,169
4193,169
4251,2
4251,2
4254,177
4254,177
4299,3
4299,3
4302,172
4302,172
4359,2
4359,2
4364,188
4364,188
4409,4
4409,4
4413,200
4465,3
4465,3
4467,165
4467,165
4517,2
4517,2
4521,178
4565,3
4565,3
4569,199
4569,199
4623,3
4623,3
4626,169
4626,169
4669,3
4669,3
4673,200
4736,2
4736,2
4739,172
4781,3
4781,3
4785,197
4853,2
4853,2
4857,197
4857,197
4900,3
4900,3
4902,167
4902,167
4975,138
4975,138
5026,4
5026,4
5029,170
5029,170
5079,2
5079,2
5082,178
5082,178
5140,1
5140,1
5142,109
5142,109
5196,74
5196,74
5259,144
5259,144
5325,137
5386,2
5389,170
5389,170
5433,163
5433,163
5495,2
5495,2
5497,127
5497,127
5543,133
