Time,GC Util
0,0
0,0
20,0
20,0
38,20
38,20
181,1
181,1
329,1
329,1
447,1
447,1
518,0
518,0
599,0
599,0
700,0
700,0
708,67
708,67
752,3
752,3
806,1
806,1
1157,0
1157,0
1246,2
1246,2
1269,10
1269,10
1462,1
1462,1
1673,1
1673,1
1896,0
1896,0
2183,0
2183,0
2456,0
2456,0
2769,0
2769,0
3056,0
3056,0
3369,0
3369,0
3678,0
3678,0
4045,0
4045,0
4434,0
4434,0
4835,0
4835,0
5229,0
5229,0
5624,0
5624,0
5624,0
6037,0
6041,63
6041,63
6536,0
6536,0
7053,0
7053,0
7559,0
7559,0
8105,0
8105,0
8632,0
8632,0
9106,0
