Time,GC Util,heapSize,numThreads,GCInterval,Container
0.0,117.0,100,100,100,01
0.0,117.0,100,100,100,01
276.0,0.0,100,6.25,100,01
276.0,0.0,100,6.25,100,01
489.0,68.0,100,100.0,100,01
489.0,68.0,100,100.0,100,01
700.0,93.0,100,100.0,100,01
700.0,93.0,100,100.0,100,01
5483.0,261.0,100,100.0,100,01
5483.0,261.0,100,100.0,100,01
9454.0,203.0,100,100.0,100,01
9454.0,203.0,100,100.0,100,01
16647.0,148.0,100,6.25,100,01
16647.0,148.0,100,6.25,100,01
23396.0,97.0,100,100.0,100,01
23396.0,97.0,100,100.0,100,01
30125.0,112.0,100,100.0,100,01
30125.0,112.0,100,100.0,100,01
38160.0,134.0,100,100.0,100,01
38160.0,134.0,100,100.0,100,01
44694.0,137.0,100,100.0,100,01
44694.0,137.0,100,100.0,100,01
53428.0,146.0,100,100.0,100,01
53428.0,146.0,100,100.0,100,01
61283.0,146.0,100,100.0,100,01
61283.0,146.0,100,100.0,100,01
71264.0,167.0,100,100.0,100,01
71264.0,167.0,100,100.0,100,01
80754.0,98.0,100,100.0,100,01
80754.0,98.0,100,100.0,100,01
89132.0,117.0,100,100.0,100,01
89132.0,117.0,100,100.0,100,01
97205.0,137.0,100,100.0,100,01
97205.0,137.0,100,100.0,100,01
107771.0,45.0,100,100.0,100,01
107771.0,45.0,100,100.0,100,01
118596.0,162.0,100,100.0,100,01
118596.0,162.0,100,100.0,100,01
125922.0,79.0,100,100.0,100,01
125922.0,79.0,100,100.0,100,01
127687.0,140.0,100,100.0,100,01
127687.0,140.0,100,100.0,100,01
128384.0,105.0,100,100.0,100,01
128384.0,105.0,100,100.0,100,01
128698.0,248.0,100,100.0,100,01
128698.0,248.0,100,100.0,100,01
129007.0,130.0,100,100.0,100,01
129007.0,130.0,100,100.0,100,01
129181.0,125.0,100,100.0,100,01
129181.0,125.0,100,100.0,100,01
129322.0,67.0,100,100.0,100,01
129322.0,67.0,100,100.0,100,01
129546.0,81.0,100,100.0,100,01
129546.0,81.0,100,100.0,100,01
129705.0,101.0,100,100.0,100,01
129705.0,101.0,100,100.0,100,01
129834.0,244.0,100,100.0,100,01
129834.0,244.0,100,100.0,100,01
129952.0,270.0,100,100.0,100,01
129952.0,270.0,100,100.0,100,01
130074.0,207.0,100,100.0,100,01
130074.0,207.0,100,100.0,100,01
130211.0,177.0,100,100.0,100,01
130211.0,177.0,100,100.0,100,01
130337.0,117.0,100,100.0,100,01
130337.0,117.0,100,100.0,100,01
130478.0,45.0,100,100.0,100,01
130478.0,45.0,100,100.0,100,01
130703.0,115.0,100,100.0,100,01
130703.0,115.0,100,100.0,100,01
131329.0,84.0,100,100.0,100,01
131329.0,84.0,100,100.0,100,01
131607.0,136.0,100,100.0,100,01
131607.0,136.0,100,100.0,100,01
131755.0,138.0,100,6.25,100,01
131755.0,138.0,100,6.25,100,01
131908.0,109.0,100,50.0,100,01
131908.0,109.0,100,50.0,100,01
132005.0,90.0,100,100.0,100,01
132005.0,90.0,100,100.0,100,01
132105.0,241.0,100,100.0,100,01
132105.0,241.0,100,100.0,100,01
132302.0,136.0,100,100.0,100,01
132302.0,136.0,100,100.0,100,01
132658.0,152.0,100,100.0,100,01
132658.0,152.0,100,100.0,100,01
134958.0,125.0,100,100.0,100,01
134958.0,125.0,100,100.0,100,01
135005.0,276.0,100,100.0,100,01
135005.0,276.0,100,100.0,100,01
135034.0,256.0,100,100.0,100,01
