Time,GC Util
0,0
0,0
346,86
346,86
531,86
531,86
536,12
536,12
617,99
617,99
705,139
705,139
746,146
746,146
813,151
813,151
871,140
871,140
908,123
908,123
981,144
981,144
1031,122
1031,122
1081,82
1081,82
1110,129
1110,129
1156,137
1156,137
1203,144
1203,144
1245,149
1245,149
1272,91
1272,91
1319,87
1319,87
1360,87
1360,87
1402,131
1402,131
1432,138
1432,138
1488,96
1488,96
1534,143
1534,143
1572,129
1572,129
1630,129
1630,129
1671,90
1671,90
1703,133
1703,133
1759,148
1759,148
1803,123
1803,123
1835,134
1835,134
1880,143
1880,143
1928,128
1928,128
1955,136
1955,136
2001,139
2001,139
2038,137
2038,137
2076,138
2076,138
2123,97
2123,97
2167,131
2167,131
2210,138
2210,138
2257,86
2257,86
2296,136
2296,136
2334,133
2334,133
2364,138
2364,138
2413,90
2413,90
2451,87
2451,87
2481,91
2481,91
2526,130
2526,130
2573,129
2573,129
2606,132
2606,132
2656,84
2656,84
2699,124
2699,124
2740,134
2740,134
2797,109
2797,109
2840,88
2840,88
2873,132
2873,132
2917,132
2917,132
2964,133
2964,133
3003,138
3003,138
3034,139
3034,139
3083,126
3083,126
3127,140
3127,140
3155,126
3155,126
3199,92
3199,92
3243,121
3243,121
3271,93
3271,93
3316,93
3316,93
3349,121
3349,121
3385,135
3385,135
3433,138
3433,138
3466,135
3466,135
3502,134
3502,134
3535,134
3535,134
3582,142
3582,142
3631,146
3631,146
3660,134
3660,134
3721,93
3721,93
3768,92
3768,92
3839,133
3839,133
3883,90
3883,90
3942,136
3942,136
4001,131
4001,131
4055,93
4055,93
4112,98
4112,98
4151,143
4151,143
4216,131
4216,131
4260,135
4260,135
4325,91
4325,91
4379,131
4379,131
4457,127
4457,127
4510,85
4510,85
4584,130
4584,130
4647,148
4647,148
4705,92
4705,92
4764,94
4764,94
4827,128
4827,128
4884,80
4884,80
4951,137
4951,137
5005,92
5005,92
5051,95
5051,95
5115,96
5115,96
5168,144
5168,144
5239,134
5239,134
5281,130
5281,130
5351,103
5351,103
5397,104
5397,104
5461,134
5461,134
5510,148
5510,148
5564,144
5564,144
5625,136
5625,136
5682,134
5682,134
5742,135
5742,135
5787,95
5787,95
5856,96
5856,96
5898,139
5898,139
5975,142
5975,142
6023,134
6023,134
6088,107
6088,107
6143,91
6143,91
6206,129
6206,129
6261,97
6261,97
6323,136
6323,136
6384,129
6384,129
6446,127
6446,127
6504,96
6504,96
6569,136
6569,136
6634,92
6634,92
6681,89
6681,89
6740,127
6740,127
6793,132
6793,132
6861,134
6861,134
6909,108
6909,108
6988,108
6988,108
7039,93
7039,93
7100,136
7100,136
7160,127
7160,127
7220,95
7220,95
