Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,10.0
72.0,0.0,100,100,100
102.0,37.0,100,100.0,0.05
113.0,49.0,100,100.0,26.8
163.0,3.0,100,100.0,44.0
229.0,2.0,100,100.0,10.0
300.0,90.0,101.56,100.0,10.0
314.0,40.0,101.56,100.0,10.0
325.0,17.0,101.56,100.0,15.6
347.0,9.0,101.56,100.0,10.0
407.0,3.0,101.56,100.0,10.0
428.0,4.0,101.56,100.0,10.0
436.0,35.0,101.56,100.0,10.0
470.0,9.0,101.56,100.0,10.0
516.0,19.0,101.56,100.0,10.0
551.0,4.0,101.56,100.0,10.0
561.0,11.0,101.56,100.0,10.0
569.0,10.0,101.56,100.0,10.0
630.0,1.0,101.56,100.0,10.0
652.0,8.0,101.56,100.0,10.0
667.0,8.0,101.56,100.0,10.0
681.0,12.0,101.56,100.0,10.0
695.0,5.0,101.56,100.0,10.0
706.0,7.0,101.56,100.0,10.0
720.0,5.0,101.56,100.0,10.0
731.0,9.0,101.56,100.0,10.0
742.0,7.0,101.56,100.0,10.0
751.0,8.0,101.56,100.0,10.0
761.0,7.0,101.56,100.0,10.0
770.0,7.0,101.56,100.0,10.0
782.0,7.0,101.56,100.0,10.0
792.0,8.0,101.56,100.0,10.0
804.0,6.0,101.56,100.0,10.0
815.0,6.0,101.56,100.0,10.0
827.0,8.0,101.56,100.0,10.0
839.0,9.0,101.56,100.0,10.0
850.0,10.0,101.56,100.0,10.0
862.0,9.0,101.56,100.0,10.0
873.0,9.0,101.56,100.0,10.0
884.0,10.0,101.56,100.0,10.0
897.0,8.0,101.56,100.0,10.0
907.0,7.0,101.56,100.0,10.0
918.0,6.0,101.56,100.0,10.0
929.0,6.0,101.56,100.0,10.0
938.0,7.0,101.56,100.0,10.0
947.0,9.0,101.56,100.0,10.0
955.0,9.0,101.56,100.0,10.0
963.0,11.0,101.56,100.0,10.0
970.0,15.0,101.56,100.0,10.0
992.0,5.0,101.56,100.0,10.0
