Time,GC Util
0,0
0,0
1239,78
1239,78
1746,65
1888,0
1891,81
4203,0
4205,89
4295,2
4299,68
4316,19
4320,3
4320,3
4428,89
4498,4
4503,91
4551,2
4556,87
4594,9
4599,88
4620,16
4624,8
4624,8
4678,92
4728,3
4734,88
4760,16
4765,91
4788,19
4796,75
4796,75
4857,80
4857,80
4898,77
4898,77
4960,4
4960,4
5028,90
5050,22
5058,99
5063,46
5069,162
5120,4
5127,121
5127,121
5178,91
5178,91
5207,55
5207,55
5207,55
5207,55
5241,81
5241,81
5241,81
5241,81
5314,22
5314,22
5344,139
5344,139
5344,139
5344,139
5406,150
5406,150
5500,162
5543,6
5549,183
5549,183
5595,130
5595,130
5595,130
5595,130
5658,121
5658,121
5729,108
5729,108
5782,123
5782,123
5813,140
5813,140
5824,153
5824,153
5824,153
5824,153
5858,50
5858,50
5881,114
5881,114
5902,106
5902,106
5936,19
5936,19
5986,295
6003,14
6006,299
6025,13
6028,61
6028,61
6052,61
6052,61
6075,74
6075,74
6088,63
6088,63
6108,71
6108,71
6126,74
6126,74
6126,74
6126,74
6169,61
6169,61
6187,86
6187,86
6210,97
6210,97
6227,91
6227,91
6250,116
6250,116
6275,89
6275,89
6341,310
6373,9
6379,189
6400,19
6403,9
6403,9
6630,214
6630,214
6698,83
6698,83
6756,291
6797,9
6802,13
6802,13
6869,174
6869,174
6916,116
6916,116
6966,150
6966,150
7027,315
7079,12
7085,346
7132,12
7138,348
7138,348
7182,14
7182,14
7188,134
7188,134
7254,176
7254,176
7254,176
7254,176
7327,271
7327,271
7413,272
7416,239
7424,15
7424,15
7655,255
7655,255
8387,254
8387,254
8406,46
8406,46
8413,443
8413,443
8432,45
8432,45
8440,220
8440,220
8440,220
8440,220
8461,232
8461,232
8461,232
8461,232
8483,239
8483,239
8483,239
8483,239
8504,230
8504,230
8504,230
8504,230
8525,240
8525,240
8525,240
8525,240
8545,225
8545,225
8545,225
8545,225
8565,232
8565,232
8565,232
8565,232
8585,231
8585,231
8585,231
8585,231
8605,235
8605,235
8605,235
8605,235
8625,230
8625,230
8625,230
8625,230
8646,235
8646,235
8646,235
8646,235
8668,204
8668,204
8668,204
8668,204
8689,213
8689,213
8689,213
8689,213
8709,232
8709,232
8709,232
8709,232
8730,240
8730,240
8730,240
8730,240
8751,244
8751,244
8751,244
8751,244
8772,234
8772,234
8772,234
8772,234
8792,241
8792,241
8792,241
8792,241
8819,244
8819,244
8819,244
8819,244
8907,204
8907,204
8964,245
8964,245
8964,245
8964,245
9003,431
9003,431
9040,22
9040,22
9048,230
9048,230
9048,230
9048,230
9087,246
9087,246
9087,246
9087,246
9127,247
9127,247
9127,247
9127,247
9178,211
9178,211
9712,251
9712,251
9724,231
9724,231
9736,249
9736,249
9747,251
9747,251
9758,236
9758,236
9767,254
9767,254
9777,250
9777,250
9788,258
9788,258
9798,267
9798,267
9809,250
9809,250
9819,250
9819,250
9829,251
9829,251
9838,249
9838,249
9838,249
9838,249
10140,446
10140,446
10233,8
10233,8
10240,447
10240,447
10324,10
10324,10
10332,237
10332,237
10403,313
10403,313
10673,254
11008,2
11017,15
11017,15
11017,15
11017,15
11334,450
11334,450
11464,4
11464,4
11470,449
11470,449
11750,3
11750,3
11756,441
11756,441
11892,5
11892,5
11898,447
11898,447
11937,15
11937,15
11943,446
11943,446
11962,35
11962,35
11968,451
11968,451
11987,35
11987,35
11994,115
11994,115
11994,115
11994,115
12096,134
12096,134
12096,134
12096,134
12131,67
12131,67
12131,67
12131,67
12203,427
12203,427
12391,3
12391,3
12397,434
12397,434
12501,6
12501,6
12507,437
12507,437
12605,7
12605,7
12611,453
12611,453
12705,7
12705,7
12711,450
12711,450
12730,33
12730,33
12737,411
12737,411
12756,35
12756,35
12763,46
