Time,GC Util
0,0
0,0
610,81
610,81
613,73
613,73
616,77
616,77
618,79
618,79
620,74
620,74
623,73
623,73
626,78
626,78
629,86
629,86
633,84
633,84
638,89
638,89
641,86
641,86
646,82
646,82
649,84
649,84
654,90
654,90
659,84
659,84
663,89
663,89
667,83
667,83
670,86
670,86
675,90
675,90
678,86
678,86
682,84
682,84
686,90
686,90
691,90
691,90
695,87
695,87
699,83
699,83
702,86
702,86
706,88
706,88
710,84
710,84
714,85
714,85
718,83
718,83
721,83
721,83
725,80
725,80
727,129
727,129
729,122
729,122
731,130
731,130
733,129
733,129
735,125
735,125
738,15
738,15
1274,130
1274,130
2345,145
2345,145
2390,165
2390,165
2455,143
2455,143
2474,155
2474,155
2501,146
2501,146
2520,204
2520,204
2555,224
2555,224
2570,241
2570,241
2577,247
2577,247
2585,228
2585,228
2596,248
2596,248
2623,205
2623,205
2652,231
2652,231
2672,225
2672,225
2704,230
2704,230
2736,238
2736,238
2761,240
2761,240
2793,324
2793,324
2860,359
2860,359
2933,348
2933,348
2968,393
2968,393
2991,400
2991,400
3020,387
3020,387
3045,429
3045,429
3095,419
3095,419
3118,475
3118,475
3154,499
3154,499
3200,514
3200,514
3242,494
3242,494
3310,479
3310,479
3387,492
3387,492
3469,528
3469,528
3544,239
3544,239
3607,393
3607,393
3704,439
3704,439
3778,465
3778,465
3913,454
