Time,GC Util
0,0
0,0
19,0
19,0
38,17
38,17
52,11
52,11
102,3
102,3
134,5
134,5
173,3
173,3
185,12
185,12
197,11
197,11
230,4
230,4
241,71
241,71
260,10
260,10
271,10
271,10
341,1
341,1
377,4
377,4
395,3
395,3
399,22
399,22
401,73
401,73
429,5
429,5
461,2
461,2
522,2
522,2
586,0
586,0
600,3
600,3
642,1
642,1
665,12
665,12
683,11
683,11
683,11
724,6
730,197
730,197
774,5
774,5
803,2
803,2
843,4
843,4
887,6
887,6
939,5
939,5
985,6
985,6
1039,2
1039,2
1096,1
1096,1
1147,3
1147,3
1201,2
1201,2
1248,1
1248,1
1309,1
1309,1
1324,12
1324,12
1330,12
1330,12
1336,18
1336,18
1341,12
1341,12
1347,17
1347,17
1355,22
1355,22
1360,19
1360,19
1368,40
1368,40
1374,26
1374,26
1384,12
1384,12
1391,46
1391,46
1398,49
1398,49
1405,28
1405,28
1412,35
1412,35
1420,38
1420,38
1429,43
1429,43
1438,35
1438,35
1448,34
1448,34
1457,42
1457,42
1465,34
1465,34
1473,35
1473,35
1481,40
1481,40
1489,37
1489,37
1496,32
1496,32
1504,22
1504,22
1512,32
1512,32
1520,32
1520,32
1527,31
1527,31
1527,31
1536,28
1536,28
1548,35
1553,205
1553,205
1563,21
1563,21
1574,44
1574,44
1584,30
1584,30
1596,27
1596,27
1612,14
1612,14
1625,25
1625,25
1643,24
1643,24
1658,39
1658,39
1658,39
1672,27
1672,27
1685,23
1689,157
1689,157
1700,11
1700,11
1712,9
1712,9
1726,13
1726,13
1738,15
1738,15
1753,30
1753,30
1771,28
1771,28
1787,34
1787,34
1805,24
1805,24
1820,30
1820,30
1838,31
1838,31
1838,31
1856,19
1856,19
1876,9
1876,9
1895,12
1895,12
1915,11
1915,11
1934,13
1934,13
1951,13
1951,13
1965,18
1965,18
1981,31
1981,31
1997,27
1997,27
2014,26
2019,237
2019,237
2033,16
2033,16
2048,23
2048,23
2064,26
2064,26
2085,24
2085,24
2104,13
2104,13
2127,18
2127,18
2147,12
2147,12
2168,19
2168,19
2197,16
2197,16
2222,14
2222,14
2249,12
2249,12
2276,17
2276,17
2276,17
2304,20
2304,20
2351,6
2356,236
2356,236
2392,6
2392,6
2429,14
2429,14
2467,12
2467,12
2507,16
2507,16
2546,7
2546,7
2578,16
2578,16
2614,21
2614,21
2638,23
2638,23
2662,19
2662,19
2691,16
2691,16
2715,15
2715,15
2738,10
2738,10
2766,11
2766,11
2797,15
2797,15
2839,12
2839,12
2839,12
2873,16
2873,16
2917,14
2922,235
2922,235
2958,5
2958,5
2997,7
2997,7
3035,8
3035,8
3067,16
3067,16
3094,18
3094,18
3127,16
3127,16
3160,14
