Time,GC Util
0,0
0,0
19,0
19,0
37,19
37,19
54,10
54,10
184,1
184,1
229,4
229,4
237,10
237,10
246,6
246,6
259,5
259,5
278,5
278,5
302,2
302,2
329,2
329,2
367,1
367,1
397,2
397,2
452,1
452,1
498,2
498,2
518,76
518,76
536,9
536,9
548,11
548,11
566,29
566,29
572,29
572,29
600,7
600,7
647,11
647,11
674,19
674,19
695,7
695,7
721,13
721,13
732,17
732,17
757,4
757,4
784,15
784,15
823,9
823,9
875,5
875,5
905,5
905,5
949,2
949,2
1007,5
1007,5
1007,5
1042,3
1042,3
1116,11
1119,76
1119,76
1157,3
1157,3
1187,21
1187,21
1220,13
1220,13
1251,12
1251,12
1276,5
1276,5
1305,4
1305,4
1333,24
1333,24
1373,4
1373,4
1397,5
1397,5
1424,6
1424,6
1459,3
1459,3
1481,5
1481,5
1481,5
1511,3
1547,137
1547,137
1567,12
1567,12
1607,2
1607,2
1628,8
1628,8
1658,3
1658,3
1690,5
1690,5
1710,5
1710,5
1743,9
1743,9
1780,4
1780,4
1829,8
