Time,GC Util
0,0
0,0
19,0
19,0
40,19
40,19
183,1
183,1
279,1
279,1
378,1
378,1
433,1
433,1
496,0
496,0
570,0
570,0
575,73
575,73
618,3
618,3
663,1
663,1
943,0
943,0
1061,1
1061,1
1080,10
1080,10
1097,13
1097,13
1427,0
1427,0
1658,1
1658,1
2118,0
2118,0
2695,0
2695,0
3232,0
3232,0
3731,0
3731,0
4318,0
4318,0
4909,0
4909,0
5454,0
5454,0
6072,0
6072,0
6625,0
6625,0
7227,0
7227,0
7891,0
7891,0
8602,0
8602,0
9183,0
9183,0
9815,0
9815,0
10435,0
10435,0
11100,0
11100,0
11680,0
11680,0
12325,0
12325,0
12998,0
12998,0
13699,0
13699,0
14342,0
14342,0
14961,0
14961,0
15594,0
15594,0
16261,0
16261,0
16862,0
16862,0
16862,0
17568,0
17571,53
17571,53
18424,0
18424,0
19098,0
19098,0
19884,0
19884,0
20634,0
20634,0
21404,0
21404,0
22257,0
22257,0
22994,0
22994,0
23830,0
23830,0
24554,0
24554,0
25327,0
25327,0
26068,0
26068,0
26848,0
