Time,GC Util
0,0
0,0
380,24
380,24
567,28
567,28
639,24
639,24
716,179
760,29
809,92
809,92
873,34
873,34
1031,40
1031,40
1090,161
1130,51
1163,205
1163,205
1196,174
1196,174
1315,83
1315,83
1392,184
1450,155
1512,145
1512,145
1582,167
1582,167
1761,58
1761,58
1912,57
1912,57
1958,191
2013,57
2070,133
2070,133
2118,56
2118,56
2170,204
2212,168
2274,172
2274,172
2333,57
2333,57
2481,57
2481,57
2647,53
2647,53
2807,49
2807,49
2972,59
2972,59
3154,57
3154,57
3322,49
3322,49
3481,63
3481,63
3663,58
3663,58
3875,55
3875,55
4048,49
4048,49
4228,65
4228,65
4443,57
4443,57
4648,55
4648,55
4860,54
4860,54
5067,50
5067,50
5292,56
5292,56
5515,55
5515,55
5748,63
5748,63
5974,65
5974,65
6228,56
6228,56
6463,57
6463,57
6714,51
6714,51
6943,53
6943,53
7173,55
7173,55
7423,52
7423,52
7706,55
7706,55
7960,64
7960,64
8237,55
8237,55
8523,54
8523,54
8813,58
8813,58
9106,56
9106,56
9407,50
9407,50
9711,54
9711,54
10030,55
10030,55
10343,61
10343,61
10665,59
10665,59
10993,56
10993,56
11332,61
11332,61
11665,61
11665,61
11986,55
11986,55
12329,57
12329,57
12674,58
12674,58
13030,58
13030,58
13372,153
13372,153
13865,158
13865,158
14237,78
14237,78
14646,86
14646,86
15017,95
15017,95
15365,78
15365,78
15729,92
15729,92
16093,84
16093,84
16443,134
16443,134
16821,98
16821,98
17236,108
17236,108
17617,99
17617,99
18006,85
18006,85
18382,98
18382,98
18739,84
18739,84
19131,91
19131,91
19546,89
19546,89
19932,85
19932,85
20340,106
20340,106
20719,105
20719,105
21138,84
21138,84
21494,94
21494,94
21878,100
21878,100
22261,107
22261,107
22646,105
22646,105
23030,101
23030,101
23418,99
23418,99
23830,103
23830,103
24225,92
24225,92
24610,110
24610,110
24992,90
24992,90
25376,106
25376,106
25770,108
25770,108
26177,100
26177,100
26569,111
26569,111
26977,107
26977,107
27415,108
27415,108
27840,117
27840,117
28281,113
28281,113
28710,113
28710,113
29132,120
29132,120
29569,119
29569,119
30010,121
30010,121
30421,110
30421,110
30844,110
30844,110
31276,115
31276,115
31710,113
31710,113
32151,121
32151,121
32590,123
32590,123
33028,102
33028,102
33485,100
33485,100
33924,116
33924,116
34373,96
34373,96
34855,105
34855,105
35292,111
35292,111
35739,103
35739,103
36223,121
36223,121
36674,121
36674,121
37121,108
37121,108
37595,115
37595,115
38049,109
38049,109
38496,113
38496,113
38955,103
38955,103
39429,115
39429,115
39935,120
39935,120
40443,115
40443,115
40938,119
40938,119
41434,125
41434,125
41920,122
41920,122
42388,119
42388,119
42875,96
42875,96
43357,97
43357,97
43850,122
43850,122
44341,118
44341,118
44874,119
44874,119
45403,117
45403,117
45910,113
45910,113
46436,106
46436,106
46948,114
46948,114
47473,113
47473,113
47996,129
47996,129
48535,109
48535,109
49072,104
49072,104
49656,108
49656,108
50190,105
50190,105
50791,106
50791,106
51347,118
51347,118
51904,114
51904,114
52460,124
52460,124
52997,118
52997,118
53573,118
53573,118
54123,117
54123,117
54677,131
54677,131
55248,110
55248,110
55826,88
55826,88
56411,97
56411,97
56994,102
56994,102
57581,102
57581,102
58159,88
58159,88
58745,126
58745,126
59366,122
59366,122
59975,99
59975,99
60553,122
60553,122
61150,113
61150,113
61752,125
61752,125
62378,105
62378,105
62978,114
62978,114
64021,102
64021,102
64592,119
64592,119
65219,105
65219,105
65842,121
65842,121
66457,116
66457,116
67084,114
67084,114
67704,134
67704,134
68321,111
68321,111
68896,106
68896,106
69519,109
69519,109
70137,124
70137,124
70757,121
70757,121
71387,124
71387,124
72016,106
72016,106
72638,116
72638,116
73271,108
73271,108
73901,116
73901,116
74554,119
74554,119
75210,126
75210,126
75869,106
75869,106
76547,116
76547,116
77194,104
77194,104
77826,124
77826,124
78454,116
78454,116
79088,118
79088,118
79731,124
79731,124
80373,107
80373,107
81042,100
81042,100
81712,96
81712,96
82366,111
82366,111
83031,121
83031,121
83684,126
83684,126
84340,113
84340,113
85008,116
85008,116
85658,120
85658,120
86288,121
86288,121
86965,115
86965,115
87616,124
87616,124
88323,112
88323,112
89006,129
89006,129
89666,122
89666,122
90337,123
90337,123
91031,122
91031,122
91738,116
91738,116
92435,117
92435,117
93129,105
93129,105
93824,123
93824,123
94509,103
94509,103
95203,116
95203,116
95876,100
95876,100
96575,120
96575,120
97250,98
97250,98
97954,99
97954,99
98649,107
98649,107
99339,104
99339,104
100032,115
100032,115
100689,110
100689,110
101389,114
101389,114
102087,113
