Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,10.0
89.0,0.0,100,100,100
145.0,20.0,100,100.0,0.05
160.0,37.0,100,100.0,10.0
660.0,0.0,100,100.0,10.0
1146.0,3.0,100,100.0,10.0
1161.0,15.0,100,100.0,10.0
1177.0,18.0,100,100.0,10.0
1207.0,8.0,100,100.0,10.0
1240.0,6.0,100,100.0,10.0
1273.0,7.0,100,100.0,10.0
1318.0,6.0,100,100.0,10.0
1362.0,7.0,100,100.0,10.0
1422.0,5.0,100,100.0,10.0
1467.0,8.0,100,100.0,10.0
1896.0,107.0,101.56,100.0,10.0
1988.0,27.0,101.56,100.0,10.0
1996.0,38.0,101.56,100.0,10.0
2009.0,26.0,101.56,100.0,10.0
2011.0,86.0,101.56,100.0,10.0
2021.0,14.0,101.56,100.0,10.0
2044.0,8.0,101.56,100.0,10.0
2058.0,27.0,101.56,100.0,10.0
2096.0,8.0,101.56,100.0,10.0
2118.0,8.0,101.56,100.0,10.0
2162.0,10.0,101.56,100.0,10.0
2214.0,5.0,101.56,100.0,10.0
2258.0,3.0,101.56,100.0,10.0
2266.0,30.0,101.56,100.0,10.0
2277.0,27.0,101.56,100.0,10.0
2295.0,111.0,110.94,100.0,10.0
2318.0,17.0,110.94,100.0,10.0
2369.0,5.0,110.94,100.0,10.0
2391.0,9.0,110.94,100.0,10.0
2427.0,7.0,110.94,100.0,10.0
2442.0,0.0,114.84,100.0,10.0
2485.0,30.0,114.84,100.0,10.0
2501.0,14.0,114.84,100.0,10.0
2512.0,46.0,114.84,100.0,10.0
2522.0,33.0,114.84,100.0,10.0
2540.0,23.0,114.84,100.0,10.0
2543.0,51.0,114.84,100.0,10.0
2560.0,13.0,114.84,100.0,10.0
2566.0,36.0,114.84,100.0,10.0
2581.0,14.0,114.84,100.0,10.0
2601.0,10.0,114.84,100.0,10.0
2620.0,12.0,114.84,100.0,10.0
2634.0,18.0,114.84,100.0,10.0
2653.0,17.0,114.84,100.0,10.0
2668.0,11.0,114.84,100.0,10.0
2690.0,11.0,114.84,100.0,10.0
2706.0,20.0,114.84,100.0,10.0
2732.0,10.0,114.84,100.0,10.0
2745.0,17.0,114.84,100.0,10.0
2771.0,11.0,114.84,100.0,10.0
2784.0,17.0,114.84,100.0,10.0
2794.0,24.0,114.84,100.0,10.0
2800.0,31.0,114.84,100.0,10.0
2815.0,21.0,114.84,100.0,10.0
2834.0,13.0,114.84,100.0,10.0
2850.0,13.0,114.84,100.0,10.0
2872.0,11.0,114.84,100.0,10.0
2900.0,6.0,114.84,100.0,10.0
2920.0,15.0,114.84,100.0,10.0
2925.0,80.0,114.84,100.0,10.0
2934.0,17.0,114.84,100.0,10.0
2943.0,21.0,114.84,100.0,10.0
2960.0,21.0,114.84,100.0,10.0
2985.0,14.0,114.84,100.0,10.0
2994.0,20.0,114.84,100.0,10.0
3012.0,15.0,114.84,100.0,10.0
3041.0,8.0,114.84,100.0,10.0
3049.0,16.0,114.84,100.0,10.0
3051.0,85.0,114.84,100.0,10.0
3057.0,34.0,114.84,100.0,10.0
3060.0,74.0,114.84,100.0,10.0
3078.0,10.0,114.84,100.0,10.0
3103.0,13.0,114.84,100.0,10.0
3135.0,13.0,114.84,100.0,10.0
3151.0,13.0,114.84,100.0,10.0
3171.0,10.0,114.84,100.0,10.0
3197.0,6.0,114.84,100.0,10.0
3204.0,33.0,114.84,100.0,10.0
3213.0,19.0,114.84,100.0,10.0
3230.0,8.0,114.84,100.0,10.0
3252.0,15.0,114.84,100.0,10.0
3272.0,11.0,114.84,100.0,10.0
3294.0,12.0,114.84,100.0,10.0
3310.0,18.0,114.84,100.0,10.0
3335.0,7.0,114.84,100.0,10.0
3345.0,20.0,114.84,100.0,10.0
3363.0,14.0,114.84,100.0,10.0
3375.0,25.0,114.84,100.0,10.0
3396.0,16.0,114.84,100.0,10.0
3414.0,20.0,114.84,100.0,10.0
3430.0,12.0,114.84,100.0,10.0
3448.0,10.0,114.84,100.0,10.0
3467.0,11.0,114.84,100.0,10.0
3480.0,16.0,114.84,100.0,10.0
3501.0,8.0,114.84,100.0,10.0
3516.0,14.0,114.84,100.0,10.0
3527.0,16.0,114.84,100.0,10.0
3543.0,15.0,114.84,100.0,10.0
3568.0,6.0,114.84,100.0,10.0
3583.0,10.0,114.84,100.0,10.0
3598.0,18.0,114.84,100.0,10.0
3611.0,15.0,114.84,100.0,10.0
3628.0,15.0,114.84,100.0,10.0
3648.0,9.0,114.84,100.0,10.0
3661.0,13.0,114.84,100.0,10.0
3680.0,11.0,114.84,100.0,10.0
3693.0,21.0,114.84,100.0,10.0
3708.0,12.0,114.84,100.0,10.0
3721.0,15.0,114.84,100.0,10.0
3726.0,31.0,114.84,100.0,10.0
