Run,Time,JVM
1,394,JDKP
2,561,JDKP
3,584,JDKP
4,417,JDKP
5,406,JDKP
6,383,JDKP
7,402,JDKP
8,399,JDKP
9,382,JDKP
10,401,JDKP
11,392,JDKP
12,549,JDKP
13,458,JDKP
14,478,JDKP
15,402,JDKP
16,409,JDKP
1,391,JDKA
2,380,JDKA
3,433,JDKA
4,411,JDKA
5,420,JDKA
6,418,JDKA
7,457,JDKA
8,416,JDKA
9,406,JDKA
10,439,JDKA
11,427,JDKA
12,468,JDKA
13,390,JDKA
14,417,JDKA
15,449,JDKA
16,527,JDKA
1,455,JDKB
2,402,JDKB
3,401,JDKB
4,393,JDKB
5,431,JDKB
6,404,JDKB
7,525,JDKB
8,443,JDKB
9,402,JDKB
10,452,JDKB
11,373,JDKB
12,439,JDKB
13,408,JDKB
14,388,JDKB
15,401,JDKB
16,465,JDKB
1,470,JDKG
2,428,JDKG
3,390,JDKG
4,400,JDKG
5,399,JDKG
6,398,JDKG
7,422,JDKG
8,409,JDKG
9,400,JDKG
10,434,JDKG
11,405,JDKG
12,406,JDKG
13,397,JDKG
14,436,JDKG
15,419,JDKG
16,400,JDKG
1,446,JDKD
2,467,JDKD
3,467,JDKD
4,396,JDKD
5,409,JDKD
6,401,JDKD
7,438,JDKD
8,418,JDKD
9,404,JDKD
10,453,JDKD
11,417,JDKD
12,410,JDKD
13,419,JDKD
14,383,JDKD
15,484,JDKD
16,419,JDKD
1,590,JDKR
2,453,JDKR
3,396,JDKR
4,391,JDKR
5,455,JDKR
6,474,JDKR
7,407,JDKR
8,401,JDKR
9,398,JDKR
10,396,JDKR
11,407,JDKR
12,422,JDKR
13,425,JDKR
14,402,JDKR
15,438,JDKR
16,454,JDKR
1,441,JDKI
2,421,JDKI
3,490,JDKI
4,415,JDKI
5,404,JDKI
6,438,JDKI
7,406,JDKI
8,439,JDKI
9,421,JDKI
10,442,JDKI
11,452,JDKI
12,405,JDKI
13,385,JDKI
14,400,JDKI
15,552,JDKI
16,411,JDKI
1,300,JDKF
2,415,JDKF
3,422,JDKF
4,385,JDKF
5,378,JDKF
6,376,JDKF
7,410,JDKF
8,351,JDKF
9,383,JDKF
10,387,JDKF
11,370,JDKF
12,385,JDKF
13,369,JDKF
14,401,JDKF
15,372,JDKF
16,393,JDKF
1,572,JDKE
2,503,JDKE
3,563,JDKE
4,539,JDKE
5,494,JDKE
6,671,JDKE
7,545,JDKE
8,621,JDKE
9,534,JDKE
10,556,JDKE
11,570,JDKE
12,599,JDKE
13,478,JDKE
14,534,JDKE
15,655,JDKE
16,519,JDKE
1,572,JDKE
2,503,JDKE
3,563,JDKE
4,539,JDKE
5,494,JDKE
6,671,JDKE
7,545,JDKE
8,621,JDKE
9,534,JDKE
10,556,JDKE
11,570,JDKE
12,599,JDKE
13,478,JDKE
14,534,JDKE
15,655,JDKE
16,519,JDKE
