Run,Time,JVM
1,1812,JDKA
2,1785,JDKA
3,1851,JDKA
4,1707,JDKA
5,1958,JDKA
6,2019,JDKA
7,1825,JDKA
8,1801,JDKA
9,1643,JDKA
10,1890,JDKA
11,1834,JDKA
12,1950,JDKA
13,1731,JDKA
14,1790,JDKA
15,1772,JDKA
16,1732,JDKA
1,1588,JDKF
2,1628,JDKF
3,1472,JDKF
4,1545,JDKF
5,1647,JDKF
6,1513,JDKF
7,1564,JDKF
8,1594,JDKF
9,1572,JDKF
10,1580,JDKF
11,1531,JDKF
12,1612,JDKF
13,1700,JDKF
14,1618,JDKF
15,1545,JDKF
16,1562,JDKF
1,1662,JDKR
2,1642,JDKR
3,1697,JDKR
4,1641,JDKR
5,1855,JDKR
6,1768,JDKR
7,1654,JDKR
8,1788,JDKR
9,1686,JDKR
10,1638,JDKR
11,1741,JDKR
12,1740,JDKR
13,1643,JDKR
14,1736,JDKR
15,1711,JDKR
16,1637,JDKR
1,1659,JDKI
2,1695,JDKI
3,1624,JDKI
4,1676,JDKI
5,1748,JDKI
6,1704,JDKI
7,1641,JDKI
8,2474,JDKI
9,2330,JDKI
10,1676,JDKI
11,1721,JDKI
12,1718,JDKI
13,1687,JDKI
14,1803,JDKI
15,1670,JDKI
16,1732,JDKI
1,1714,JDKG
2,1644,JDKG
3,1784,JDKG
4,1714,JDKG
5,1665,JDKG
6,1709,JDKG
7,1770,JDKG
8,1623,JDKG
9,1657,JDKG
10,1652,JDKG
11,1682,JDKG
12,1663,JDKG
13,1716,JDKG
14,1728,JDKG
15,1648,JDKG
16,1674,JDKG
1,1795,JDKE
2,1639,JDKE
3,1827,JDKE
4,1684,JDKE
5,1676,JDKE
6,1689,JDKE
7,1686,JDKE
8,2282,JDKE
9,1723,JDKE
10,1785,JDKE
11,1702,JDKE
12,1630,JDKE
13,1687,JDKE
14,1720,JDKE
15,1704,JDKE
16,1620,JDKE
1,1574,JDKB
2,1485,JDKB
3,1656,JDKB
4,1678,JDKB
5,1764,JDKB
6,1705,JDKB
7,1574,JDKB
8,1471,JDKB
9,1651,JDKB
10,1604,JDKB
11,1740,JDKB
12,1733,JDKB
13,1672,JDKB
14,1706,JDKB
15,1613,JDKB
16,1616,JDKB
1,1688,JDKP
2,1626,JDKP
3,1679,JDKP
4,1687,JDKP
5,1679,JDKP
6,1535,JDKP
7,1606,JDKP
8,1616,JDKP
9,1571,JDKP
10,1793,JDKP
11,1686,JDKP
12,1630,JDKP
13,1643,JDKP
14,1647,JDKP
15,1643,JDKP
16,1668,JDKP
1,1658,JDKD
2,1533,JDKD
3,1633,JDKD
4,1604,JDKD
5,1632,JDKD
6,1560,JDKD
7,1773,JDKD
8,1662,JDKD
9,1520,JDKD
10,1751,JDKD
11,1699,JDKD
12,1512,JDKD
13,1633,JDKD
14,1624,JDKD
15,1594,JDKD
16,1683,JDKD
