Run,Time,JVM
1,8265,JDKA
2,8566,JDKA
3,8727,JDKA
4,7728,JDKA
5,8549,JDKA
6,8732,JDKA
7,8602,JDKA
8,8190,JDKA
9,8497,JDKA
10,8828,JDKA
11,7984,JDKA
12,8283,JDKA
13,7714,JDKA
14,8101,JDKA
15,8198,JDKA
16,8402,JDKA
1,8464,JDKI
2,8416,JDKI
3,8572,JDKI
4,8586,JDKI
5,8452,JDKI
6,8313,JDKI
7,8676,JDKI
8,8850,JDKI
9,8417,JDKI
10,8734,JDKI
11,8560,JDKI
12,8755,JDKI
13,8734,JDKI
14,8795,JDKI
15,9094,JDKI
16,8755,JDKI
1,8455,JDKG
2,8904,JDKG
3,8616,JDKG
4,8409,JDKG
5,8287,JDKG
6,8019,JDKG
7,8589,JDKG
8,8378,JDKG
9,8420,JDKG
10,8263,JDKG
11,8019,JDKG
12,9058,JDKG
13,8353,JDKG
14,8194,JDKG
15,7651,JDKG
16,8750,JDKG
1,8454,JDKF
2,8262,JDKF
3,7994,JDKF
4,8419,JDKF
5,8366,JDKF
6,8311,JDKF
7,8286,JDKF
8,7972,JDKF
9,8639,JDKF
10,8056,JDKF
11,8203,JDKF
12,8413,JDKF
13,8630,JDKF
14,8279,JDKF
15,8190,JDKF
16,8498,JDKF
1,8728,JDKP
2,7769,JDKP
3,8739,JDKP
4,8128,JDKP
5,8505,JDKP
6,8025,JDKP
7,8116,JDKP
8,8487,JDKP
9,8636,JDKP
10,7637,JDKP
11,7801,JDKP
12,8720,JDKP
13,8364,JDKP
14,8545,JDKP
15,8738,JDKP
16,8333,JDKP
1,8870,JDKB
2,8785,JDKB
3,8170,JDKB
4,7963,JDKB
5,8065,JDKB
6,7842,JDKB
7,8259,JDKB
8,8188,JDKB
9,7931,JDKB
10,8246,JDKB
11,8149,JDKB
12,8463,JDKB
13,8085,JDKB
14,7957,JDKB
15,8504,JDKB
16,7862,JDKB
1,8171,JDKR
2,8756,JDKR
3,7855,JDKR
4,8062,JDKR
5,8197,JDKR
6,8583,JDKR
7,8485,JDKR
8,7801,JDKR
9,8089,JDKR
10,7974,JDKR
11,8557,JDKR
12,8043,JDKR
13,8244,JDKR
14,8888,JDKR
15,8655,JDKR
16,8259,JDKR
1,8755,JDKE
2,8157,JDKE
3,8573,JDKE
4,8346,JDKE
5,8246,JDKE
6,9468,JDKE
7,8802,JDKE
8,8702,JDKE
9,8653,JDKE
10,8907,JDKE
11,8162,JDKE
12,8990,JDKE
13,8571,JDKE
14,8434,JDKE
15,8898,JDKE
16,8428,JDKE
1,8226,JDKD
2,8898,JDKD
3,8508,JDKD
4,8600,JDKD
5,8889,JDKD
6,7894,JDKD
7,8691,JDKD
8,8370,JDKD
9,8836,JDKD
10,8631,JDKD
11,8254,JDKD
12,8591,JDKD
13,7911,JDKD
14,8224,JDKD
15,8733,JDKD
16,8673,JDKD
