Run,Time,JVM
1,391,JDKP
2,400,JDKP
3,419,JDKP
4,392,JDKP
5,456,JDKP
6,437,JDKP
7,453,JDKP
8,574,JDKP
9,400,JDKP
10,408,JDKP
11,431,JDKP
12,429,JDKP
13,474,JDKP
14,390,JDKP
15,464,JDKP
16,434,JDKP
1,394,JDKD
2,530,JDKD
3,406,JDKD
4,429,JDKD
5,427,JDKD
6,410,JDKD
7,407,JDKD
8,399,JDKD
9,543,JDKD
10,428,JDKD
11,525,JDKD
12,493,JDKD
13,383,JDKD
14,402,JDKD
15,393,JDKD
16,406,JDKD
1,467,JDKG
2,400,JDKG
3,423,JDKG
4,465,JDKG
5,418,JDKG
6,436,JDKG
7,421,JDKG
8,413,JDKG
9,424,JDKG
10,389,JDKG
11,438,JDKG
12,401,JDKG
13,671,JDKG
14,390,JDKG
15,525,JDKG
16,401,JDKG
1,386,JDKB
2,405,JDKB
3,384,JDKB
4,386,JDKB
5,392,JDKB
6,531,JDKB
7,407,JDKB
8,418,JDKB
9,418,JDKB
10,406,JDKB
11,409,JDKB
12,456,JDKB
13,410,JDKB
14,409,JDKB
15,405,JDKB
16,396,JDKB
1,422,JDKA
2,405,JDKA
3,423,JDKA
4,408,JDKA
5,429,JDKA
6,403,JDKA
7,396,JDKA
8,485,JDKA
9,444,JDKA
10,406,JDKA
11,403,JDKA
12,445,JDKA
13,394,JDKA
14,453,JDKA
15,408,JDKA
16,428,JDKA
1,410,JDKR
2,397,JDKR
3,413,JDKR
4,403,JDKR
5,402,JDKR
6,390,JDKR
7,406,JDKR
8,412,JDKR
9,422,JDKR
10,411,JDKR
11,430,JDKR
12,414,JDKR
13,444,JDKR
14,414,JDKR
15,407,JDKR
16,416,JDKR
1,389,JDKI
2,394,JDKI
3,419,JDKI
4,399,JDKI
5,419,JDKI
6,396,JDKI
7,415,JDKI
8,404,JDKI
9,423,JDKI
10,410,JDKI
11,402,JDKI
12,401,JDKI
13,389,JDKI
14,386,JDKI
15,422,JDKI
16,416,JDKI
1,521,JDKE
2,479,JDKE
3,501,JDKE
4,515,JDKE
5,701,JDKE
6,470,JDKE
7,570,JDKE
8,736,JDKE
9,568,JDKE
10,580,JDKE
11,699,JDKE
12,657,JDKE
13,506,JDKE
14,581,JDKE
15,590,JDKE
16,536,JDKE
1,349,JDKF
2,338,JDKF
3,381,JDKF
4,349,JDKF
5,425,JDKF
6,379,JDKF
7,358,JDKF
8,411,JDKF
9,378,JDKF
10,363,JDKF
11,355,JDKF
12,356,JDKF
13,368,JDKF
14,370,JDKF
15,416,JDKF
16,348,JDKF
