Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,0
712.0,72.0,100,100,0
716.0,74.0,100,100,0
719.0,78.0,100,100,0
722.0,77.0,100,100,0
726.0,78.0,100,100,0
730.0,2.0,100,100,0
1328.0,141.0,100,100,0
1647.0,102.0,100,100,0
1703.0,12.0,100,100,0
1742.0,76.0,100,100,0
1767.0,61.0,100,100,0
1797.0,112.0,100,100,0
1818.0,78.0,100,100,0
1855.0,165.0,100,100,0
1893.0,77.0,100,100,0
1919.0,108.0,100,100,0
1957.0,117.0,100,100,0
1990.0,119.0,100,100,0
2027.0,184.0,100,100,0
2078.0,180.0,100,100,0
2128.0,469.0,100,100,0
2158.0,369.0,100,100,0
2180.0,260.0,100,100,0
2205.0,231.0,100,100,0
2237.0,240.0,100,100,0
2273.0,274.0,100,100,0
2273.0,274.0,100,100,0
2292.0,266.0,100,100,0
2332.0,352.0,100,100,0
2357.0,299.0,100,100,0
2408.0,288.0,100,100,0
2408.0,288.0,100,100,0
2497.0,338.0,100,100,0
2624.0,226.0,100,100,0
2767.0,372.0,100,100,0
