Time,GC Util
0,0
0,0
1673,18
1673,18
2261,65
2261,65
2364,124
4899,22
4944,92
4944,92
4999,91
4999,91
5053,134
5091,99
5126,94
5126,94
5178,122
5178,122
5231,150
5282,111
5327,73
5327,73
5363,101
5363,101
5393,129
5422,124
5466,60
5466,60
5524,96
5524,96
5554,122
5580,101
5611,132
5611,132
5667,81
5667,81
5695,131
5720,114
5778,27
5778,27
5844,23
5844,23
5918,45
5918,45
5977,21
5977,21
6002,21
6002,21
6056,98
6056,98
6099,91
6099,91
6167,99
6167,99
6252,68
6252,68
6322,47
6322,47
6387,107
6387,107
6444,91
6444,91
6501,26
6501,26
6538,63
6538,63
6593,96
6593,96
6634,99
6634,99
6681,97
6681,97
6739,41
6739,41
6791,111
6791,111
6853,83
6853,83
6906,99
6906,99
7014,112
7014,112
7224,54
7224,54
7329,51
7329,51
7421,51
7421,51
7508,104
7508,104
7594,96
7594,96
7664,162
7710,113
7773,39
7822,112
7903,37
7960,48
8095,19
8203,96
8311,21
9537,68
9554,107
9566,94
9580,82
9591,52
9610,195
9610,195
9624,166
9624,166
9650,173
9650,173
9677,56
9677,56
9706,165
9706,165
9732,85
9732,85
9758,23
9758,23
9783,97
9783,97
9808,86
9808,86
9833,93
9833,93
9849,144
9861,83
9878,123
9887,31
9901,85
9912,132
9926,107
9935,32
9947,85
9956,103
9967,69
9976,63
9988,83
9999,53
10012,83
10020,167
10036,75
10036,75
10046,50
10046,50
10063,55
10063,55
10082,100
10082,100
10101,110
10101,110
10121,37
10121,37
10142,103
10142,103
10153,175
10163,37
10172,48
10180,31
10190,55
10197,86
10210,75
10217,40
10227,65
10234,53
10242,41
10249,116
10259,59
10265,108
10275,131
10275,131
10286,108
10286,108
10325,107
10325,107
10392,73
10392,73
10428,125
10467,51
10494,13
10519,111
10550,33
10575,117
10602,30
10614,111
10633,54
10645,113
10664,53
10676,106
10692,38
10704,108
10720,95
10720,95
10735,110
10735,110
10762,108
10762,108
10790,108
10790,108
10819,117
10819,117
10846,108
10846,108
10873,106
10873,106
10899,108
10899,108
10925,110
10925,110
10953,105
10953,105
10980,107
10980,107
11011,108
11011,108
11065,97
11065,97
11119,95
11119,95
11172,107
11172,107
12051,106
12051,106
12063,76
12063,76
12074,78
12074,78
12082,121
12086,80
12495,0
12623,107
12654,21
12681,118
12709,24
12742,71
12783,30
12818,107
12856,19
12875,107
12902,159
12902,159
12925,103
12925,103
12992,107
12992,107
13053,107
13053,107
13114,107
13114,107
13163,107
13163,107
13230,105
13230,105
13377,105
13377,105
13745,108
13745,108
14610,70
14610,70
14683,68
14683,68
14722,108
14758,74
14808,31
14851,108
14896,14
14938,96
14994,115
14994,115
