Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,10.0
72.0,0.0,100,100,100
107.0,34.0,100,100.0,0.05
120.0,42.0,100,100.0,10.0
247.0,1.0,100,100.0,10.0
298.0,3.0,100,100.0,10.0
317.0,4.0,100,100.0,10.0
332.0,6.0,100,100.0,10.0
356.0,4.0,100,100.0,10.0
377.0,2.0,100,100.0,10.0
411.0,1.0,100,100.0,10.0
452.0,2.0,100,100.0,10.0
479.0,3.0,100,100.0,10.0
538.0,1.0,100,100.0,10.0
587.0,2.0,100,100.0,10.0
625.0,69.0,100.0,100.0,10.0
654.0,22.0,100.0,100.0,10.0
662.0,23.0,100.0,100.0,10.0
681.0,19.0,100.0,100.0,10.0
685.0,34.0,100.0,100.0,10.0
700.0,12.0,100.0,100.0,10.0
728.0,4.0,100.0,100.0,10.0
743.0,8.0,100.0,100.0,10.0
776.0,13.0,100.0,100.0,10.0
822.0,3.0,100.0,100.0,10.0
844.0,16.0,100.0,100.0,10.0
871.0,8.0,100.0,100.0,10.0
898.0,7.0,100.0,100.0,10.0
919.0,21.0,100.0,100.0,10.0
921.0,75.0,100.0,100.0,10.0
932.0,16.0,100.0,100.0,10.0
949.0,28.0,110.94,100.0,10.0
974.0,46.0,110.94,100.0,10.0
1005.0,9.0,110.94,100.0,10.0
1041.0,6.0,110.94,100.0,10.0
1068.0,10.0,110.94,100.0,10.0
1092.0,13.0,110.94,100.0,10.0
1110.0,21.0,110.94,100.0,10.0
1124.0,11.0,110.94,100.0,10.0
1143.0,29.0,110.94,100.0,10.0
1162.0,8.0,110.94,100.0,10.0
1181.0,13.0,110.94,100.0,10.0
1201.0,9.0,110.94,100.0,10.0
1225.0,11.0,110.94,100.0,10.0
1247.0,9.0,110.94,100.0,10.0
1266.0,8.0,110.94,100.0,10.0
1275.0,66.0,110.94,100.0,10.0
1295.0,39.0,110.94,100.0,14.0
1308.0,11.0,110.94,100.0,10.0
1333.0,18.0,110.94,100.0,10.0
1354.0,10.0,110.94,100.0,10.0
1382.0,9.0,110.94,100.0,10.0
1399.0,18.0,110.94,100.0,10.0
1416.0,13.0,110.94,100.0,10.0
1426.0,15.0,110.94,100.0,10.0
1440.0,15.0,110.94,100.0,10.0
1476.0,6.0,110.94,100.0,10.0
1508.0,9.0,110.94,100.0,10.0
1532.0,6.0,110.94,100.0,10.0
1556.0,12.0,110.94,100.0,10.0
1578.0,17.0,110.94,100.0,10.0
1596.0,6.0,110.94,100.0,10.0
1611.0,9.0,110.94,100.0,10.0
1627.0,13.0,110.94,100.0,10.0
1635.0,18.0,110.94,100.0,10.0
1647.0,15.0,110.94,100.0,10.0
1672.0,16.0,110.94,100.0,10.0
1702.0,10.0,110.94,100.0,10.0
1738.0,9.0,110.94,100.0,10.0
1769.0,11.0,110.94,100.0,10.0
1787.0,9.0,110.94,100.0,10.0
1800.0,24.0,110.94,100.0,10.0
1815.0,11.0,110.94,100.0,10.0
1821.0,31.0,110.94,100.0,10.0
1838.0,17.0,110.94,100.0,10.0
1864.0,10.0,110.94,100.0,10.0
1887.0,13.0,110.94,100.0,10.0
1898.0,18.0,110.94,100.0,10.0
1928.0,19.0,110.94,100.0,10.0
1941.0,10.0,110.94,100.0,10.0
1955.0,22.0,110.94,100.0,10.0
1978.0,17.0,110.94,100.0,10.0
2001.0,11.0,110.94,100.0,10.0
2022.0,7.0,110.94,100.0,10.0
2042.0,27.0,110.94,100.0,10.0
2065.0,8.0,110.94,100.0,10.0
2083.0,9.0,110.94,100.0,10.0
2096.0,20.0,110.94,100.0,10.0
2112.0,16.0,110.94,100.0,10.0
2129.0,15.0,110.94,100.0,10.0
2144.0,14.0,110.94,100.0,10.0
2162.0,8.0,110.94,100.0,10.0
2189.0,8.0,110.94,100.0,10.0
2211.0,6.0,110.94,100.0,10.0
2233.0,7.0,110.94,100.0,10.0
2242.0,17.0,110.94,100.0,10.0
2258.0,16.0,110.94,100.0,10.0
2264.0,50.0,110.94,100.0,10.0
2279.0,19.0,110.94,100.0,10.0
2295.0,19.0,110.94,100.0,10.0
2323.0,10.0,110.94,100.0,10.0
2333.0,15.0,110.94,100.0,10.0
2340.0,22.0,110.94,100.0,10.0
2346.0,27.0,110.94,100.0,10.0
2372.0,6.0,110.94,100.0,10.0
2391.0,11.0,110.94,100.0,10.0
2408.0,11.0,110.94,100.0,10.0
2415.0,26.0,110.94,100.0,10.0
2425.0,49.0,110.94,100.0,10.0
2444.0,17.0,110.94,100.0,10.0
2475.0,20.0,110.94,100.0,10.0
2492.0,12.0,110.94,100.0,10.0
2511.0,8.0,110.94,100.0,10.0
2537.0,7.0,110.94,100.0,10.0
2550.0,14.0,110.94,100.0,10.0
2556.0,41.0,110.94,100.0,10.0
2565.0,17.0,110.94,100.0,10.0
2572.0,20.0,110.94,100.0,10.0
2588.0,21.0,110.94,100.0,10.0
2608.0,7.0,110.94,100.0,10.0
2630.0,10.0,110.94,100.0,10.0
2662.0,5.0,110.94,100.0,10.0
2677.0,11.0,110.94,100.0,10.0
2683.0,27.0,110.94,100.0,10.0
2697.0,11.0,110.94,100.0,10.0
2708.0,24.0,110.94,100.0,10.0
2716.0,21.0,110.94,100.0,10.0
2741.0,9.0,110.94,100.0,10.0
2764.0,9.0,110.94,100.0,10.0
2774.0,26.0,110.94,100.0,10.0
2797.0,20.0,110.94,100.0,10.0
2823.0,8.0,110.94,100.0,10.0
2846.0,7.0,110.94,100.0,10.0
2852.0,45.0,110.94,100.0,10.0
2861.0,25.0,110.94,100.0,10.0
2875.0,19.0,110.94,100.0,10.0
2892.0,17.0,110.94,100.0,10.0
2918.0,6.0,110.94,100.0,10.0
2942.0,21.0,110.94,100.0,10.0
2961.0,11.0,110.94,100.0,10.0
2986.0,8.0,110.94,100.0,10.0
3000.0,19.0,110.94,100.0,10.0
3017.0,17.0,110.94,100.0,10.0
3028.0,15.0,110.94,100.0,10.0
3046.0,15.0,110.94,100.0,10.0
3067.0,10.0,110.94,100.0,10.0
3089.0,14.0,110.94,100.0,10.0
3111.0,12.0,110.94,100.0,10.0
3133.0,8.0,110.94,100.0,10.0
3139.0,42.0,110.94,100.0,10.0
3153.0,21.0,110.94,100.0,10.0
3162.0,16.0,110.94,100.0,10.0
3175.0,21.0,110.94,100.0,10.0
3198.0,14.0,110.94,100.0,10.0
3223.0,12.0,110.94,100.0,10.0
3240.0,11.0,110.94,100.0,10.0
3260.0,10.0,110.94,100.0,10.0
3276.0,17.0,110.94,100.0,10.0
3282.0,31.0,110.94,100.0,10.0
3296.0,16.0,110.94,100.0,10.0
3307.0,13.0,110.94,100.0,10.0
3329.0,7.0,110.94,100.0,10.0
3338.0,14.0,110.94,100.0,10.0
3354.0,16.0,110.94,100.0,10.0
3380.0,8.0,110.94,100.0,10.0
3394.0,13.0,110.94,100.0,10.0
3411.0,12.0,110.94,100.0,10.0
3422.0,53.0,110.94,100.0,10.0
3431.0,19.0,110.94,100.0,10.0
3451.0,33.0,110.94,100.0,10.0
3463.0,17.0,110.94,100.0,10.0
3481.0,14.0,110.94,100.0,10.0
3509.0,11.0,110.94,100.0,10.0
3528.0,9.0,110.94,100.0,10.0
3546.0,15.0,110.94,100.0,10.0
3558.0,23.0,110.94,100.0,10.0
3570.0,20.0,110.94,100.0,10.0
3587.0,11.0,110.94,100.0,10.0
3601.0,12.0,110.94,100.0,10.0
3615.0,16.0,110.94,100.0,10.0
3634.0,11.0,110.94,100.0,10.0
3644.0,85.0,110.94,100.0,10.0
3664.0,12.0,110.94,100.0,26.4
3681.0,10.0,110.94,100.0,10.0
3688.0,30.0,110.94,100.0,10.0
3696.0,38.0,110.94,100.0,10.0
3704.0,24.0,110.94,100.0,10.0
3720.0,10.0,110.94,100.0,10.0
3733.0,14.0,110.94,100.0,10.0
3754.0,10.0,110.94,100.0,10.0
3763.0,21.0,110.94,100.0,10.0
3788.0,10.0,110.94,100.0,10.0
3807.0,31.0,110.94,100.0,10.0
3824.0,13.0,110.94,100.0,10.0
3836.0,43.0,110.94,100.0,10.0
3847.0,17.0,110.94,100.0,10.0
3862.0,48.0,110.94,100.0,10.0
3871.0,25.0,110.94,100.0,10.0
3891.0,8.0,110.94,100.0,10.0
3911.0,7.0,110.94,100.0,10.0
3968.0,2.0,110.94,100.0,10.0
4035.0,132.0,110.94,100.0,10.0
4048.0,18.0,110.94,100.0,200.0
4054.0,29.0,110.94,100.0,10.0
4068.0,15.0,110.94,100.0,10.0
4076.0,21.0,110.94,100.0,10.0
4102.0,11.0,110.94,100.0,10.0
4119.0,12.0,110.94,100.0,10.0
4128.0,18.0,110.94,100.0,10.0
4214.0,2.0,110.94,100.0,10.0
4260.0,8.0,110.94,100.0,10.0
4268.0,49.0,110.94,100.0,10.0
4282.0,17.0,110.94,100.0,10.0
4289.0,32.0,110.94,100.0,10.0
4306.0,12.0,110.94,100.0,10.0
4324.0,9.0,110.94,100.0,10.0
4339.0,11.0,110.94,100.0,10.0
4362.0,10.0,110.94,100.0,10.0
4380.0,11.0,110.94,100.0,10.0
4401.0,8.0,110.94,100.0,10.0
4416.0,17.0,110.94,100.0,10.0
4432.0,11.0,110.94,100.0,10.0
4454.0,9.0,110.94,100.0,10.0
4469.0,16.0,110.94,100.0,10.0
4488.0,10.0,110.94,100.0,10.0
4502.0,16.0,110.94,100.0,10.0
4515.0,16.0,110.94,100.0,10.0
4528.0,16.0,110.94,100.0,10.0
4540.0,13.0,110.94,100.0,10.0
4560.0,10.0,110.94,100.0,10.0
4570.0,16.0,110.94,100.0,10.0
4589.0,11.0,110.94,100.0,10.0
4616.0,8.0,110.94,100.0,10.0
4637.0,9.0,110.94,100.0,10.0
4661.0,8.0,110.94,100.0,10.0
4671.0,16.0,110.94,100.0,10.0
4679.0,27.0,110.94,100.0,10.0
4692.0,13.0,110.94,100.0,10.0
4716.0,8.0,110.94,100.0,10.0
4731.0,13.0,110.94,100.0,10.0
4749.0,11.0,110.94,100.0,10.0
4761.0,19.0,110.94,100.0,10.0
4786.0,7.0,110.94,100.0,10.0
4791.0,52.0,110.94,100.0,10.0
4799.0,21.0,110.94,100.0,10.0
4804.0,26.0,110.94,100.0,10.0
4822.0,12.0,110.94,100.0,10.0
4843.0,9.0,110.94,100.0,10.0
4860.0,17.0,110.94,100.0,10.0
4878.0,18.0,110.94,100.0,10.0
4898.0,8.0,110.94,100.0,10.0
4913.0,17.0,110.94,100.0,10.0
4918.0,39.0,110.94,12.5,10.0
4930.0,8.0,110.94,100.0,10.0
4940.0,19.0,110.94,100.0,10.0
4958.0,10.0,110.94,100.0,10.0
4974.0,10.0,110.94,100.0,10.0
4991.0,20.0,110.94,100.0,10.0
5004.0,13.0,110.94,100.0,10.0
5027.0,15.0,110.94,100.0,10.0
5038.0,22.0,110.94,100.0,10.0
5048.0,47.0,110.94,100.0,10.0
5059.0,14.0,110.94,100.0,10.0
5074.0,16.0,110.94,100.0,10.0
5091.0,10.0,110.94,100.0,10.0
5110.0,18.0,110.94,100.0,10.0
5116.0,36.0,110.94,100.0,10.0
5135.0,16.0,110.94,100.0,10.0
5150.0,13.0,110.94,100.0,10.0
5153.0,70.0,110.94,100.0,10.0
