Time,GC Util,heapSize,numThreads,GCInterval
0.0,0.0,100,100,100
349.0,27.0,100,100.0,100
381.0,36.0,100,100.0,100
535.0,111.0,100,100.0,100
650.0,106.0,100,100.0,100
673.0,0.0,100,100.0,100
720.0,137.0,100,100.0,100
751.0,54.0,100,100.0,100
787.0,42.0,100,100.0,100
812.0,77.0,100,100.0,100
828.0,77.0,100,12.5,100
844.0,83.0,100,100.0,100
859.0,60.0,100,12.5,100
883.0,85.0,100,100.0,100
901.0,71.0,100,12.5,100
918.0,71.0,100,12.5,100
932.0,78.0,100,12.5,100
946.0,76.0,100,12.5,100
960.0,83.0,100,12.5,100
973.0,93.0,100,12.5,100
986.0,90.0,100,100.0,100
1001.0,0.0,100,100.0,100
1016.0,82.0,100,12.5,100
1033.0,87.0,100,12.5,100
1050.0,86.0,100,100.0,100
1068.0,68.0,100,100.0,100
1088.0,76.0,100,12.5,100
1108.0,83.0,100,100.0,100
1125.0,70.0,100,100.0,100
1143.0,81.0,100,12.5,100
1165.0,74.0,100,12.5,100
1185.0,85.0,100,100.0,100
1204.0,71.0,100,100.0,100
1232.0,76.0,100,100.0,100
1257.0,78.0,100,100.0,100
1281.0,81.0,100,12.5,100
1308.0,80.0,100,12.5,100
1336.0,89.0,100,12.5,100
1365.0,86.0,100,100.0,100
1390.0,71.0,100,100.0,100
1416.0,89.0,100,100.0,100
1441.0,90.0,100,12.5,100
1470.0,120.0,100,100.0,100
1514.0,92.0,100,12.5,100
1536.0,106.0,100,12.5,100
1557.0,103.0,100,12.5,100
1577.0,115.0,100,100.0,100
1595.0,87.0,100,12.5,100
1616.0,112.0,100,12.5,100
1645.0,109.0,100,12.5,100
1667.0,115.0,100,12.5,100
1689.0,90.0,100,12.5,100
1720.0,115.0,100,12.5,100
1746.0,104.0,100,12.5,100
1772.0,113.0,100,100.0,100
1796.0,93.0,100,12.5,100
1824.0,92.0,100,12.5,100
1850.0,101.0,100,12.5,100
1876.0,95.0,100,12.5,100
1903.0,99.0,100,12.5,100
1928.0,94.0,100,12.5,100
1952.0,109.0,100,100.0,100
1979.0,95.0,100,12.5,100
2011.0,130.0,100,12.5,100
2040.0,119.0,100,100.0,100
2063.0,98.0,100,100.0,100
2085.0,94.0,100,12.5,100
2109.0,113.0,100,12.5,100
2133.0,110.0,100,12.5,100
2155.0,91.0,100,100.0,100
2177.0,90.0,100,12.5,100
2199.0,127.0,100,12.5,100
2222.0,112.0,100,12.5,100
2247.0,105.0,100,100.0,100
2268.0,98.0,100,12.5,100
2292.0,116.0,100,100.0,100
2313.0,97.0,100,12.5,100
2338.0,114.0,100,12.5,100
2363.0,113.0,100,12.5,100
2389.0,111.0,100,12.5,100
2415.0,104.0,100,12.5,100
2440.0,145.0,100,100.0,100
2463.0,102.0,100,100.0,100
2487.0,98.0,100,100.0,100
2511.0,91.0,100,12.5,100
2537.0,123.0,100,12.5,100
2562.0,109.0,100,12.5,100
2589.0,111.0,100,12.5,100
2615.0,108.0,100,12.5,100
2641.0,124.0,100,12.5,100
2669.0,117.0,100,12.5,100
2700.0,103.0,100,12.5,100
2733.0,139.0,100,12.5,100
2768.0,133.0,100,12.5,100
2803.0,141.0,100,12.5,100
2839.0,126.0,100,100.0,100
2872.0,107.0,100,12.5,100
2906.0,125.0,100,12.5,100
2940.0,128.0,100,100.0,100
2972.0,127.0,100,100.0,100
3005.0,107.0,100,100.0,100
3037.0,123.0,100,12.5,100
3071.0,140.0,100,12.5,100
3106.0,130.0,100,12.5,100
3143.0,128.0,100,100.0,100
3182.0,113.0,100,12.5,100
3225.0,127.0,100,12.5,100
3269.0,120.0,100,12.5,100
3311.0,131.0,100,12.5,100
3354.0,128.0,100,12.5,100
3391.0,127.0,100,100.0,100
3423.0,94.0,100,12.5,100
3457.0,135.0,100,100.0,100
3487.0,118.0,100,12.5,100
3520.0,123.0,100,12.5,100
3554.0,123.0,100,12.5,100
3588.0,143.0,100,12.5,100
3622.0,135.0,100,12.5,100
3657.0,143.0,100,12.5,100
3693.0,137.0,100,12.5,100
3724.0,125.0,100,100.0,100
3750.0,141.0,100,12.5,100
3778.0,155.0,100,12.5,100
3805.0,121.0,100,12.5,100
3833.0,136.0,100,100.0,100
3859.0,118.0,100,12.5,100
3889.0,143.0,100,12.5,100
3919.0,133.0,100,12.5,100
3951.0,169.0,100,12.5,100
3985.0,125.0,100,100.0,100
4019.0,110.0,100,12.5,100
4055.0,119.0,100,100.0,100
4088.0,126.0,100,12.5,100
4123.0,139.0,100,12.5,100
4160.0,125.0,100,12.5,100
4196.0,137.0,100,12.5,100
4232.0,121.0,100,100.0,100
4265.0,108.0,100,100.0,100
4298.0,120.0,100,100.0,100
4334.0,127.0,100,100.0,100
4370.0,107.0,100,12.5,100
4408.0,135.0,100,100.0,100
4443.0,121.0,100,100.0,100
4478.0,113.0,100,12.5,100
4516.0,142.0,100,100.0,100
4550.0,100.0,100,100.0,100
4583.0,124.0,100,12.5,100
4620.0,129.0,100,100.0,100
