Time,GC Util
0,0
0,0
19,0
19,0
37,19
37,19
227,0
227,0
266,4
266,4
371,1
371,1
425,1
425,1
486,1
486,1
555,71
555,71
592,4
592,4
638,1
638,1
941,0
941,0
972,7
972,7
1066,1
1066,1
1087,10
1087,10
1365,0
1365,0
1503,1
1503,1
1670,1
1670,1
1995,0
1995,0
2288,0
2288,0
2431,1
2431,1
2709,0
2709,0
3002,0
3002,0
3254,0
3254,0
3532,0
3532,0
3813,0
3813,0
4089,1
4089,1
4459,0
4459,0
4812,0
4812,0
5184,0
5184,0
5604,0
5604,0
5976,0
5976,0
5976,0
6386,0
6420,45
6420,45
6926,0
6926,0
7420,0
7420,0
7908,0
7908,0
8429,0
