Time,GC Util
0,0
0,0
267,23
267,23
482,23
482,23
571,129
656,101
749,67
749,67
784,62
784,62
896,28
896,28
927,115
958,63
1012,41
1012,41
1062,31
1062,31
1123,158
1142,36
1151,116
1151,116
1162,100
1162,100
1173,166
1178,169
1189,142
1189,142
1201,139
1201,139
1222,126
1222,126
1243,119
1243,119
1265,149
1265,149
1291,148
1291,148
1309,81
1309,81
1325,79
1325,79
1341,90
1341,90
1357,84
1357,84
1373,78
1373,78
1391,85
1391,85
1406,82
1406,82
1423,79
1423,79
1440,79
1440,79
1456,80
1456,80
1470,124
1470,124
1485,102
1485,102
1504,128
1504,128
1521,121
1521,121
1539,126
1539,126
1557,106
1557,106
1575,108
1575,108
1594,109
1594,109
1612,113
1612,113
1632,116
1632,116
1649,115
1649,115
1673,116
1673,116
1694,105
1694,105
1715,116
1715,116
1734,118
1734,118
1754,106
1754,106
1776,101
1776,101
1807,107
1807,107
1837,117
1837,117
1867,126
1867,126
1897,117
1897,117
1929,123
1929,123
1958,122
1958,122
2019,117
2019,117
2079,132
2079,132
2140,137
2140,137
2187,121
2187,121
2234,124
2234,124
2282,130
2282,130
2324,117
2324,117
2345,110
2345,110
2365,136
2365,136
2388,122
2388,122
2413,110
2413,110
2438,118
2438,118
2467,117
2467,117
2491,111
2491,111
2517,132
2517,132
2542,135
2542,135
2566,116
2566,116
2591,124
2591,124
2616,117
2616,117
2640,122
2640,122
2665,124
2665,124
2694,120
2694,120
2722,110
2722,110
2750,118
2750,118
2775,104
2775,104
2802,110
2802,110
2834,129
2834,129
2867,129
