Time,GC Util
0,0
0,0
20,0
20,0
40,18
40,18
80,4
80,4
215,1
215,1
255,4
255,4
269,5
269,5
278,7
278,7
292,5
292,5
310,4
310,4
334,2
334,2
359,2
359,2
394,2
394,2
423,2
423,2
476,1
476,1
524,2
524,2
549,70
549,70
559,19
559,19
572,18
572,18
579,25
579,25
586,25
586,25
595,14
595,14
602,18
602,18
617,23
617,23
626,17
626,17
645,7
645,7
700,7
700,7
752,4
752,4
767,13
767,13
786,12
786,12
786,12
799,13
826,94
826,94
843,10
843,10
880,4
880,4
901,8
901,8
901,8
913,15
925,102
925,102
997,4
997,4
1035,4
1035,4
1060,6
1060,6
1071,19
1071,19
1071,19
1101,6
1104,117
1104,117
1134,4
1134,4
1160,6
1160,6
1171,13
1171,13
1171,13
1195,6
1199,119
1199,119
1229,4
1229,4
1250,7
1250,7
1250,7
1264,10
1264,10
1289,6
1289,6
1300,11
1300,11
1321,7
1325,118
1325,118
1347,6
1347,6
1368,7
1368,7
1407,4
1407,4
1432,5
1432,5
1452,13
1452,13
1474,7
1474,7
1503,5
1503,5
1545,7
1545,7
1545,7
1557,16
1562,131
1562,131
1590,4
1590,4
1596,38
1596,38
1610,12
1610,12
1631,7
1631,7
1652,7
1652,7
1678,10
1678,10
1706,5
1706,5
1729,11
1729,11
1741,12
1741,12
1768,5
1768,5
1800,12
1800,12
1820,131
1820,131
1837,8
1837,8
1852,10
1852,10
1874,8
1874,8
1911,5
1911,5
1933,7
1933,7
1957,6
1957,6
1976,7
1976,7
2010,8
2010,8
2037,4
2037,4
2064,5
2064,5
2079,25
2079,25
2079,25
2104,5
2106,134
2106,134
2147,3
2147,3
2179,9
2179,9
2202,8
2202,8
2229,5
2229,5
2253,7
2253,7
2281,6
2281,6
2314,7
2314,7
2335,7
2335,7
2381,19
2381,19
2423,139
2423,139
2448,6
2448,6
2477,5
2477,5
2520,3
2520,3
2557,4
2557,4
2577,7
2577,7
2600,6
2600,6
2645,4
2645,4
2667,6
2667,6
2687,7
2687,7
2724,3
2724,3
2724,3
2762,4
2764,132
2764,132
2799,3
2799,3
2826,5
2826,5
2859,4
2859,4
2893,4
2893,4
2929,7
2929,7
2973,6
2973,6
3009,5
3009,5
3040,5
3040,5
3040,5
3074,5
3074,5
3120,6
3123,133
3123,133
3162,4
3162,4
3187,6
3187,6
3224,4
3224,4
3265,4
3265,4
3303,7
3303,7
3348,6
3348,6
3384,4
3384,4
3404,7
3404,7
3424,13
3424,13
3463,7
3463,7
3463,7
3512,8
3512,8
3535,8
3540,120
3540,120
3585,7
3585,7
3613,6
3613,6
3654,7
3654,7
3683,6
3683,6
3725,4
3725,4
3760,6
3760,6
3786,8
