Run,Time,JVM
1,8421,JDK8-9-9
2,8457,JDK8-9-9
3,7195,JDK8-9-9
4,8178,JDK8-9-9
5,7630,JDK8-9-9
6,8198,JDK8-9-9
7,7370,JDK8-9-9
8,7492,JDK8-9-9
9,8100,JDK8-9-9
10,8716,JDK8-9-9
11,7936,JDK8-9-9
12,7666,JDK8-9-9
13,7566,JDK8-9-9
14,8095,JDK8-9-9
15,8672,JDK8-9-9
16,7787,JDK8-9-9
1,8262,JDK2-2-1
2,8432,JDK2-2-1
3,8654,JDK2-2-1
4,7675,JDK2-2-1
5,8163,JDK2-2-1
6,8104,JDK2-2-1
7,7677,JDK2-2-1
8,8716,JDK2-2-1
9,8252,JDK2-2-1
10,8304,JDK2-2-1
11,8190,JDK2-2-1
12,8127,JDK2-2-1
13,7589,JDK2-2-1
14,8181,JDK2-2-1
15,8342,JDK2-2-1
16,7854,JDK2-2-1
1,8645,JDK3-2-1
2,7841,JDK3-2-1
3,8158,JDK3-2-1
4,7744,JDK3-2-1
5,8278,JDK3-2-1
6,8601,JDK3-2-1
7,8396,JDK3-2-1
8,8449,JDK3-2-1
9,7574,JDK3-2-1
10,7526,JDK3-2-1
11,7891,JDK3-2-1
12,8143,JDK3-2-1
13,8570,JDK3-2-1
14,8020,JDK3-2-1
15,7813,JDK3-2-1
16,8232,JDK3-2-1
1,7920,JDKE
2,8229,JDKE
3,8289,JDKE
4,8121,JDKE
5,8199,JDKE
6,8223,JDKE
7,7740,JDKE
8,7479,JDKE
9,8139,JDKE
10,8280,JDKE
11,7994,JDKE
12,8193,JDKE
13,7414,JDKE
14,7900,JDKE
15,8532,JDKE
16,8165,JDKE
1,8828,JDK5-6-7
2,8708,JDK5-6-7
3,8592,JDK5-6-7
4,7834,JDK5-6-7
5,7505,JDK5-6-7
6,8282,JDK5-6-7
7,8201,JDK5-6-7
8,7632,JDK5-6-7
9,8064,JDK5-6-7
10,7683,JDK5-6-7
11,7580,JDK5-6-7
12,7811,JDK5-6-7
13,7602,JDK5-6-7
14,7797,JDK5-6-7
15,8590,JDK5-6-7
16,8427,JDK5-6-7
1,8586,JDK2-3-2
2,8819,JDK2-3-2
3,8261,JDK2-3-2
4,8247,JDK2-3-2
5,8442,JDK2-3-2
6,8391,JDK2-3-2
7,8639,JDK2-3-2
8,8815,JDK2-3-2
9,8931,JDK2-3-2
10,8612,JDK2-3-2
11,8853,JDK2-3-2
12,8129,JDK2-3-2
13,8444,JDK2-3-2
14,8308,JDK2-3-2
15,8133,JDK2-3-2
16,8497,JDK2-3-2
1,7731,JDK1-1-3
2,7567,JDK1-1-3
3,8663,JDK1-1-3
4,8596,JDK1-1-3
5,8464,JDK1-1-3
6,8655,JDK1-1-3
7,8218,JDK1-1-3
8,8111,JDK1-1-3
9,8026,JDK1-1-3
10,7563,JDK1-1-3
11,8786,JDK1-1-3
12,7732,JDK1-1-3
13,8327,JDK1-1-3
14,7853,JDK1-1-3
15,7959,JDK1-1-3
16,8852,JDK1-1-3
1,7813,JDK2-2-2
2,8330,JDK2-2-2
3,8140,JDK2-2-2
4,8295,JDK2-2-2
5,8504,JDK2-2-2
6,8160,JDK2-2-2
7,8270,JDK2-2-2
8,7986,JDK2-2-2
9,8341,JDK2-2-2
10,7422,JDK2-2-2
11,8680,JDK2-2-2
12,7559,JDK2-2-2
13,7476,JDK2-2-2
14,8558,JDK2-2-2
15,8491,JDK2-2-2
16,8764,JDK2-2-2
1,8440,JDK5-4-4
2,8500,JDK5-4-4
3,8577,JDK5-4-4
4,8475,JDK5-4-4
5,7800,JDK5-4-4
6,8090,JDK5-4-4
7,8346,JDK5-4-4
8,8508,JDK5-4-4
9,8641,JDK5-4-4
10,8104,JDK5-4-4
11,8702,JDK5-4-4
12,8184,JDK5-4-4
13,7976,JDK5-4-4
14,8525,JDK5-4-4
15,8728,JDK5-4-4
16,8659,JDK5-4-4
1,8271,JDKF
2,7681,JDKF
3,7586,JDKF
4,7718,JDKF
5,7585,JDKF
6,7847,JDKF
7,7912,JDKF
8,7295,JDKF
9,8070,JDKF
10,7579,JDKF
11,7906,JDKF
12,7682,JDKF
13,7915,JDKF
14,8036,JDKF
15,7443,JDKF
16,8361,JDKF
1,8497,JDK3-2-3
2,7785,JDK3-2-3
3,8315,JDK3-2-3
4,8154,JDK3-2-3
5,8242,JDK3-2-3
6,8622,JDK3-2-3
7,8408,JDK3-2-3
8,8096,JDK3-2-3
9,8697,JDK3-2-3
10,8518,JDK3-2-3
11,7607,JDK3-2-3
12,8479,JDK3-2-3
13,7979,JDK3-2-3
14,7745,JDK3-2-3
15,8132,JDK3-2-3
16,7916,JDK3-2-3
