Run,Time,JVM
1,8834,JDK5-4-4
2,8632,JDK5-4-4
3,8869,JDK5-4-4
4,8596,JDK5-4-4
5,8310,JDK5-4-4
6,8799,JDK5-4-4
7,8871,JDK5-4-4
8,8309,JDK5-4-4
9,8345,JDK5-4-4
10,8555,JDK5-4-4
11,8472,JDK5-4-4
12,8436,JDK5-4-4
13,8152,JDK5-4-4
14,7587,JDK5-4-4
15,8116,JDK5-4-4
16,8328,JDK5-4-4
1,7919,JDKF
2,8145,JDKF
3,8176,JDKF
4,7898,JDKF
5,7629,JDKF
6,8309,JDKF
7,7719,JDKF
8,8125,JDKF
9,7905,JDKF
10,8180,JDKF
11,7946,JDKF
12,7589,JDKF
13,7995,JDKF
14,7902,JDKF
15,8166,JDKF
16,8284,JDKF
1,8742,JDK3-2-3
2,8160,JDK3-2-3
3,8730,JDK3-2-3
4,8115,JDK3-2-3
5,8507,JDK3-2-3
6,8305,JDK3-2-3
7,8386,JDK3-2-3
8,8140,JDK3-2-3
9,7720,JDK3-2-3
10,8049,JDK3-2-3
11,7762,JDK3-2-3
12,8661,JDK3-2-3
13,7856,JDK3-2-3
14,8260,JDK3-2-3
15,7672,JDK3-2-3
16,7312,JDK3-2-3
1,8414,JDK1-1-3
2,8054,JDK1-1-3
3,7996,JDK1-1-3
4,8225,JDK1-1-3
5,8669,JDK1-1-3
6,7464,JDK1-1-3
7,8652,JDK1-1-3
8,8480,JDK1-1-3
9,8644,JDK1-1-3
10,7342,JDK1-1-3
11,8179,JDK1-1-3
12,8701,JDK1-1-3
13,8226,JDK1-1-3
14,8588,JDK1-1-3
15,8215,JDK1-1-3
16,8546,JDK1-1-3
1,8222,JDK2-2-2
2,8383,JDK2-2-2
3,7771,JDK2-2-2
4,8326,JDK2-2-2
5,8419,JDK2-2-2
6,8148,JDK2-2-2
7,8724,JDK2-2-2
8,7848,JDK2-2-2
9,7623,JDK2-2-2
10,8246,JDK2-2-2
11,7577,JDK2-2-2
12,7913,JDK2-2-2
13,7955,JDK2-2-2
14,8238,JDK2-2-2
15,7903,JDK2-2-2
16,8216,JDK2-2-2
1,8099,JDK5-6-7
2,8761,JDK5-6-7
3,8744,JDK5-6-7
4,8389,JDK5-6-7
5,8547,JDK5-6-7
6,8436,JDK5-6-7
7,8706,JDK5-6-7
8,8449,JDK5-6-7
9,8188,JDK5-6-7
10,8397,JDK5-6-7
11,8176,JDK5-6-7
12,7964,JDK5-6-7
13,8662,JDK5-6-7
14,8399,JDK5-6-7
15,8362,JDK5-6-7
16,8696,JDK5-6-7
1,9080,JDK2-3-2
2,8696,JDK2-3-2
3,8641,JDK2-3-2
4,9118,JDK2-3-2
5,10581,JDK2-3-2
6,8713,JDK2-3-2
7,8558,JDK2-3-2
8,8504,JDK2-3-2
9,8328,JDK2-3-2
10,8930,JDK2-3-2
11,9459,JDK2-3-2
12,8440,JDK2-3-2
13,8150,JDK2-3-2
14,8720,JDK2-3-2
15,9887,JDK2-3-2
16,8372,JDK2-3-2
1,7715,JDK3-2-1
2,8774,JDK3-2-1
3,7820,JDK3-2-1
4,8438,JDK3-2-1
5,8259,JDK3-2-1
6,8666,JDK3-2-1
7,7674,JDK3-2-1
8,8254,JDK3-2-1
9,8268,JDK3-2-1
10,8008,JDK3-2-1
11,8579,JDK3-2-1
12,8669,JDK3-2-1
13,8323,JDK3-2-1
14,7770,JDK3-2-1
15,8330,JDK3-2-1
16,7830,JDK3-2-1
1,8563,JDKE
2,7893,JDKE
3,8883,JDKE
4,8576,JDKE
5,8024,JDKE
6,8249,JDKE
7,7938,JDKE
8,7847,JDKE
9,8606,JDKE
10,8358,JDKE
11,8534,JDKE
12,7981,JDKE
13,8562,JDKE
14,8650,JDKE
15,7743,JDKE
16,8623,JDKE
1,7852,JDK2-2-1
2,8053,JDK2-2-1
3,8476,JDK2-2-1
4,8609,JDK2-2-1
5,8551,JDK2-2-1
6,8845,JDK2-2-1
7,7992,JDK2-2-1
8,8341,JDK2-2-1
9,7948,JDK2-2-1
10,8286,JDK2-2-1
11,8531,JDK2-2-1
12,8052,JDK2-2-1
13,8202,JDK2-2-1
14,7778,JDK2-2-1
15,8466,JDK2-2-1
16,8244,JDK2-2-1
1,8098,JDK8-9-9
2,8017,JDK8-9-9
3,7645,JDK8-9-9
4,8831,JDK8-9-9
5,7758,JDK8-9-9
6,8431,JDK8-9-9
7,8168,JDK8-9-9
8,8651,JDK8-9-9
9,8687,JDK8-9-9
10,8755,JDK8-9-9
11,8400,JDK8-9-9
12,8673,JDK8-9-9
13,8033,JDK8-9-9
14,7830,JDK8-9-9
15,8638,JDK8-9-9
16,8359,JDK8-9-9
