Run,Time,JVM
1,910,JDK5-4-4
2,823,JDK5-4-4
3,813,JDK5-4-4
4,907,JDK5-4-4
5,1064,JDK5-4-4
6,759,JDK5-4-4
7,772,JDK5-4-4
8,816,JDK5-4-4
9,806,JDK5-4-4
10,769,JDK5-4-4
11,752,JDK5-4-4
12,867,JDK5-4-4
13,775,JDK5-4-4
14,833,JDK5-4-4
15,801,JDK5-4-4
16,798,JDK5-4-4
1,845,JDK3-2-1
2,781,JDK3-2-1
3,776,JDK3-2-1
4,704,JDK3-2-1
5,769,JDK3-2-1
6,758,JDK3-2-1
7,906,JDK3-2-1
8,768,JDK3-2-1
9,737,JDK3-2-1
10,789,JDK3-2-1
11,771,JDK3-2-1
12,979,JDK3-2-1
13,762,JDK3-2-1
14,797,JDK3-2-1
15,741,JDK3-2-1
16,755,JDK3-2-1
1,801,JDKE
2,709,JDKE
3,758,JDKE
4,728,JDKE
5,760,JDKE
6,761,JDKE
7,763,JDKE
8,784,JDKE
9,742,JDKE
10,735,JDKE
11,782,JDKE
12,745,JDKE
13,708,JDKE
14,870,JDKE
15,763,JDKE
16,734,JDKE
1,796,JDK8-9-9
2,705,JDK8-9-9
3,815,JDK8-9-9
4,731,JDK8-9-9
5,857,JDK8-9-9
6,787,JDK8-9-9
7,786,JDK8-9-9
8,716,JDK8-9-9
9,676,JDK8-9-9
10,856,JDK8-9-9
11,808,JDK8-9-9
12,784,JDK8-9-9
13,774,JDK8-9-9
14,759,JDK8-9-9
15,763,JDK8-9-9
16,732,JDK8-9-9
1,725,JDK2-2-2
2,738,JDK2-2-2
3,764,JDK2-2-2
4,780,JDK2-2-2
5,796,JDK2-2-2
6,749,JDK2-2-2
7,757,JDK2-2-2
8,815,JDK2-2-2
9,766,JDK2-2-2
10,779,JDK2-2-2
11,718,JDK2-2-2
12,728,JDK2-2-2
13,860,JDK2-2-2
14,870,JDK2-2-2
15,774,JDK2-2-2
16,775,JDK2-2-2
1,1362,JDKF
2,1321,JDKF
3,1494,JDKF
4,1348,JDKF
5,1350,JDKF
6,1206,JDKF
7,1389,JDKF
8,1417,JDKF
9,1334,JDKF
10,1339,JDKF
11,1467,JDKF
12,1385,JDKF
13,1227,JDKF
14,1266,JDKF
15,1164,JDKF
16,1327,JDKF
1,813,JDK2-2-1
2,823,JDK2-2-1
3,801,JDK2-2-1
4,782,JDK2-2-1
5,761,JDK2-2-1
6,847,JDK2-2-1
7,837,JDK2-2-1
8,721,JDK2-2-1
9,750,JDK2-2-1
10,742,JDK2-2-1
11,865,JDK2-2-1
12,800,JDK2-2-1
13,801,JDK2-2-1
14,811,JDK2-2-1
15,831,JDK2-2-1
16,738,JDK2-2-1
1,722,JDK1-1-3
2,761,JDK1-1-3
3,745,JDK1-1-3
4,770,JDK1-1-3
5,806,JDK1-1-3
6,800,JDK1-1-3
7,803,JDK1-1-3
8,827,JDK1-1-3
9,732,JDK1-1-3
10,769,JDK1-1-3
11,726,JDK1-1-3
12,815,JDK1-1-3
13,721,JDK1-1-3
14,834,JDK1-1-3
15,798,JDK1-1-3
16,716,JDK1-1-3
1,905,JDK2-3-2
2,863,JDK2-3-2
3,725,JDK2-3-2
4,867,JDK2-3-2
5,796,JDK2-3-2
6,772,JDK2-3-2
7,988,JDK2-3-2
8,784,JDK2-3-2
9,809,JDK2-3-2
10,1055,JDK2-3-2
11,918,JDK2-3-2
12,920,JDK2-3-2
13,803,JDK2-3-2
14,844,JDK2-3-2
15,791,JDK2-3-2
16,879,JDK2-3-2
1,728,JDK5-6-7
2,768,JDK5-6-7
3,739,JDK5-6-7
4,912,JDK5-6-7
5,745,JDK5-6-7
6,809,JDK5-6-7
7,737,JDK5-6-7
8,804,JDK5-6-7
9,767,JDK5-6-7
10,804,JDK5-6-7
11,852,JDK5-6-7
12,757,JDK5-6-7
13,718,JDK5-6-7
14,833,JDK5-6-7
15,780,JDK5-6-7
16,709,JDK5-6-7
1,764,JDK3-2-3
2,724,JDK3-2-3
3,847,JDK3-2-3
4,824,JDK3-2-3
5,893,JDK3-2-3
6,746,JDK3-2-3
7,1035,JDK3-2-3
8,718,JDK3-2-3
9,765,JDK3-2-3
10,769,JDK3-2-3
11,829,JDK3-2-3
12,803,JDK3-2-3
13,726,JDK3-2-3
14,727,JDK3-2-3
15,839,JDK3-2-3
16,772,JDK3-2-3
