Run,Time,JVM
1,174925,JDK8-9-9
2,175655,JDK8-9-9
3,173718,JDK8-9-9
4,172294,JDK8-9-9
5,175612,JDK8-9-9
6,176801,JDK8-9-9
7,176902,JDK8-9-9
8,174806,JDK8-9-9
9,175007,JDK8-9-9
10,174982,JDK8-9-9
11,174098,JDK8-9-9
12,173391,JDK8-9-9
13,175233,JDK8-9-9
14,172339,JDK8-9-9
15,175976,JDK8-9-9
16,175675,JDK8-9-9
1,172455,JDK2-2-1
2,167356,JDK2-2-1
3,175921,JDK2-2-1
4,176875,JDK2-2-1
5,176581,JDK2-2-1
6,175892,JDK2-2-1
7,175593,JDK2-2-1
8,177664,JDK2-2-1
9,176704,JDK2-2-1
10,175404,JDK2-2-1
11,174903,JDK2-2-1
12,173729,JDK2-2-1
13,175732,JDK2-2-1
14,174687,JDK2-2-1
15,176593,JDK2-2-1
16,174888,JDK2-2-1
1,174804,JDKE
2,173888,JDKE
3,171603,JDKE
4,175472,JDKE
5,173206,JDKE
6,176511,JDKE
7,172318,JDKE
8,172720,JDKE
9,175587,JDKE
10,173835,JDKE
11,173445,JDKE
12,168791,JDKE
13,174575,JDKE
14,172983,JDKE
15,173336,JDKE
16,174319,JDKE
1,175466,JDK3-2-1
2,169254,JDK3-2-1
3,172910,JDK3-2-1
4,171872,JDK3-2-1
5,174839,JDK3-2-1
6,170146,JDK3-2-1
7,174205,JDK3-2-1
8,175724,JDK3-2-1
9,174760,JDK3-2-1
10,176581,JDK3-2-1
11,175895,JDK3-2-1
12,175210,JDK3-2-1
13,175449,JDK3-2-1
14,172646,JDK3-2-1
15,173956,JDK3-2-1
16,174569,JDK3-2-1
1,173068,JDK2-3-2
2,171770,JDK2-3-2
3,167111,JDK2-3-2
4,172457,JDK2-3-2
5,171442,JDK2-3-2
6,171555,JDK2-3-2
7,171481,JDK2-3-2
8,171503,JDK2-3-2
9,170738,JDK2-3-2
10,172190,JDK2-3-2
11,171746,JDK2-3-2
12,173255,JDK2-3-2
13,173567,JDK2-3-2
14,171197,JDK2-3-2
15,173702,JDK2-3-2
16,172375,JDK2-3-2
1,176437,JDK5-6-7
2,174116,JDK5-6-7
3,174609,JDK5-6-7
4,179519,JDK5-6-7
5,171988,JDK5-6-7
6,176490,JDK5-6-7
7,174956,JDK5-6-7
8,174286,JDK5-6-7
9,175805,JDK5-6-7
10,176010,JDK5-6-7
11,174366,JDK5-6-7
12,170442,JDK5-6-7
13,176338,JDK5-6-7
14,176252,JDK5-6-7
15,175302,JDK5-6-7
16,175281,JDK5-6-7
1,174636,JDK2-2-2
2,176873,JDK2-2-2
3,174247,JDK2-2-2
4,175210,JDK2-2-2
5,175596,JDK2-2-2
6,176048,JDK2-2-2
7,175515,JDK2-2-2
8,173780,JDK2-2-2
9,176019,JDK2-2-2
10,175735,JDK2-2-2
11,176765,JDK2-2-2
12,174648,JDK2-2-2
13,174110,JDK2-2-2
14,175317,JDK2-2-2
15,175316,JDK2-2-2
16,175180,JDK2-2-2
1,175228,JDK1-1-3
2,173878,JDK1-1-3
3,169800,JDK1-1-3
4,175889,JDK1-1-3
5,174906,JDK1-1-3
6,174657,JDK1-1-3
7,176064,JDK1-1-3
8,173993,JDK1-1-3
9,175089,JDK1-1-3
10,176377,JDK1-1-3
11,176486,JDK1-1-3
12,176374,JDK1-1-3
13,175034,JDK1-1-3
14,174435,JDK1-1-3
15,175938,JDK1-1-3
16,175249,JDK1-1-3
1,172698,JDK3-2-3
2,171334,JDK3-2-3
3,176599,JDK3-2-3
4,174316,JDK3-2-3
5,175361,JDK3-2-3
6,172557,JDK3-2-3
7,175240,JDK3-2-3
8,175641,JDK3-2-3
9,174810,JDK3-2-3
10,172417,JDK3-2-3
11,174286,JDK3-2-3
12,175261,JDK3-2-3
13,174930,JDK3-2-3
14,175413,JDK3-2-3
15,174411,JDK3-2-3
16,174353,JDK3-2-3
1,175254,JDKF
2,173834,JDKF
3,178372,JDKF
4,173707,JDKF
5,174011,JDKF
6,173296,JDKF
7,173128,JDKF
8,175020,JDKF
9,175291,JDKF
10,173736,JDKF
11,173678,JDKF
12,176906,JDKF
13,174319,JDKF
14,173570,JDKF
15,174050,JDKF
16,171785,JDKF
1,174785,JDK5-4-4
2,173927,JDK5-4-4
3,172824,JDK5-4-4
4,174809,JDK5-4-4
5,174115,JDK5-4-4
6,172010,JDK5-4-4
7,172370,JDK5-4-4
8,170775,JDK5-4-4
9,170800,JDK5-4-4
10,171804,JDK5-4-4
11,170437,JDK5-4-4
12,168808,JDK5-4-4
13,171853,JDK5-4-4
14,171997,JDK5-4-4
15,171954,JDK5-4-4
16,174042,JDK5-4-4
