Run,Time,JVM
1,8374,JDK3-2-1
2,8137,JDK3-2-1
3,8013,JDK3-2-1
4,8161,JDK3-2-1
5,8246,JDK3-2-1
6,8199,JDK3-2-1
7,8232,JDK3-2-1
8,8039,JDK3-2-1
9,8238,JDK3-2-1
10,8584,JDK3-2-1
11,8132,JDK3-2-1
12,8136,JDK3-2-1
13,8578,JDK3-2-1
14,8562,JDK3-2-1
15,8300,JDK3-2-1
16,8382,JDK3-2-1
1,7921,JDK5-4-4
2,8517,JDK5-4-4
3,7833,JDK5-4-4
4,8246,JDK5-4-4
5,8437,JDK5-4-4
6,7755,JDK5-4-4
7,7818,JDK5-4-4
8,8041,JDK5-4-4
9,8304,JDK5-4-4
10,8184,JDK5-4-4
11,7926,JDK5-4-4
12,8006,JDK5-4-4
13,8463,JDK5-4-4
14,7998,JDK5-4-4
15,8011,JDK5-4-4
16,7759,JDK5-4-4
1,8642,JDKE
2,8266,JDKE
3,8233,JDKE
4,8300,JDKE
5,8197,JDKE
6,8238,JDKE
7,8396,JDKE
8,8236,JDKE
9,8122,JDKE
10,8091,JDKE
11,8110,JDKE
12,8157,JDKE
13,8177,JDKE
14,8117,JDKE
15,8124,JDKE
16,8278,JDKE
1,8314,JDK8-9-9
2,8087,JDK8-9-9
3,8233,JDK8-9-9
4,8306,JDK8-9-9
5,8240,JDK8-9-9
6,8127,JDK8-9-9
7,8243,JDK8-9-9
8,8172,JDK8-9-9
9,8246,JDK8-9-9
10,8177,JDK8-9-9
11,8182,JDK8-9-9
12,8369,JDK8-9-9
13,7986,JDK8-9-9
14,8157,JDK8-9-9
15,8120,JDK8-9-9
16,8123,JDK8-9-9
1,8388,JDK2-2-1
2,8180,JDK2-2-1
3,8281,JDK2-2-1
4,8471,JDK2-2-1
5,8252,JDK2-2-1
6,8481,JDK2-2-1
7,8449,JDK2-2-1
8,8353,JDK2-2-1
9,8368,JDK2-2-1
10,8288,JDK2-2-1
11,8467,JDK2-2-1
12,8247,JDK2-2-1
13,8347,JDK2-2-1
14,8264,JDK2-2-1
15,8789,JDK2-2-1
16,8297,JDK2-2-1
1,8087,JDKF
2,7960,JDKF
3,8083,JDKF
4,7886,JDKF
5,8191,JDKF
6,8036,JDKF
7,7816,JDKF
8,7906,JDKF
9,8050,JDKF
10,7836,JDKF
11,7859,JDKF
12,7994,JDKF
13,7967,JDKF
14,8054,JDKF
15,7936,JDKF
16,8017,JDKF
1,8515,JDK2-2-2
2,8060,JDK2-2-2
3,8294,JDK2-2-2
4,8293,JDK2-2-2
5,7947,JDK2-2-2
6,8223,JDK2-2-2
7,8281,JDK2-2-2
8,8303,JDK2-2-2
9,8149,JDK2-2-2
10,8144,JDK2-2-2
11,8274,JDK2-2-2
12,8036,JDK2-2-2
13,8547,JDK2-2-2
14,8571,JDK2-2-2
15,8068,JDK2-2-2
16,7997,JDK2-2-2
1,8179,JDK3-2-3
2,7933,JDK3-2-3
3,8134,JDK3-2-3
4,8096,JDK3-2-3
5,8128,JDK3-2-3
6,8206,JDK3-2-3
7,8458,JDK3-2-3
8,7923,JDK3-2-3
9,8355,JDK3-2-3
10,7913,JDK3-2-3
11,7926,JDK3-2-3
12,8405,JDK3-2-3
13,8241,JDK3-2-3
14,8202,JDK3-2-3
15,8413,JDK3-2-3
16,8220,JDK3-2-3
1,8115,JDK5-6-7
2,8083,JDK5-6-7
3,8112,JDK5-6-7
4,8457,JDK5-6-7
5,8452,JDK5-6-7
6,8033,JDK5-6-7
7,8219,JDK5-6-7
8,8337,JDK5-6-7
9,8390,JDK5-6-7
10,8265,JDK5-6-7
11,8534,JDK5-6-7
12,8457,JDK5-6-7
13,8226,JDK5-6-7
14,8261,JDK5-6-7
15,8479,JDK5-6-7
16,8334,JDK5-6-7
1,8843,JDK2-3-2
2,7808,JDK2-3-2
3,8608,JDK2-3-2
4,8648,JDK2-3-2
5,8062,JDK2-3-2
6,8608,JDK2-3-2
7,8622,JDK2-3-2
8,8792,JDK2-3-2
9,7950,JDK2-3-2
10,8633,JDK2-3-2
11,8216,JDK2-3-2
12,8104,JDK2-3-2
13,16632,JDK2-3-2
14,8405,JDK2-3-2
15,8044,JDK2-3-2
16,9047,JDK2-3-2
1,8076,JDK1-1-3
2,8591,JDK1-1-3
3,8200,JDK1-1-3
4,8581,JDK1-1-3
5,8846,JDK1-1-3
6,8069,JDK1-1-3
7,8488,JDK1-1-3
8,8525,JDK1-1-3
9,8240,JDK1-1-3
10,8444,JDK1-1-3
11,8278,JDK1-1-3
12,8147,JDK1-1-3
13,8520,JDK1-1-3
14,8152,JDK1-1-3
15,7835,JDK1-1-3
16,8081,JDK1-1-3
