Run,Time,JVM
1,441,JDK8-9-9
2,577,JDK8-9-9
3,294,JDK8-9-9
4,704,JDK8-9-9
5,340,JDK8-9-9
6,280,JDK8-9-9
7,820,JDK8-9-9
8,614,JDK8-9-9
9,380,JDK8-9-9
10,587,JDK8-9-9
11,690,JDK8-9-9
12,274,JDK8-9-9
13,314,JDK8-9-9
14,366,JDK8-9-9
15,368,JDK8-9-9
16,403,JDK8-9-9
1,568,JDK2-2-1
2,724,JDK2-2-1
3,346,JDK2-2-1
4,534,JDK2-2-1
5,280,JDK2-2-1
6,693,JDK2-2-1
7,319,JDK2-2-1
8,322,JDK2-2-1
9,302,JDK2-2-1
10,449,JDK2-2-1
11,433,JDK2-2-1
12,470,JDK2-2-1
13,569,JDK2-2-1
14,577,JDK2-2-1
15,717,JDK2-2-1
16,327,JDK2-2-1
1,779,JDKE
2,628,JDKE
3,605,JDKE
4,291,JDKE
5,332,JDKE
6,415,JDKE
7,698,JDKE
8,654,JDKE
9,344,JDKE
10,287,JDKE
11,495,JDKE
12,469,JDKE
13,284,JDKE
14,423,JDKE
15,356,JDKE
16,292,JDKE
1,376,JDK3-2-1
2,365,JDK3-2-1
3,356,JDK3-2-1
4,493,JDK3-2-1
5,290,JDK3-2-1
6,311,JDK3-2-1
7,285,JDK3-2-1
8,607,JDK3-2-1
9,308,JDK3-2-1
10,275,JDK3-2-1
11,674,JDK3-2-1
12,388,JDK3-2-1
13,764,JDK3-2-1
14,372,JDK3-2-1
15,773,JDK3-2-1
16,463,JDK3-2-1
1,389,JDK2-3-2
2,920,JDK2-3-2
3,415,JDK2-3-2
4,400,JDK2-3-2
5,353,JDK2-3-2
6,500,JDK2-3-2
7,373,JDK2-3-2
8,465,JDK2-3-2
9,506,JDK2-3-2
10,713,JDK2-3-2
11,666,JDK2-3-2
12,681,JDK2-3-2
13,606,JDK2-3-2
14,456,JDK2-3-2
15,402,JDK2-3-2
16,333,JDK2-3-2
1,352,JDK5-6-7
2,483,JDK5-6-7
3,288,JDK5-6-7
4,307,JDK5-6-7
5,328,JDK5-6-7
6,734,JDK5-6-7
7,365,JDK5-6-7
8,250,JDK5-6-7
9,532,JDK5-6-7
10,395,JDK5-6-7
11,681,JDK5-6-7
12,382,JDK5-6-7
13,312,JDK5-6-7
14,683,JDK5-6-7
15,810,JDK5-6-7
16,296,JDK5-6-7
1,745,JDK2-2-2
2,297,JDK2-2-2
3,354,JDK2-2-2
4,326,JDK2-2-2
5,319,JDK2-2-2
6,554,JDK2-2-2
7,339,JDK2-2-2
8,285,JDK2-2-2
9,276,JDK2-2-2
10,281,JDK2-2-2
11,304,JDK2-2-2
12,360,JDK2-2-2
13,392,JDK2-2-2
14,650,JDK2-2-2
15,407,JDK2-2-2
16,328,JDK2-2-2
1,569,JDK1-1-3
2,772,JDK1-1-3
3,804,JDK1-1-3
4,459,JDK1-1-3
5,339,JDK1-1-3
6,349,JDK1-1-3
7,440,JDK1-1-3
8,301,JDK1-1-3
9,745,JDK1-1-3
10,286,JDK1-1-3
11,613,JDK1-1-3
12,696,JDK1-1-3
13,670,JDK1-1-3
14,304,JDK1-1-3
15,268,JDK1-1-3
16,429,JDK1-1-3
1,446,JDK3-2-3
2,395,JDK3-2-3
3,847,JDK3-2-3
4,769,JDK3-2-3
5,458,JDK3-2-3
6,272,JDK3-2-3
7,285,JDK3-2-3
8,634,JDK3-2-3
9,273,JDK3-2-3
10,451,JDK3-2-3
11,271,JDK3-2-3
12,302,JDK3-2-3
13,701,JDK3-2-3
14,489,JDK3-2-3
15,768,JDK3-2-3
16,288,JDK3-2-3
1,417,JDK5-4-4
2,798,JDK5-4-4
3,765,JDK5-4-4
4,791,JDK5-4-4
5,590,JDK5-4-4
6,681,JDK5-4-4
7,310,JDK5-4-4
8,422,JDK5-4-4
9,956,JDK5-4-4
10,328,JDK5-4-4
11,437,JDK5-4-4
12,418,JDK5-4-4
13,734,JDK5-4-4
14,863,JDK5-4-4
15,838,JDK5-4-4
16,412,JDK5-4-4
1,359,JDKF
2,332,JDKF
3,524,JDKF
4,300,JDKF
5,370,JDKF
6,380,JDKF
7,414,JDKF
8,462,JDKF
9,307,JDKF
10,434,JDKF
11,400,JDKF
12,265,JDKF
13,491,JDKF
14,327,JDKF
15,294,JDKF
16,330,JDKF
