Run,Time,JVM
1,8624,JDK2-2-1
2,8315,JDK2-2-1
3,7969,JDK2-2-1
4,8207,JDK2-2-1
5,8267,JDK2-2-1
6,7498,JDK2-2-1
7,8168,JDK2-2-1
8,7803,JDK2-2-1
9,7642,JDK2-2-1
10,7875,JDK2-2-1
11,7459,JDK2-2-1
12,8238,JDK2-2-1
13,8278,JDK2-2-1
14,8074,JDK2-2-1
15,8676,JDK2-2-1
16,7430,JDK2-2-1
1,4318,JDKE
2,4292,JDKE
3,4303,JDKE
4,3616,JDKE
5,4418,JDKE
6,4143,JDKE
7,4452,JDKE
8,3953,JDKE
9,4323,JDKE
10,4365,JDKE
11,3679,JDKE
12,3686,JDKE
13,4198,JDKE
14,4217,JDKE
15,4116,JDKE
16,4366,JDKE
1,8428,JDK3-2-3
2,7821,JDK3-2-3
3,8323,JDK3-2-3
4,8424,JDK3-2-3
5,9709,JDK3-2-3
6,8156,JDK3-2-3
7,7568,JDK3-2-3
8,8364,JDK3-2-3
9,7630,JDK3-2-3
10,8177,JDK3-2-3
11,7544,JDK3-2-3
12,7609,JDK3-2-3
13,8024,JDK3-2-3
14,8087,JDK3-2-3
15,7756,JDK3-2-3
16,7578,JDK3-2-3
1,8524,JDK3-2-1
2,8550,JDK3-2-1
3,8514,JDK3-2-1
4,8089,JDK3-2-1
5,8563,JDK3-2-1
6,8519,JDK3-2-1
7,7513,JDK3-2-1
8,7817,JDK3-2-1
9,8016,JDK3-2-1
10,7875,JDK3-2-1
11,8190,JDK3-2-1
12,7555,JDK3-2-1
13,7720,JDK3-2-1
14,7883,JDK3-2-1
15,8568,JDK3-2-1
16,8184,JDK3-2-1
1,8472,JDK2-2-2
2,8305,JDK2-2-2
3,8267,JDK2-2-2
4,8230,JDK2-2-2
5,8118,JDK2-2-2
6,8603,JDK2-2-2
7,7177,JDK2-2-2
8,7595,JDK2-2-2
9,8026,JDK2-2-2
10,8637,JDK2-2-2
11,9012,JDK2-2-2
12,7366,JDK2-2-2
13,7850,JDK2-2-2
14,7430,JDK2-2-2
15,8536,JDK2-2-2
16,7620,JDK2-2-2
1,7763,JDK5-4-4
2,7888,JDK5-4-4
3,7750,JDK5-4-4
4,7461,JDK5-4-4
5,6712,JDK5-4-4
6,7597,JDK5-4-4
7,7415,JDK5-4-4
8,6704,JDK5-4-4
9,7553,JDK5-4-4
10,7609,JDK5-4-4
11,7370,JDK5-4-4
12,7850,JDK5-4-4
13,7531,JDK5-4-4
14,7732,JDK5-4-4
15,7052,JDK5-4-4
16,7597,JDK5-4-4
1,8241,JDK2-3-2
2,7767,JDK2-3-2
3,8333,JDK2-3-2
4,8644,JDK2-3-2
5,8690,JDK2-3-2
6,7960,JDK2-3-2
7,8322,JDK2-3-2
8,8164,JDK2-3-2
9,8718,JDK2-3-2
10,8678,JDK2-3-2
11,8437,JDK2-3-2
12,7947,JDK2-3-2
13,8806,JDK2-3-2
14,8248,JDK2-3-2
15,8062,JDK2-3-2
16,9042,JDK2-3-2
1,3827,JDKF
2,3454,JDKF
3,3862,JDKF
4,4033,JDKF
5,4112,JDKF
6,3631,JDKF
7,4014,JDKF
8,3992,JDKF
9,4024,JDKF
10,3945,JDKF
11,3376,JDKF
12,3952,JDKF
13,4029,JDKF
14,4069,JDKF
15,4069,JDKF
16,3979,JDKF
1,10647,JDK1-1-3
2,9340,JDK1-1-3
3,10805,JDK1-1-3
4,9617,JDK1-1-3
5,9528,JDK1-1-3
6,10733,JDK1-1-3
7,9980,JDK1-1-3
8,10692,JDK1-1-3
9,10488,JDK1-1-3
10,10292,JDK1-1-3
11,10648,JDK1-1-3
12,10550,JDK1-1-3
13,10489,JDK1-1-3
14,10685,JDK1-1-3
15,10370,JDK1-1-3
16,10906,JDK1-1-3
1,6145,JDK8-9-9
2,6262,JDK8-9-9
3,5853,JDK8-9-9
4,5718,JDK8-9-9
5,6322,JDK8-9-9
6,6349,JDK8-9-9
7,6314,JDK8-9-9
8,5882,JDK8-9-9
9,6083,JDK8-9-9
10,5969,JDK8-9-9
11,5576,JDK8-9-9
12,5484,JDK8-9-9
13,6177,JDK8-9-9
14,5792,JDK8-9-9
15,5875,JDK8-9-9
16,6256,JDK8-9-9
1,6588,JDK5-6-7
2,7717,JDK5-6-7
3,6707,JDK5-6-7
4,7149,JDK5-6-7
5,6293,JDK5-6-7
6,7394,JDK5-6-7
7,7118,JDK5-6-7
8,6410,JDK5-6-7
9,6552,JDK5-6-7
10,6806,JDK5-6-7
11,6764,JDK5-6-7
12,7143,JDK5-6-7
13,6724,JDK5-6-7
14,6932,JDK5-6-7
15,7047,JDK5-6-7
16,6938,JDK5-6-7
