Run,Time,JVM
1,366,JDKF
2,337,JDKF
3,333,JDKF
4,338,JDKF
5,341,JDKF
6,341,JDKF
7,351,JDKF
8,331,JDKF
9,351,JDKF
10,337,JDKF
11,334,JDKF
12,356,JDKF
13,332,JDKF
14,335,JDKF
15,334,JDKF
16,332,JDKF
1,391,JDKE
2,396,JDKE
3,430,JDKE
4,387,JDKE
5,487,JDKE
6,384,JDKE
7,435,JDKE
8,382,JDKE
9,409,JDKE
10,414,JDKE
11,371,JDKE
12,396,JDKE
13,392,JDKE
14,394,JDKE
15,397,JDKE
16,388,JDKE
1,390,JDK2-2-2
2,391,JDK2-2-2
3,391,JDK2-2-2
4,389,JDK2-2-2
5,378,JDK2-2-2
6,392,JDK2-2-2
7,384,JDK2-2-2
8,389,JDK2-2-2
9,386,JDK2-2-2
10,405,JDK2-2-2
11,380,JDK2-2-2
12,401,JDK2-2-2
13,399,JDK2-2-2
14,413,JDK2-2-2
15,529,JDK2-2-2
16,397,JDK2-2-2
1,489,JDK3-2-3
2,405,JDK3-2-3
3,426,JDK3-2-3
4,405,JDK3-2-3
5,409,JDK3-2-3
6,416,JDK3-2-3
7,422,JDK3-2-3
8,398,JDK3-2-3
9,412,JDK3-2-3
10,481,JDK3-2-3
11,388,JDK3-2-3
12,395,JDK3-2-3
13,421,JDK3-2-3
14,393,JDK3-2-3
15,383,JDK3-2-3
16,400,JDK3-2-3
1,390,JDK2-2-1
2,397,JDK2-2-1
3,512,JDK2-2-1
4,405,JDK2-2-1
5,435,JDK2-2-1
6,403,JDK2-2-1
7,387,JDK2-2-1
8,405,JDK2-2-1
9,396,JDK2-2-1
10,419,JDK2-2-1
11,412,JDK2-2-1
12,381,JDK2-2-1
13,443,JDK2-2-1
14,395,JDK2-2-1
15,394,JDK2-2-1
16,430,JDK2-2-1
1,703,JDK2-3-2
2,737,JDK2-3-2
3,549,JDK2-3-2
4,668,JDK2-3-2
5,608,JDK2-3-2
6,552,JDK2-3-2
7,567,JDK2-3-2
8,515,JDK2-3-2
9,777,JDK2-3-2
10,663,JDK2-3-2
11,540,JDK2-3-2
12,470,JDK2-3-2
13,483,JDK2-3-2
14,518,JDK2-3-2
15,607,JDK2-3-2
16,502,JDK2-3-2
1,497,JDK3-2-1
2,451,JDK3-2-1
3,412,JDK3-2-1
4,466,JDK3-2-1
5,392,JDK3-2-1
6,379,JDK3-2-1
7,427,JDK3-2-1
8,377,JDK3-2-1
9,542,JDK3-2-1
10,398,JDK3-2-1
11,558,JDK3-2-1
12,403,JDK3-2-1
13,383,JDK3-2-1
14,505,JDK3-2-1
15,439,JDK3-2-1
16,439,JDK3-2-1
1,410,JDK8-9-9
2,531,JDK8-9-9
3,379,JDK8-9-9
4,412,JDK8-9-9
5,454,JDK8-9-9
6,416,JDK8-9-9
7,393,JDK8-9-9
8,385,JDK8-9-9
9,432,JDK8-9-9
10,393,JDK8-9-9
11,406,JDK8-9-9
12,588,JDK8-9-9
13,420,JDK8-9-9
14,521,JDK8-9-9
15,433,JDK8-9-9
16,463,JDK8-9-9
1,463,JDK5-4-4
2,582,JDK5-4-4
3,556,JDK5-4-4
4,580,JDK5-4-4
5,570,JDK5-4-4
6,501,JDK5-4-4
7,523,JDK5-4-4
8,562,JDK5-4-4
9,456,JDK5-4-4
10,533,JDK5-4-4
11,666,JDK5-4-4
12,511,JDK5-4-4
13,655,JDK5-4-4
14,586,JDK5-4-4
15,679,JDK5-4-4
16,526,JDK5-4-4
1,397,JDK5-6-7
2,384,JDK5-6-7
3,394,JDK5-6-7
4,528,JDK5-6-7
5,388,JDK5-6-7
6,558,JDK5-6-7
7,425,JDK5-6-7
8,398,JDK5-6-7
9,385,JDK5-6-7
10,434,JDK5-6-7
11,400,JDK5-6-7
12,559,JDK5-6-7
13,398,JDK5-6-7
14,415,JDK5-6-7
15,385,JDK5-6-7
16,504,JDK5-6-7
1,478,JDK1-1-3
2,392,JDK1-1-3
3,461,JDK1-1-3
4,399,JDK1-1-3
5,392,JDK1-1-3
6,375,JDK1-1-3
7,396,JDK1-1-3
8,397,JDK1-1-3
9,388,JDK1-1-3
10,399,JDK1-1-3
11,402,JDK1-1-3
12,398,JDK1-1-3
13,388,JDK1-1-3
14,401,JDK1-1-3
15,411,JDK1-1-3
16,403,JDK1-1-3
