Run,Time,JVM
1,8522,JDK2-2-1
2,8131,JDK2-2-1
3,8168,JDK2-2-1
4,8249,JDK2-2-1
5,8081,JDK2-2-1
6,8398,JDK2-2-1
7,8483,JDK2-2-1
8,8123,JDK2-2-1
9,8328,JDK2-2-1
10,8513,JDK2-2-1
11,8406,JDK2-2-1
12,8752,JDK2-2-1
13,8381,JDK2-2-1
14,8135,JDK2-2-1
15,8817,JDK2-2-1
16,8074,JDK2-2-1
1,8307,JDK8-9-9
2,8511,JDK8-9-9
3,8428,JDK8-9-9
4,8465,JDK8-9-9
5,8701,JDK8-9-9
6,8738,JDK8-9-9
7,8645,JDK8-9-9
8,7719,JDK8-9-9
9,8175,JDK8-9-9
10,8726,JDK8-9-9
11,8196,JDK8-9-9
12,8324,JDK8-9-9
13,8435,JDK8-9-9
14,8300,JDK8-9-9
15,8484,JDK8-9-9
16,8586,JDK8-9-9
1,7848,JDK3-2-1
2,8113,JDK3-2-1
3,8177,JDK3-2-1
4,8228,JDK3-2-1
5,8354,JDK3-2-1
6,8312,JDK3-2-1
7,8432,JDK3-2-1
8,8203,JDK3-2-1
9,8284,JDK3-2-1
10,8376,JDK3-2-1
11,7892,JDK3-2-1
12,7632,JDK3-2-1
13,8230,JDK3-2-1
14,7843,JDK3-2-1
15,8395,JDK3-2-1
16,8162,JDK3-2-1
1,8446,JDKE
2,7752,JDKE
3,7760,JDKE
4,8295,JDKE
5,8445,JDKE
6,8374,JDKE
7,7908,JDKE
8,7983,JDKE
9,8635,JDKE
10,8074,JDKE
11,8530,JDKE
12,8568,JDKE
13,7936,JDKE
14,8516,JDKE
15,8036,JDKE
16,8518,JDKE
1,9049,JDK5-6-7
2,8774,JDK5-6-7
3,8656,JDK5-6-7
4,8583,JDK5-6-7
5,8813,JDK5-6-7
6,8507,JDK5-6-7
7,8089,JDK5-6-7
8,8420,JDK5-6-7
9,8429,JDK5-6-7
10,8619,JDK5-6-7
11,8671,JDK5-6-7
12,8337,JDK5-6-7
13,8377,JDK5-6-7
14,8107,JDK5-6-7
15,8123,JDK5-6-7
16,8317,JDK5-6-7
1,8325,JDK2-3-2
2,8698,JDK2-3-2
3,8930,JDK2-3-2
4,8035,JDK2-3-2
5,8555,JDK2-3-2
6,7594,JDK2-3-2
7,8768,JDK2-3-2
8,8605,JDK2-3-2
9,8357,JDK2-3-2
10,7980,JDK2-3-2
11,8138,JDK2-3-2
12,8347,JDK2-3-2
13,8439,JDK2-3-2
14,8310,JDK2-3-2
15,8108,JDK2-3-2
16,8738,JDK2-3-2
1,8823,JDK5-4-4
2,8455,JDK5-4-4
3,8741,JDK5-4-4
4,8511,JDK5-4-4
5,8230,JDK5-4-4
6,9243,JDK5-4-4
7,8753,JDK5-4-4
8,8620,JDK5-4-4
9,8405,JDK5-4-4
10,8322,JDK5-4-4
11,7915,JDK5-4-4
12,8536,JDK5-4-4
13,8787,JDK5-4-4
14,8997,JDK5-4-4
15,8599,JDK5-4-4
16,8728,JDK5-4-4
1,7720,JDKF
2,8383,JDKF
3,7773,JDKF
4,7696,JDKF
5,7813,JDKF
6,7826,JDKF
7,8055,JDKF
8,8373,JDKF
9,7947,JDKF
10,8009,JDKF
11,8374,JDKF
12,8330,JDKF
13,7951,JDKF
14,7838,JDKF
15,8277,JDKF
16,7658,JDKF
1,9300,JDK3-2-3
2,9567,JDK3-2-3
3,8377,JDK3-2-3
4,8964,JDK3-2-3
5,8414,JDK3-2-3
6,8700,JDK3-2-3
7,8262,JDK3-2-3
8,8125,JDK3-2-3
9,8096,JDK3-2-3
10,8614,JDK3-2-3
11,8592,JDK3-2-3
12,8245,JDK3-2-3
13,8470,JDK3-2-3
14,8388,JDK3-2-3
15,8487,JDK3-2-3
16,8219,JDK3-2-3
1,7549,JDK1-1-3
2,8465,JDK1-1-3
3,8631,JDK1-1-3
4,8807,JDK1-1-3
5,8680,JDK1-1-3
6,8358,JDK1-1-3
7,8565,JDK1-1-3
8,8042,JDK1-1-3
9,8967,JDK1-1-3
10,8037,JDK1-1-3
11,8196,JDK1-1-3
12,8318,JDK1-1-3
13,8086,JDK1-1-3
14,8693,JDK1-1-3
15,8122,JDK1-1-3
16,8104,JDK1-1-3
1,8224,JDK2-2-2
2,8293,JDK2-2-2
3,8242,JDK2-2-2
4,9135,JDK2-2-2
5,8108,JDK2-2-2
6,9315,JDK2-2-2
7,8939,JDK2-2-2
8,9126,JDK2-2-2
9,8518,JDK2-2-2
10,7983,JDK2-2-2
11,8693,JDK2-2-2
12,8238,JDK2-2-2
13,8635,JDK2-2-2
14,8375,JDK2-2-2
15,7897,JDK2-2-2
16,8061,JDK2-2-2
