Run,Time,JVM
1,308,JDK2-2-2
2,320,JDK2-2-2
3,354,JDK2-2-2
4,277,JDK2-2-2
5,295,JDK2-2-2
6,367,JDK2-2-2
7,230,JDK2-2-2
8,347,JDK2-2-2
9,314,JDK2-2-2
10,338,JDK2-2-2
11,327,JDK2-2-2
12,326,JDK2-2-2
13,289,JDK2-2-2
14,631,JDK2-2-2
15,281,JDK2-2-2
16,527,JDK2-2-2
1,437,JDK1-1-3
2,708,JDK1-1-3
3,284,JDK1-1-3
4,656,JDK1-1-3
5,309,JDK1-1-3
6,378,JDK1-1-3
7,396,JDK1-1-3
8,266,JDK1-1-3
9,404,JDK1-1-3
10,274,JDK1-1-3
11,289,JDK1-1-3
12,369,JDK1-1-3
13,590,JDK1-1-3
14,284,JDK1-1-3
15,586,JDK1-1-3
16,297,JDK1-1-3
1,331,JDK3-2-3
2,272,JDK3-2-3
3,239,JDK3-2-3
4,279,JDK3-2-3
5,268,JDK3-2-3
6,372,JDK3-2-3
7,408,JDK3-2-3
8,722,JDK3-2-3
9,428,JDK3-2-3
10,507,JDK3-2-3
11,400,JDK3-2-3
12,308,JDK3-2-3
13,285,JDK3-2-3
14,341,JDK3-2-3
15,522,JDK3-2-3
16,290,JDK3-2-3
1,727,JDK5-4-4
2,331,JDK5-4-4
3,361,JDK5-4-4
4,416,JDK5-4-4
5,849,JDK5-4-4
6,468,JDK5-4-4
7,583,JDK5-4-4
8,417,JDK5-4-4
9,341,JDK5-4-4
10,465,JDK5-4-4
11,783,JDK5-4-4
12,505,JDK5-4-4
13,307,JDK5-4-4
14,493,JDK5-4-4
15,365,JDK5-4-4
16,883,JDK5-4-4
1,623,JDKF
2,245,JDKF
3,398,JDKF
4,290,JDKF
5,516,JDKF
6,236,JDKF
7,231,JDKF
8,496,JDKF
9,532,JDKF
10,409,JDKF
11,274,JDKF
12,515,JDKF
13,460,JDKF
14,245,JDKF
15,255,JDKF
16,275,JDKF
1,383,JDK2-3-2
2,612,JDK2-3-2
3,462,JDK2-3-2
4,365,JDK2-3-2
5,416,JDK2-3-2
6,448,JDK2-3-2
7,367,JDK2-3-2
8,597,JDK2-3-2
9,680,JDK2-3-2
10,359,JDK2-3-2
11,596,JDK2-3-2
12,346,JDK2-3-2
13,831,JDK2-3-2
14,362,JDK2-3-2
15,489,JDK2-3-2
16,464,JDK2-3-2
1,281,JDK5-6-7
2,555,JDK5-6-7
3,286,JDK5-6-7
4,469,JDK5-6-7
5,285,JDK5-6-7
6,336,JDK5-6-7
7,473,JDK5-6-7
8,565,JDK5-6-7
9,417,JDK5-6-7
10,329,JDK5-6-7
11,335,JDK5-6-7
12,1249,JDK5-6-7
13,790,JDK5-6-7
14,531,JDK5-6-7
15,559,JDK5-6-7
16,493,JDK5-6-7
1,272,JDKE
2,289,JDKE
3,634,JDKE
4,355,JDKE
5,368,JDKE
6,354,JDKE
7,671,JDKE
8,362,JDKE
9,453,JDKE
10,491,JDKE
11,282,JDKE
12,637,JDKE
13,527,JDKE
14,357,JDKE
15,770,JDKE
16,427,JDKE
1,346,JDK3-2-1
2,737,JDK3-2-1
3,307,JDK3-2-1
4,467,JDK3-2-1
5,379,JDK3-2-1
6,643,JDK3-2-1
7,504,JDK3-2-1
8,525,JDK3-2-1
9,476,JDK3-2-1
10,633,JDK3-2-1
11,258,JDK3-2-1
12,299,JDK3-2-1
13,434,JDK3-2-1
14,265,JDK3-2-1
15,590,JDK3-2-1
16,362,JDK3-2-1
1,757,JDK8-9-9
2,299,JDK8-9-9
3,286,JDK8-9-9
4,399,JDK8-9-9
5,278,JDK8-9-9
6,527,JDK8-9-9
7,298,JDK8-9-9
8,254,JDK8-9-9
9,677,JDK8-9-9
10,715,JDK8-9-9
11,271,JDK8-9-9
12,611,JDK8-9-9
13,578,JDK8-9-9
14,279,JDK8-9-9
15,250,JDK8-9-9
16,243,JDK8-9-9
1,284,JDK2-2-1
2,327,JDK2-2-1
3,435,JDK2-2-1
4,389,JDK2-2-1
5,416,JDK2-2-1
6,778,JDK2-2-1
7,266,JDK2-2-1
8,790,JDK2-2-1
9,271,JDK2-2-1
10,307,JDK2-2-1
11,287,JDK2-2-1
12,646,JDK2-2-1
13,586,JDK2-2-1
14,249,JDK2-2-1
15,520,JDK2-2-1
16,685,JDK2-2-1
