Run,Time,JVM
1,27191,JDK2-2-1
2,26683,JDK2-2-1
3,26112,JDK2-2-1
4,26173,JDK2-2-1
5,26139,JDK2-2-1
6,27583,JDK2-2-1
7,26306,JDK2-2-1
8,27384,JDK2-2-1
9,26049,JDK2-2-1
10,26798,JDK2-2-1
11,25365,JDK2-2-1
12,25218,JDK2-2-1
13,25432,JDK2-2-1
14,26719,JDK2-2-1
15,25392,JDK2-2-1
16,25180,JDK2-2-1
1,28144,JDK3-2-1
2,25942,JDK3-2-1
3,25192,JDK3-2-1
4,26800,JDK3-2-1
5,25350,JDK3-2-1
6,25379,JDK3-2-1
7,26526,JDK3-2-1
8,25593,JDK3-2-1
9,27426,JDK3-2-1
10,25900,JDK3-2-1
11,25664,JDK3-2-1
12,26928,JDK3-2-1
13,25803,JDK3-2-1
14,25750,JDK3-2-1
15,26013,JDK3-2-1
16,26099,JDK3-2-1
1,26838,JDK2-3-2
2,25710,JDK2-3-2
3,25372,JDK2-3-2
4,25659,JDK2-3-2
5,25366,JDK2-3-2
6,25529,JDK2-3-2
7,27028,JDK2-3-2
8,26020,JDK2-3-2
9,25590,JDK2-3-2
10,25227,JDK2-3-2
11,26350,JDK2-3-2
12,24674,JDK2-3-2
13,26073,JDK2-3-2
14,25940,JDK2-3-2
15,24629,JDK2-3-2
16,24666,JDK2-3-2
1,27215,JDK5-6-7
2,25044,JDK5-6-7
3,25223,JDK5-6-7
4,25894,JDK5-6-7
5,27811,JDK5-6-7
6,26512,JDK5-6-7
7,25504,JDK5-6-7
8,27003,JDK5-6-7
9,25867,JDK5-6-7
10,25632,JDK5-6-7
11,25514,JDK5-6-7
12,25429,JDK5-6-7
13,25650,JDK5-6-7
14,25788,JDK5-6-7
15,25550,JDK5-6-7
16,26069,JDK5-6-7
1,25667,JDK8-9-9
2,25611,JDK8-9-9
3,25300,JDK8-9-9
4,25405,JDK8-9-9
5,26547,JDK8-9-9
6,25219,JDK8-9-9
7,26541,JDK8-9-9
8,26017,JDK8-9-9
9,26115,JDK8-9-9
10,24838,JDK8-9-9
11,25366,JDK8-9-9
12,26042,JDK8-9-9
13,25845,JDK8-9-9
14,25385,JDK8-9-9
15,25728,JDK8-9-9
16,25876,JDK8-9-9
1,27373,JDK5-4-4
2,26545,JDK5-4-4
3,26388,JDK5-4-4
4,27681,JDK5-4-4
5,25414,JDK5-4-4
6,25965,JDK5-4-4
7,27490,JDK5-4-4
8,26056,JDK5-4-4
9,24718,JDK5-4-4
10,24945,JDK5-4-4
11,25869,JDK5-4-4
12,25084,JDK5-4-4
13,25498,JDK5-4-4
14,26644,JDK5-4-4
15,25981,JDK5-4-4
16,24441,JDK5-4-4
1,25732,JDK1-1-3
2,25364,JDK1-1-3
3,24858,JDK1-1-3
4,25249,JDK1-1-3
5,25253,JDK1-1-3
6,25825,JDK1-1-3
7,25889,JDK1-1-3
8,25025,JDK1-1-3
9,26837,JDK1-1-3
10,27971,JDK1-1-3
11,25863,JDK1-1-3
12,25456,JDK1-1-3
13,25917,JDK1-1-3
14,26500,JDK1-1-3
15,25134,JDK1-1-3
16,27067,JDK1-1-3
1,25994,JDK3-2-3
2,27146,JDK3-2-3
3,25848,JDK3-2-3
4,25734,JDK3-2-3
5,26823,JDK3-2-3
6,27433,JDK3-2-3
7,27933,JDK3-2-3
8,25597,JDK3-2-3
9,25102,JDK3-2-3
10,25315,JDK3-2-3
11,25893,JDK3-2-3
12,27338,JDK3-2-3
13,26385,JDK3-2-3
14,28043,JDK3-2-3
15,25661,JDK3-2-3
16,26792,JDK3-2-3
1,25520,JDKE
2,26410,JDKE
3,26114,JDKE
4,27327,JDKE
5,25919,JDKE
6,25841,JDKE
7,27468,JDKE
8,26002,JDKE
9,27105,JDKE
10,26346,JDKE
11,27337,JDKE
12,26157,JDKE
13,27163,JDKE
14,25326,JDKE
15,26274,JDKE
16,25724,JDKE
1,25993,JDKF
2,26488,JDKF
3,25647,JDKF
4,25168,JDKF
5,26335,JDKF
6,24709,JDKF
7,25918,JDKF
8,25734,JDKF
9,26393,JDKF
10,26164,JDKF
11,25857,JDKF
12,26944,JDKF
13,26905,JDKF
14,26488,JDKF
15,26058,JDKF
16,25019,JDKF
1,25464,JDK2-2-2
2,25762,JDK2-2-2
3,27329,JDK2-2-2
4,26469,JDK2-2-2
5,26304,JDK2-2-2
6,25678,JDK2-2-2
7,25505,JDK2-2-2
8,26921,JDK2-2-2
9,26379,JDK2-2-2
10,25278,JDK2-2-2
11,26080,JDK2-2-2
12,25817,JDK2-2-2
13,26839,JDK2-2-2
14,25348,JDK2-2-2
15,25790,JDK2-2-2
16,25135,JDK2-2-2
