Run,Time,JVM
1,3681,JDK3-2-1
2,3836,JDK3-2-1
3,3833,JDK3-2-1
4,3817,JDK3-2-1
5,3866,JDK3-2-1
6,3620,JDK3-2-1
7,3751,JDK3-2-1
8,3863,JDK3-2-1
9,3765,JDK3-2-1
10,3757,JDK3-2-1
11,3779,JDK3-2-1
12,3727,JDK3-2-1
13,3865,JDK3-2-1
14,3542,JDK3-2-1
15,3810,JDK3-2-1
16,3399,JDK3-2-1
1,3835,JDK2-3-2
2,3757,JDK2-3-2
3,3779,JDK2-3-2
4,3687,JDK2-3-2
5,3668,JDK2-3-2
6,3676,JDK2-3-2
7,3728,JDK2-3-2
8,3581,JDK2-3-2
9,3708,JDK2-3-2
10,3820,JDK2-3-2
11,3699,JDK2-3-2
12,3749,JDK2-3-2
13,3824,JDK2-3-2
14,3657,JDK2-3-2
15,3699,JDK2-3-2
16,3880,JDK2-3-2
1,3519,JDK2-2-1
2,3652,JDK2-2-1
3,3812,JDK2-2-1
4,3713,JDK2-2-1
5,3631,JDK2-2-1
6,3913,JDK2-2-1
7,3756,JDK2-2-1
8,3552,JDK2-2-1
9,3803,JDK2-2-1
10,3750,JDK2-2-1
11,3551,JDK2-2-1
12,3458,JDK2-2-1
13,3557,JDK2-2-1
14,3750,JDK2-2-1
15,3565,JDK2-2-1
16,3735,JDK2-2-1
1,4230,JDKE
2,3696,JDKE
3,4079,JDKE
4,3798,JDKE
5,3527,JDKE
6,4207,JDKE
7,3540,JDKE
8,3593,JDKE
9,3959,JDKE
10,3846,JDKE
11,3448,JDKE
12,3603,JDKE
13,3759,JDKE
14,3982,JDKE
15,4032,JDKE
16,3521,JDKE
1,3429,JDK5-4-4
2,3611,JDK5-4-4
3,3584,JDK5-4-4
4,3345,JDK5-4-4
5,3419,JDK5-4-4
6,3430,JDK5-4-4
7,3527,JDK5-4-4
8,3620,JDK5-4-4
9,3431,JDK5-4-4
10,3815,JDK5-4-4
11,3477,JDK5-4-4
12,3555,JDK5-4-4
13,3488,JDK5-4-4
14,3300,JDK5-4-4
15,3480,JDK5-4-4
16,3733,JDK5-4-4
1,4223,JDK1-1-3
2,4283,JDK1-1-3
3,4429,JDK1-1-3
4,4322,JDK1-1-3
5,4034,JDK1-1-3
6,4331,JDK1-1-3
7,4456,JDK1-1-3
8,4260,JDK1-1-3
9,4115,JDK1-1-3
10,4285,JDK1-1-3
11,4414,JDK1-1-3
12,4355,JDK1-1-3
13,4269,JDK1-1-3
14,4426,JDK1-1-3
15,4232,JDK1-1-3
16,4228,JDK1-1-3
1,3735,JDK5-6-7
2,3465,JDK5-6-7
3,3623,JDK5-6-7
4,3581,JDK5-6-7
5,3431,JDK5-6-7
6,3573,JDK5-6-7
7,3679,JDK5-6-7
8,3798,JDK5-6-7
9,3485,JDK5-6-7
10,3481,JDK5-6-7
11,3457,JDK5-6-7
12,3444,JDK5-6-7
13,3332,JDK5-6-7
14,3661,JDK5-6-7
15,3316,JDK5-6-7
16,3394,JDK5-6-7
1,3550,JDK3-2-3
2,3896,JDK3-2-3
3,3787,JDK3-2-3
4,3874,JDK3-2-3
5,3739,JDK3-2-3
6,3755,JDK3-2-3
7,3713,JDK3-2-3
8,3778,JDK3-2-3
9,3694,JDK3-2-3
10,3595,JDK3-2-3
11,3987,JDK3-2-3
12,3837,JDK3-2-3
13,3678,JDK3-2-3
14,3919,JDK3-2-3
15,3706,JDK3-2-3
16,3780,JDK3-2-3
1,3307,JDK8-9-9
2,3280,JDK8-9-9
3,3403,JDK8-9-9
4,3306,JDK8-9-9
5,3189,JDK8-9-9
6,3058,JDK8-9-9
7,3329,JDK8-9-9
8,3205,JDK8-9-9
9,3175,JDK8-9-9
10,3236,JDK8-9-9
11,3088,JDK8-9-9
12,3254,JDK8-9-9
13,3074,JDK8-9-9
14,3178,JDK8-9-9
15,3106,JDK8-9-9
16,2922,JDK8-9-9
1,3792,JDK2-2-2
2,3706,JDK2-2-2
3,3709,JDK2-2-2
4,3846,JDK2-2-2
5,3725,JDK2-2-2
6,3465,JDK2-2-2
7,3878,JDK2-2-2
8,3655,JDK2-2-2
9,3577,JDK2-2-2
10,3594,JDK2-2-2
11,3516,JDK2-2-2
12,3837,JDK2-2-2
13,3575,JDK2-2-2
14,3801,JDK2-2-2
15,3740,JDK2-2-2
16,3638,JDK2-2-2
1,4375,JDKF
2,4221,JDKF
3,4201,JDKF
4,4193,JDKF
5,4299,JDKF
6,4368,JDKF
7,4348,JDKF
8,4179,JDKF
9,4195,JDKF
10,4369,JDKF
11,4863,JDKF
12,4384,JDKF
13,4511,JDKF
14,4264,JDKF
15,4229,JDKF
16,4528,JDKF
