Run,Time,JVM
1,752,JDK3-2-1
2,804,JDK3-2-1
3,716,JDK3-2-1
4,707,JDK3-2-1
5,735,JDK3-2-1
6,795,JDK3-2-1
7,838,JDK3-2-1
8,839,JDK3-2-1
9,708,JDK3-2-1
10,751,JDK3-2-1
11,739,JDK3-2-1
12,683,JDK3-2-1
13,724,JDK3-2-1
14,706,JDK3-2-1
15,785,JDK3-2-1
16,688,JDK3-2-1
1,898,JDK5-4-4
2,767,JDK5-4-4
3,771,JDK5-4-4
4,854,JDK5-4-4
5,861,JDK5-4-4
6,1142,JDK5-4-4
7,925,JDK5-4-4
8,778,JDK5-4-4
9,806,JDK5-4-4
10,1066,JDK5-4-4
11,772,JDK5-4-4
12,760,JDK5-4-4
13,817,JDK5-4-4
14,779,JDK5-4-4
15,698,JDK5-4-4
16,775,JDK5-4-4
1,798,JDK8-9-9
2,772,JDK8-9-9
3,836,JDK8-9-9
4,705,JDK8-9-9
5,761,JDK8-9-9
6,722,JDK8-9-9
7,730,JDK8-9-9
8,725,JDK8-9-9
9,783,JDK8-9-9
10,800,JDK8-9-9
11,691,JDK8-9-9
12,690,JDK8-9-9
13,684,JDK8-9-9
14,689,JDK8-9-9
15,822,JDK8-9-9
16,777,JDK8-9-9
1,741,JDKE
2,727,JDKE
3,772,JDKE
4,805,JDKE
5,759,JDKE
6,763,JDKE
7,779,JDKE
8,698,JDKE
9,723,JDKE
10,809,JDKE
11,722,JDKE
12,792,JDKE
13,705,JDKE
14,758,JDKE
15,707,JDKE
16,740,JDKE
1,765,JDK2-2-1
2,782,JDK2-2-1
3,738,JDK2-2-1
4,760,JDK2-2-1
5,669,JDK2-2-1
6,801,JDK2-2-1
7,764,JDK2-2-1
8,846,JDK2-2-1
9,738,JDK2-2-1
10,770,JDK2-2-1
11,694,JDK2-2-1
12,718,JDK2-2-1
13,688,JDK2-2-1
14,721,JDK2-2-1
15,719,JDK2-2-1
16,714,JDK2-2-1
1,1265,JDKF
2,1333,JDKF
3,1284,JDKF
4,1347,JDKF
5,1321,JDKF
6,1290,JDKF
7,1532,JDKF
8,1350,JDKF
9,1342,JDKF
10,1376,JDKF
11,1333,JDKF
12,1347,JDKF
13,1298,JDKF
14,1321,JDKF
15,1309,JDKF
16,1346,JDKF
1,721,JDK2-2-2
2,761,JDK2-2-2
3,705,JDK2-2-2
4,763,JDK2-2-2
5,772,JDK2-2-2
6,778,JDK2-2-2
7,704,JDK2-2-2
8,808,JDK2-2-2
9,736,JDK2-2-2
10,789,JDK2-2-2
11,788,JDK2-2-2
12,709,JDK2-2-2
13,721,JDK2-2-2
14,800,JDK2-2-2
15,795,JDK2-2-2
16,738,JDK2-2-2
1,760,JDK3-2-3
2,847,JDK3-2-3
3,759,JDK3-2-3
4,725,JDK3-2-3
5,703,JDK3-2-3
6,691,JDK3-2-3
7,741,JDK3-2-3
8,759,JDK3-2-3
9,798,JDK3-2-3
10,770,JDK3-2-3
11,784,JDK3-2-3
12,791,JDK3-2-3
13,765,JDK3-2-3
14,710,JDK3-2-3
15,823,JDK3-2-3
16,729,JDK3-2-3
1,735,JDK5-6-7
2,702,JDK5-6-7
3,749,JDK5-6-7
4,733,JDK5-6-7
5,753,JDK5-6-7
6,762,JDK5-6-7
7,776,JDK5-6-7
8,751,JDK5-6-7
9,720,JDK5-6-7
10,746,JDK5-6-7
11,684,JDK5-6-7
12,742,JDK5-6-7
13,719,JDK5-6-7
14,766,JDK5-6-7
15,726,JDK5-6-7
16,802,JDK5-6-7
1,847,JDK2-3-2
2,1067,JDK2-3-2
3,857,JDK2-3-2
4,873,JDK2-3-2
5,1043,JDK2-3-2
6,1127,JDK2-3-2
7,1102,JDK2-3-2
8,924,JDK2-3-2
9,1751,JDK2-3-2
10,1092,JDK2-3-2
11,1114,JDK2-3-2
12,804,JDK2-3-2
13,1090,JDK2-3-2
14,942,JDK2-3-2
15,870,JDK2-3-2
16,907,JDK2-3-2
1,802,JDK1-1-3
2,763,JDK1-1-3
3,752,JDK1-1-3
4,723,JDK1-1-3
5,758,JDK1-1-3
6,793,JDK1-1-3
7,745,JDK1-1-3
8,735,JDK1-1-3
9,716,JDK1-1-3
10,750,JDK1-1-3
11,690,JDK1-1-3
12,747,JDK1-1-3
13,792,JDK1-1-3
14,797,JDK1-1-3
15,783,JDK1-1-3
16,704,JDK1-1-3
